Cluster,Symbol,Name,Return,Std Dev
0,465610,ACE 미국빅테크TOP7 Plus레버리지(합성),111.32,53.74
1,465350,RISE 2차전지TOP10인버스(합성),74.25,48.64
1,473490,KOSEF 글로벌AI반도체,83.5,40.45
1,453820,KODEX 인도Nifty50레버리지(합성),72.21,46.1
1,461910,PLUS 미국테크TOP10레버리지(합성),88.85,42.58
2,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,72.8,31.03
2,456600,TIMEFOLIO 글로벌AI인공지능액티브,70.82,28.55
2,473640,HANARO 글로벌금채굴기업,70.61,30.95
3,423920,TIGER 미국필라델피아반도체레버리지(합성),66.34,63.75
4,466920,SOL 조선TOP3플러스,65.11,37.08
4,449450,PLUS K방산,59.21,30.36
4,476070,KODEX 글로벌비만치료제TOP2 Plus,62.35,30.22
4,469060,RISE 미국반도체NYSE,66.31,35.15
4,484880,SOL 금융지주플러스고배당,60.24,35.22
4,469050,RISE 미국반도체NYSE(H),62.22,37.45
4,473590,ACE 미국주식베스트셀러,57.17,32.54
4,479850,HANARO K-뷰티,64.22,37.26
4,464060,HANARO 글로벌반도체TOP10 SOLACTIVE,59.19,34.35
5,480020,ACE 미국빅테크7+ 15%프리미엄분배(합성),51.93,36.64
5,466950,TIGER 글로벌AI액티브,50.54,32.45
5,418660,TIGER 미국나스닥100레버리지(합성),44.14,46.1
5,469150,ACE AI반도체포커스,52.11,38.16
5,475070,KoAct 글로벌기후테크인프라액티브,54.42,34.02
6,465580,ACE 미국빅테크TOP7 Plus,46.91,26.42
6,474220,TIGER 미국테크TOP10+10%프리미엄,43.56,24.47
6,466940,TIGER 은행고배당플러스TOP10,55.06,27.38
6,479730,TIGER 인도빌리언컨슈머,45.23,19.21
6,472160,TIGER 미국테크TOP10 INDXX(H),47.88,27.61
6,448540,ACE 엔비디아채권혼합블룸버그,53.5,19.42
6,453950,TIGER TSMC밸류체인FACTSET,44.74,28.39
6,461340,HANARO 글로벌생성형AI액티브,41.1,26.16
6,461900,PLUS 미국테크TOP10,40.78,21.52
6,481340,RISE 미국30년국채액티브,42.6,17.94
6,473460,KODEX 미국서학개미,47.51,29.14
6,467540,KOSEF 코스닥글로벌,41.8,34.12
6,446690,KODEX 아시아AI반도체exChina액티브,47.17,26.87
6,442580,PLUS 글로벌HBM반도체,44.45,31.27
7,390390,KODEX 미국반도체MV,34.16,30.78
7,314250,KODEX 미국빅테크10(H),33.0,30.15
7,442320,RISE 글로벌원자력,39.59,29.93
