Cluster,Symbol,Name,Return,Std Dev
0,450080,에코프로머티,195.61,111.98
0,457190,이수스페셜티케미컬,183.89,110.82
1,700023,하나 Solactive 2X US Tech Top 10 ETN(H),169.53,50.36
1,610078,메리츠 3X 레버리지 미국채30년 ETN,163.63,42.28
2,465610,ACE 미국빅테크TOP7 Plus레버리지(합성),140.06,53.71
2,610044,메리츠 인버스 천연가스 선물 ETN(H),131.62,60.22
2,520053,미래에셋 인버스 천연가스 선물 ETN(H),130.09,59.55
3,520075,미래에셋 레버리지 미국 방위산업 TOP3 ETN,132.23,31.93
3,580060,KB 레버리지 미국채 10년 ETN,119.69,24.57
4,550091,N2 방위산업 Top5 ETN,116.1,69.83
5,461910,PLUS 미국테크TOP10레버리지(합성),115.73,43.02
6,530122,삼성 인버스 2X 항셍테크 ETN(H) B,99.5,55.59
7,473490,KOSEF 글로벌AI반도체,106.75,40.31
7,530115,삼성 레버리지 나스닥 100 ETN,98.95,36.81
7,520072,미래에셋 미국 AI TOP3 ETN,92.96,42.82
7,580054,KB 인버스 2X 콩 선물 ETN,101.4,37.62
7,510039,대신 3X 레버리지 국채30년 ETN,92.75,31.73
8,454910,두산로보틱스,91.32,80.85
9,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,81.26,31.15
9,456600,TIMEFOLIO 글로벌AI인공지능액티브,79.89,28.57
9,480020,ACE 미국빅테크7+ 15%프리미엄분배(합성),72.78,35.91
9,476070,KODEX 글로벌비만치료제TOP2 Plus,75.91,30.08
9,484880,SOL 금융지주플러스고배당,87.07,33.47
9,469060,RISE 미국반도체NYSE,84.37,35.34
9,469050,RISE 미국반도체NYSE(H),79.77,37.74
9,760005,키움 INDXX 미국테크탑10 ETN,76.49,21.58
9,473590,ACE 미국주식베스트셀러,81.86,32.82
9,580061,KB 미국채 30년 ETN,91.45,23.62
9,464060,HANARO 글로벌반도체TOP10 SOLACTIVE,72.49,34.51
9,473640,HANARO 글로벌금채굴기업,82.26,30.78
10,336370,솔루스첨단소재,75.95,67.9
10,423920,TIGER 미국필라델피아반도체레버리지(합성),79.09,63.99
10,580034,KB 레버리지 FANG 플러스 ETN(H),75.87,59.97
10,580052,KB 인버스 2X 밀 선물 ETN,89.44,65.02
11,465350,RISE 2차전지TOP10인버스(합성),66.58,48.29
11,480040,ACE 미국반도체15%프리미엄분배(합성),64.73,41.95
11,469150,ACE AI반도체포커스,73.12,38.5
11,453820,KODEX 인도Nifty50레버리지(합성),68.59,45.9
12,465580,ACE 미국빅테크TOP7 Plus,56.82,26.41
12,474220,TIGER 미국테크TOP10+10%프리미엄,59.51,24.52
12,466940,TIGER 은행고배당플러스TOP10,57.49,27.17
12,449450,PLUS K방산,63.31,30.27
12,472160,TIGER 미국테크TOP10 INDXX(H),62.59,27.67
12,466950,TIGER 글로벌AI액티브,64.55,32.49
12,700022,하나 Solactive US Tech Top 10 ETN(H),65.81,24.2
12,580056,KB 일본 로보틱스 TOP 10 ETN,60.76,27.83
12,610075,메리츠 3X 레버리지 미국채10년 ETN,69.55,21.7
12,473460,KODEX 미국서학개미,62.34,29.08
12,446690,KODEX 아시아AI반도체exChina액티브,54.69,26.96
13,019175,신풍제약우,66.65,78.97
13,33626L,두산퓨얼셀2우B,57.55,79.35
13,33637L,솔루스첨단소재2우B,50.67,87.86
13,004105,태양금속우,54.32,72.77
13,580019,KB 인버스 2X 항셍테크 선물 ETN,60.09,82.88
13,004835,덕성우,61.6,82.28
13,006345,대원전선우,59.06,77.72
13,008355,남선알미우,57.75,83.75
14,466920,SOL 조선TOP3플러스,60.08,36.86
14,500077,신한 인버스0.5X S&P500 VIX S/T선물 ETN,58.06,36.61
14,481190,SOL 미국테크TOP10,50.87,34.09
14,520063,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),54.35,37.29
14,465660,TIGER 일본반도체FACTSET,52.9,36.45
14,530110,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,58.28,36.98
14,570089,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,57.83,36.74
14,475070,KoAct 글로벌기후테크인프라액티브,62.89,33.62
14,479850,HANARO K-뷰티,64.21,37.6
14,442580,PLUS 글로벌HBM반도체,53.25,31.54
15,267260,HD현대일렉트릭,49.25,58.14
15,005070,코스모신소재,53.88,56.63
15,001570,금양,62.47,60.43
15,298040,효성중공업,57.4,58.37
15,336260,두산퓨얼셀,59.65,65.76
15,003350,한국화장품제조,49.18,63.37
15,500071,신한 레버리지 코스닥 150 선물 ETN,54.91,58.49
15,520056,미래에셋 레버리지 코스닥150 선물 ETN,57.06,60.6
15,570081,한투 레버리지 코스닥150선물 ETN,57.71,61.14
15,700017,하나 레버리지 코스닥150 선물 ETN,56.31,59.53
15,530106,삼성 레버리지 코스닥150 선물 ETN,55.46,59.71
15,510026,대신 레버리지 코스닥 150 선물 ETN,57.87,61.95
15,580043,KB 레버리지 KOSDAQ 150 선물 ETN,58.19,60.01
16,476690,TIGER 글로벌비만치료제TOP2Plus,46.0,19.89
16,448540,ACE 엔비디아채권혼합블룸버그,56.98,19.43
16,520074,미래에셋 미국 방위산업 TOP3 ETN,51.43,17.52
16,530113,삼성 레버리지 S&P500 선물 ETN,53.88,23.06
16,461900,PLUS 미국테크TOP10,50.08,21.65
16,481340,RISE 미국30년국채액티브,50.86,17.45
16,580063,KB 레버리지 미국채 10년 선물 ETN,49.76,10.3
17,101140,인바이오젠,46.66,126.81
18,003670,포스코퓨처엠,43.37,44.17
18,042700,한미반도체,52.64,47.89
18,003230,삼양식품,40.12,46.43
18,418660,TIGER 미국나스닥100레버리지(합성),50.85,46.14
18,475310,SOL 반도체후공정,44.59,47.29
19,390390,KODEX 미국반도체MV,38.14,30.87
19,442320,RISE 글로벌원자력,41.07,29.87
19,426030,TIMEFOLIO 미국나스닥100액티브,39.32,24.38
19,464920,PLUS 일본반도체소부장,45.19,30.83
19,423170,SOL 한국형글로벌반도체액티브,39.11,26.94
19,700024,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),48.64,29.86
19,471040,KoAct 글로벌AI&로봇액티브,47.34,27.5
19,453950,TIGER TSMC밸류체인FACTSET,50.07,28.35
19,550076,N2 US 500 월간레버리지 ETN(H),42.93,28.69
19,461340,HANARO 글로벌생성형AI액티브,49.07,26.19
19,570100,한투 일본종합상사TOP5 ETN,41.56,27.32
19,467540,KOSEF 코스닥글로벌,44.82,33.83
20,005257,녹십자홀딩스2우,46.04,71.14
20,004985,성신양회우,41.65,73.05
20,004545,깨끗한나라우,42.99,76.88
20,014285,금강공업우,42.84,69.63
20,009415,태영건설우,46.46,72.37
20,011155,CJ씨푸드1우,43.02,69.3
20,000227,유유제약2우B,43.65,71.82
20,014915,성문전자우,45.94,77.46
20,004415,서울식품우,41.28,70.4
21,019170,신풍제약,41.93,65.19
21,003160,디아이,41.87,60.02
21,322000,HD현대에너지솔루션,39.13,65.84
21,009470,삼화전기,37.57,60.01
21,004090,한국석유,37.38,60.9
