Cluster,Symbol,Name,Return,Std Dev
0,479880,한국제15호스팩,297.2,2.22
1,453450,그리드위즈,211.73,148.4
1,443670,에스피소프트,236.64,143.44
2,257720,실리콘투,225.06,85.13
2,445090,에이직랜드,232.14,109.41
2,304360,에스바이오메딕스,213.89,103.05
3,425420,티에프이,182.92,81.27
4,403870,HPSP,142.53,66.93
4,114840,아이패밀리에스씨,128.34,60.29
5,101360,에코앤드림,115.01,100.82
5,389020,자람테크놀로지,131.09,94.49
5,372320,큐로셀,138.7,90.09
5,107640,한중엔시에스,126.42,109.55
5,211050,인카금융서비스,115.45,106.07
5,373200,엑스플러스,115.32,97.4
5,222160,NPX,123.32,105.04
6,477340,에이치엠씨제7호스팩,135.67,5.88
6,478440,미래에셋비전스팩6호,106.16,3.88
7,277810,레인보우로보틱스,115.72,69.51
7,328130,루닛,116.36,80.2
7,399720,가온칩스,114.08,82.28
7,394280,오픈엣지테크놀로지,112.48,83.73
8,420570,제이투케이바이오,114.16,142.09
9,196170,알테오젠,103.98,68.83
9,348370,엔켐,98.75,78.03
9,310210,보로노이,91.97,78.01
10,425040,티이엠씨,92.2,111.91
10,388870,파로스아이바이오,101.4,99.95
10,366030,공구우먼,96.28,94.74
11,159910,스킨앤스킨,90.05,262.12
12,247540,에코프로비엠,91.08,60.47
12,352480,씨앤씨인터내셔널,95.81,55.9
12,058970,엠로,81.4,74.28
12,372170,윤성에프앤씨,79.89,71.76
12,199800,툴젠,82.62,73.27
12,353810,이지바이오,76.45,65.86
12,436610,한국제11호스팩,78.21,66.37
13,058450,한주에이알티,76.96,178.53
14,007390,네이처셀,72.47,85.07
14,323990,박셀바이오,74.92,92.89
14,270660,에브리봇,83.77,98.14
14,402030,코난테크놀로지,68.37,88.68
14,388050,지투파워,65.23,88.87
14,393210,토마토시스템,78.52,86.47
14,356680,엑스게이트,76.0,97.39
14,448710,코츠테크놀로지,80.22,86.44
14,383930,디티앤씨알오,77.15,95.0
14,189330,씨이랩,78.91,92.35
14,032685,소프트센우,71.67,87.84
15,028300,HLB,66.16,73.71
15,397030,에이프릴바이오,67.54,70.78
15,348340,뉴로메카,67.33,76.7
15,126340,비나텍,69.5,71.05
15,405100,큐알티,64.65,72.95
15,277880,티에스아이,71.32,73.09
15,168360,펨트론,73.49,76.85
15,260970,에스앤디,62.52,82.52
16,432720,퀄리타스반도체,62.12,99.45
16,451220,아이엠티,69.75,98.72
16,148780,비큐AI,62.88,108.89
16,210120,빅텐츠,61.17,99.26
16,198940,한주라이트메탈,67.15,102.46
17,086520,에코프로,60.83,58.36
17,000250,삼천당제약,55.77,56.43
