,Return,Std Dev,Symbol(Name)
005930,15.16,26.51,005930 (삼성전자)
000660,23.07,37.86,000660 (SK하이닉스)
373220,-9.39,40.76,373220 (LG에너지솔루션)
207940,38.56,39.04,207940 (삼성바이오로직스)
005380,10.77,32.61,005380 (현대차)
005935,17.03,27.05,005935 (삼성전자우)
068270,37.96,54.72,068270 (셀트리온)
000270,17.61,32.3,000270 (기아)
105560,7.04,30.35,105560 (KB금융)
005490,0.66,31.86,005490 (POSCO홀딩스)
055550,5.58,28.16,055550 (신한지주)
035420,13.95,35.19,035420 (NAVER)
028260,8.37,33.9,028260 (삼성물산)
006400,13.42,38.7,006400 (삼성SDI)
051910,9.66,38.81,051910 (LG화학)
012330,7.31,33.22,012330 (현대모비스)
329180,37.57,43.37,329180 (HD현대중공업)
032830,2.38,28.57,032830 (삼성생명)
086790,10.02,33.03,086790 (하나금융지주)
000810,8.13,28.56,000810 (삼성화재)
035720,14.08,37.03,035720 (카카오)
003670,43.19,44.18,003670 (포스코퓨처엠)
138040,31.71,36.12,138040 (메리츠금융지주)
066570,4.3,35.1,066570 (LG전자)
012450,18.85,42.37,012450 (한화에어로스페이스)
009540,10.63,40.74,009540 (HD한국조선해양)
259960,-4.28,45.38,259960 (크래프톤)
033780,5.89,23.06,033780 (KT&G)
011200,0.44,56.79,011200 (HMM)
003550,5.82,31.4,003550 (LG)
015760,-0.02,28.51,015760 (한국전력)
017670,7.46,23.89,017670 (SK텔레콤)
034020,1.38,45.43,034020 (두산에너빌리티)
018260,-2.86,34.35,018260 (삼성에스디에스)
316140,3.62,29.45,316140 (우리금융지주)
009150,8.76,36.0,009150 (삼성전기)
024110,3.46,27.62,024110 (기업은행)
010130,13.53,35.22,010130 (고려아연)
042700,50.95,47.84,042700 (한미반도체)
267260,48.69,58.1,267260 (HD현대일렉트릭)
323410,-24.05,49.84,323410 (카카오뱅크)
402340,9.34,42.7,402340 (SK스퀘어)
034730,14.94,36.38,034730 (SK)
096770,8.05,41.89,096770 (SK이노베이션)
010140,5.19,40.92,010140 (삼성중공업)
030200,2.01,20.91,030200 (KT)
459580,3.77,0.15,459580 (KODEX CD금리액티브(합성))
047050,12.96,43.97,047050 (포스코인터내셔널)
086280,11.68,36.23,086280 (현대글로비스)
003490,1.98,35.08,003490 (대한항공)
010950,8.34,36.32,010950 (S-Oil)
326030,1.37,43.78,326030 (SK바이오팜)
005830,14.04,33.46,005830 (DB손해보험)
352820,2.88,51.11,352820 (하이브)
000100,15.74,33.2,000100 (유한양행)
090430,9.15,37.71,090430 (아모레퍼시픽)
357870,2.27,0.23,357870 (TIGER CD금리투자KIS(합성))
267250,6.58,34.15,267250 (HD현대)
005387,15.81,32.51,005387 (현대차2우B)
011070,16.8,43.51,011070 (LG이노텍)
443060,-50.1,91.06,443060 (HD현대마린솔루션)
161390,5.35,34.91,161390 (한국타이어앤테크놀로지)
069500,6.51,17.24,069500 (KODEX 200)
097950,9.15,31.62,097950 (CJ제일제당)
251270,-3.5,44.65,251270 (넷마블)
028050,3.5,44.42,028050 (삼성E&A)
051900,7.52,35.12,051900 (LG생활건강)
034220,-2.22,36.72,034220 (LG디스플레이)
047810,16.16,40.19,047810 (한국항공우주)
088980,9.63,11.41,088980 (맥쿼리인프라)
010120,12.3,38.93,010120 (LS ELECTRIC)
064350,13.83,48.04,064350 (현대로템)
029780,1.74,27.38,029780 (삼성카드)
006800,0.21,35.55,006800 (미래에셋증권)
011790,24.64,43.17,011790 (SKC)
003230,41.02,46.43,003230 (삼양식품)
423160,3.32,0.13,423160 (KODEX KOFR금리액티브(합성))
079550,24.49,45.55,079550 (LIG넥스원)
010620,16.01,43.68,010620 (HD현대미포)
005940,4.17,33.59,005940 (NH투자증권)
009830,14.15,45.73,009830 (한화솔루션)
307950,24.7,48.17,307950 (현대오토에버)
302440,-16.9,55.04,302440 (SK바이오사이언스)
180640,35.88,55.4,180640 (한진칼)
454910,81.34,81.44,454910 (두산로보틱스)
032640,5.49,30.25,032640 (LG유플러스)
462870,68.85,94.31,462870 (시프트업)
021240,8.96,34.6,021240 (코웨이)
360750,18.85,14.81,360750 (TIGER 미국S&P500)
078930,6.96,31.49,078930 (GS)
022100,21.78,44.69,022100 (포스코DX)
036570,10.24,41.0,036570 (엔씨소프트)
005385,15.42,30.71,005385 (현대차우)
071050,12.81,37.77,071050 (한국금융지주)
241560,9.89,40.83,241560 (두산밥캣)
016360,1.93,29.99,016360 (삼성증권)
036460,5.68,35.63,036460 (한국가스공사)
449170,3.64,0.15,449170 (TIGER KOFR금리액티브(합성))
011780,25.72,44.86,011780 (금호석유)
005070,53.8,56.66,005070 (코스모신소재)
272210,27.47,44.97,272210 (한화시스템)
128940,20.93,44.87,128940 (한미약품)
001570,62.87,60.46,001570 (금양)
271560,7.89,36.07,271560 (오리온)
006260,7.06,38.4,006260 (LS)
000720,1.94,39.1,000720 (현대건설)
001040,11.68,35.31,001040 (CJ)
011170,7.56,42.69,011170 (롯데케미칼)
004020,-2.32,36.02,004020 (현대제철)
133690,21.51,18.4,133690 (TIGER 미국나스닥100)
066970,29.59,55.53,066970 (엘앤에프)
377300,-44.68,58.39,377300 (카카오페이)
039490,15.6,37.97,039490 (키움증권)
138930,1.03,29.01,138930 (BNK금융지주)
035250,3.31,28.63,035250 (강원랜드)
001450,9.37,31.86,001450 (현대해상)
273130,1.93,3.07,273130 (KODEX 종합채권(AA-이상)액티브)
175330,12.14,25.32,175330 (JB금융지주)
004370,8.75,30.01,004370 (농심)
298040,55.17,58.33,298040 (효성중공업)
112610,31.07,50.48,112610 (씨에스윈드)
052690,13.82,49.39,052690 (한전기술)
002380,6.57,38.87,002380 (KCC)
381170,25.48,24.58,381170 (TIGER 미국테크TOP10 INDXX)
381180,24.32,30.45,381180 (TIGER 미국필라델피아반도체나스닥)
088350,-1.85,35.14,088350 (한화생명)
081660,16.35,37.72,081660 (휠라홀딩스)
001440,-15.76,56.31,001440 (대한전선)
007660,40.39,52.85,007660 (이수페타시스)
004990,-0.68,30.61,004990 (롯데지주)
361610,-29.59,51.12,361610 (SK아이이테크놀로지)
122630,10.02,34.19,122630 (KODEX 레버리지)
000880,2.97,34.97,000880 (한화)
000150,15.84,46.17,000150 (두산)
000120,11.04,35.81,000120 (CJ대한통운)
465680,4.23,0.59,465680 (KODEX 24-12 은행채(AA+이상)액티브)
278530,4.94,18.86,278530 (KODEX 200TR)
008930,22.57,51.85,008930 (한미사이언스)
007070,5.27,34.52,007070 (GS리테일)
012750,4.45,26.85,012750 (에스원)
002790,11.86,39.97,002790 (아모레G)
018880,10.89,39.78,018880 (한온시스템)
030000,7.63,32.21,030000 (제일기획)
028670,-11.93,52.75,028670 (팬오션)
102110,6.76,17.77,102110 (TIGER 200)
282330,-1.66,36.77,282330 (BGF리테일)
383220,-6.42,44.0,383220 (F&F)
000990,28.37,51.45,000990 (DB하이텍)
009420,34.73,56.01,009420 (한올바이오파마)
051600,6.83,36.62,051600 (한전KPS)
008770,13.06,37.51,008770 (호텔신라)
481050,3.71,0.14,481050 (KODEX 1년은행양도성예금증서+액티브(합성))
026960,8.64,28.91,026960 (동서)
455890,4.37,0.23,455890 (RISE 머니마켓액티브)
006280,10.3,40.17,006280 (녹십자)
278470,-37.88,74.05,278470 (에이피알)
014680,27.82,37.72,014680 (한솔케미칼)
012510,25.54,49.3,012510 (더존비즈온)
111770,17.62,39.73,111770 (영원무역)
204320,8.64,43.42,204320 (HL만도)
139480,-4.89,32.27,139480 (이마트)
047040,-1.03,38.34,047040 (대우건설)
023530,-6.33,32.63,023530 (롯데쇼핑)
017800,16.09,50.24,017800 (현대엘리베이)
006360,-2.67,41.62,006360 (GS건설)
007310,12.46,30.98,007310 (오뚜기)
470260,4.78,0.33,470260 (TIGER 24-12 금융채(AA-이상))
137310,-31.07,54.86,137310 (에스디바이오센서)
185750,18.9,43.91,185750 (종근당)
161890,18.34,40.81,161890 (한국콜마)
018670,14.91,31.71,018670 (SK가스)
371460,-6.4,32.92,371460 (TIGER 차이나전기차SOLACTIVE)
005850,26.36,45.41,005850 (에스엘)
379800,17.38,14.52,379800 (KODEX 미국S&P500TR)
020150,22.45,52.13,020150 (롯데에너지머티리얼즈)
000240,9.49,38.23,000240 (한국앤컴퍼니)
192820,20.19,47.68,192820 (코스맥스)
453850,-5.6,15.9,453850 (ACE 미국30년국채액티브(H))
103140,14.9,38.99,103140 (풍산)
042670,6.93,47.75,042670 (HD현대인프라코어)
233740,13.61,53.42,233740 (KODEX 코스닥150레버리지)
051915,14.03,38.13,051915 (LG화학우)
280360,1.14,29.45,280360 (롯데웰푸드)
069620,18.71,45.83,069620 (대웅제약)
294870,-9.31,43.45,294870 (HDC현대산업개발)
214980,1.83,0.19,214980 (KODEX 단기채권PLUS)
082640,2.62,34.2,082640 (동양생명)
004170,-0.03,35.39,004170 (신세계)
000080,-0.43,29.59,000080 (하이트진로)
062040,-84.34,120.12,062040 (산일전기)
010060,5.46,48.06,010060 (OCI홀딩스)
395400,-1.7,22.07,395400 (SK리츠)
003690,5.03,27.23,003690 (코리안리)
139130,-1.4,28.93,139130 (DGB금융지주)
009410,5.72,36.21,009410 (태영건설)
009240,22.4,42.97,009240 (한샘)
011210,6.51,43.2,011210 (현대위아)
073240,5.0,46.79,073240 (금호타이어)
005300,8.16,29.67,005300 (롯데칠성)
298050,22.73,46.65,298050 (효성첨단소재)
003090,25.2,48.33,003090 (대웅)
385540,1.81,4.34,385540 (RISE 종합채권(A-이상)액티브)
102780,7.39,19.03,102780 (KODEX 삼성그룹)
298020,14.12,46.24,298020 (효성티앤씨)
