Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
79,000300,대유플러스,241.0,347.59,31.91,241.0,239.89,5,120,14,34,54,1.0,10.0,-1.2,53.65
80,570091,한투 인버스 유로스탁스50 ETN(H) C,8750.0,166.81,35.63,8503.0,8339.33,5,120,14,39,54,1.0,10.0,-7.81,12.71
82,458250,TIGER 미국30년국채스트립액티브(합성 H),45790.0,123.06,44.18,44527.0,43432.54,5,120,14,49,54,1.0,10.0,-6.44,25.48
88,570092,한투 인버스 2X 유로스탁스50 ETN(H) B,14375.0,107.86,32.39,13600.0,12933.58,5,60,14,44,64,1.0,10.0,-17.42,25.43
16,580019,KB 인버스 2X 항셍테크 선물 ETN,14120.0,73.65,48.98,13569.0,12046.83,5,60,14,49,54,1.0,10.0,63.61,83.21
60,009580,무림P&P,3110.0,42.79,39.83,3154.0,3118.42,5,120,14,44,54,1.0,10.0,6.6,33.98
60,004800,효성,43250.0,14.84,40.99,46130.0,45778.46,5,120,14,44,54,1.0,10.0,7.86,36.82
82,275750,RISE 코스닥150선물인버스,3855.0,10.91,43.38,3750.0,3608.83,5,120,14,49,54,1.0,10.0,-9.19,29.02
82,251340,KODEX 코스닥150선물인버스,3745.0,10.74,43.83,3645.0,3505.08,5,120,14,49,54,1.0,10.0,-8.07,28.08
78,139480,이마트,61700.0,10.51,31.72,60120.0,59305.0,5,60,14,34,54,1.0,10.0,-4.68,32.18
82,250780,TIGER 코스닥150선물인버스,3825.0,10.47,43.74,3719.0,3572.25,5,120,14,49,54,1.0,10.0,-7.81,28.02
36,023450,동남합성,33050.0,1.39,35.97,32880.0,31950.0,5,120,14,39,54,1.0,10.0,22.84,40.58
82,402460,HANARO Fn K-메타버스MZ,7115.0,0.76,44.02,7217.0,7202.73,5,120,14,49,54,1.0,10.0,-8.77,23.65
82,414270,ACE G2전기차&자율주행액티브,8125.0,-1.85,47.39,8465.0,8345.33,5,120,14,49,54,1.0,10.0,-5.32,25.94
60,034830,한국토지신탁,1032.0,-2.92,30.4,1038.0,1031.45,5,120,14,44,54,1.0,10.0,6.44,34.42
60,007070,GS리테일,22450.0,-5.27,38.16,21460.0,20964.0,5,120,14,44,54,1.0,10.0,6.14,34.5
71,304660,KODEX 미국30년국채울트라선물(H),8270.0,-9.18,42.08,8108.0,7938.0,5,60,14,44,54,1.0,10.0,-1.87,16.28
82,399580,RISE 글로벌클린에너지,6985.0,-18.36,39.36,7054.0,7036.75,5,120,14,49,54,1.0,10.0,-9.26,25.62
