Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
63,425290,삼성스팩6호,2405.0,114.77,35.07,2395.0,2252.5,5,120,14,39,54,1.0,10.0,-17.15,62.65
12,060260,뉴보텍,2845.0,92.34,30.16,937.8,520.37,5,60,14,34,54,1.0,10.0,66.28,151.15
51,451700,엔에이치스팩29호,2020.0,57.19,48.25,2020.0,2013.92,5,60,14,49,54,1.0,10.0,-0.35,4.47
49,078020,LS증권,4715.0,27.11,47.23,4861.0,4812.96,5,120,14,49,54,1.0,10.0,1.5,26.35
36,143160,아이디스,16510.0,25.67,40.0,16620.0,16385.67,5,60,14,44,54,1.0,10.0,15.23,46.27
36,200130,콜마비앤에이치,16300.0,19.02,40.1,16968.0,16639.67,5,60,14,44,54,1.0,10.0,14.79,44.34
36,032190,다우데이타,11470.0,17.66,43.24,11598.0,11530.67,5,60,14,44,54,1.0,10.0,20.13,44.91
54,049470,SGA,490.0,11.07,36.75,490.0,488.92,5,120,14,39,54,1.0,10.0,1.47,52.53
51,415580,상상인제3호스팩,2110.0,2.51,48.67,2109.0,2107.5,5,60,14,49,54,1.0,10.0,-0.35,9.92
25,096530,씨젠,22800.0,0.54,40.7,21930.0,21222.5,5,60,14,49,54,1.0,10.0,31.73,56.3
36,143240,사람인,17830.0,-6.48,35.94,18020.0,17994.33,5,60,14,44,54,1.0,10.0,15.72,45.72
49,018120,진로발효,16170.0,-7.39,37.11,16222.0,15269.08,5,120,14,49,54,1.0,10.0,2.35,18.5
49,221980,케이디켐,12950.0,-7.49,47.35,12892.0,12526.0,5,120,14,49,54,1.0,10.0,4.26,27.7
42,097780,에코볼트,1037.0,-7.89,31.87,1059.6,1023.32,5,120,14,34,54,1.0,10.0,13.26,59.24
39,065420,에스아이리소스,243.0,-16.09,27.7,269.4,214.1,5,60,14,34,54,1.0,10.0,15.68,64.47
50,053950,경남제약,1201.0,-19.85,28.44,1118.4,1079.0,5,60,14,34,54,1.0,10.0,6.73,61.86
63,348150,고바이오랩,8240.0,-20.89,36.35,8108.0,7927.33,5,120,14,39,54,1.0,10.0,-16.6,62.07
63,263050,유틸렉스,3115.0,-21.4,37.5,2999.0,2387.5,5,120,14,39,54,1.0,10.0,-13.46,67.97
63,291650,압타머사이언스,3295.0,-29.31,37.44,3174.0,2951.96,5,120,14,39,54,1.0,10.0,-16.39,64.62
54,225430,케이엠제약,867.0,-38.05,35.23,861.8,850.91,5,120,14,39,54,1.0,10.0,2.74,55.02
40,095700,제넥신,6870.0,-44.0,29.84,7050.0,6893.33,5,60,14,34,54,1.0,10.0,15.67,53.64
37,247660,나노씨엠에스,10840.0,-47.14,41.75,11250.0,10123.42,5,120,14,49,59,1.0,10.0,13.93,88.91
42,069140,누리플랜,1582.0,-98.39,33.12,1603.8,1598.28,5,120,14,34,54,1.0,10.0,7.57,58.14
