Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
18,FMC,FMC,62.19,39.59,35.29,60.53,59.13,5,120,14,39,54,1.0,10.0,11.68,31.01
6,PODD.O,인슐릿,196.45,37.84,46.08,194.73,182.12,5,120,14,49,54,1.0,10.0,30.13,40.96
15,CMCSA.O,컴캐스트,39.9,35.01,48.92,40.58,40.03,5,120,14,49,54,1.0,10.0,14.34,24.15
15,HSY,허쉬,199.08,23.31,47.6,196.54,192.71,5,120,14,49,54,1.0,10.0,12.38,20.03
15,HSIC.O,헨리 셰인,71.02,19.76,48.68,71.93,71.39,5,120,14,49,54,1.0,10.0,12.02,24.12
15,BDX,벡톤 디킨슨 앤 코,241.87,9.34,48.17,239.7,236.09,5,120,14,49,54,1.0,10.0,11.52,20.44
18,TECH.O,바이오-테크네,80.17,-4.01,37.34,81.16,73.8,5,120,14,39,54,1.0,10.0,10.92,33.8
8,MKTX.O,마켓액세스 홀딩스,234.63,-4.13,43.82,225.33,208.4,5,60,14,44,54,1.0,10.0,28.23,32.97
15,CCI,크라운 캐슬,115.21,-14.62,44.8,111.03,102.03,5,120,14,49,54,1.0,10.0,11.18,23.52
5,PAYC.K,페이콤 소프트웨어,164.31,-25.22,38.28,165.64,156.27,5,60,14,39,54,1.0,10.0,40.32,46.44
