Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
95,ONMD.O,원메드넷,1.24,283.52,27.95,1.32,1.14,5,60,14,29,54,1.0,10.0,39.41,178.21
129,CCLDO.O,케어 클라우드 우선주 시리즈 B 8.75%,10.18,121.02,35.24,10.18,8.46,5,120,14,39,54,1.0,10.0,-3.31,66.91
91,ZAPP.O,잽 일렉트릭 비이클스 그룹,9.03,106.25,15.65,9.58,4.71,5,60,14,29,59,1.0,10.0,29.8,210.1
78,VMD.O,비메드 헬스케어,6.9,51.95,47.75,7.06,6.95,5,60,14,49,59,1.0,10.0,46.52,59.73
120,AUID.O,오스아이디,8.54,51.35,37.2,9.16,8.81,5,120,14,44,54,1.0,10.0,-1.83,114.15
98,IAC.O,IAC,46.98,46.75,43.94,50.63,50.01,5,60,14,44,54,1.0,10.0,18.89,39.23
93,EXTR.O,익스트림 네트웍스,13.07,45.46,47.48,13.82,12.04,5,120,14,49,54,1.0,10.0,28.94,52.54
89,PODD.O,인슐릿,196.45,37.84,46.08,194.73,182.12,5,120,14,49,54,1.0,10.0,30.13,40.96
93,FLWS.O,1-800 플라워스닷컴,9.26,25.66,47.39,9.9,9.71,5,120,14,49,54,1.0,10.0,26.38,51.59
121,GSUN.O,골든 선 헬스 테크놀로지 그룹,7.6,21.16,32.14,7.68,6.06,5,120,14,34,64,1.0,10.0,18.24,193.63
93,MGPI.O,MGP 인그리디언츠,85.1,15.31,45.72,82.71,79.71,5,120,14,49,54,1.0,10.0,33.19,46.21
133,CSLR.O,컴플리트 솔라리아,1.2,13.3,24.47,1.29,1.06,5,120,14,29,69,1.0,10.0,-9.32,109.54
98,JAZZ.O,재즈 파마슈티컬스,113.26,9.55,39.55,112.25,108.13,5,60,14,44,54,1.0,10.0,27.97,36.2
93,PTSI.O,PAM 트랜스포테이션 서비시스,17.46,4.01,47.71,19.72,17.02,5,120,14,49,54,1.0,10.0,27.51,52.3
107,SSRM.O,SSR 마이닝,4.805,2.05,33.52,5.24,5.09,5,60,14,34,54,1.0,10.0,6.67,54.15
21,XELB.O,엑셀 브랜즈,0.681,0.26,43.09,0.7,0.68,5,60,14,49,64,1.0,10.0,283.36,204.09
93,LITE.O,루멘텀 홀딩스,44.33,-1.24,46.33,48.99,47.97,5,120,14,49,54,1.0,10.0,25.85,49.53
98,ACHC.O,아카디아 헬스케어,72.37,-2.77,42.85,68.84,67.37,5,60,14,44,54,1.0,10.0,26.25,41.63
78,BGNE.O,베이진 ADR,163.23,-3.34,45.78,162.0,156.81,5,60,14,49,59,1.0,10.0,44.64,57.96
90,RLMD.O,렐마다 테라퓨틱스,3.6,-5.26,40.89,3.75,3.4,5,60,14,44,64,1.0,10.0,31.19,104.38
70,KZIA.O,카지아 테라퓨틱스 ADR,0.322,-6.1,33.75,0.36,0.32,5,120,14,34,54,1.0,10.0,73.82,148.37
93,TTGT.O,테크타겟,31.01,-6.58,42.07,31.81,30.74,5,120,14,49,54,1.0,10.0,25.16,45.43
140,HIVE.O,하이브 디지털 테크놀로지스,3.06,-6.9,44.9,3.47,3.18,5,120,14,49,54,1.0,10.0,-9.35,94.75
98,JOUT.O,존슨 아웃도어스,40.54,-10.34,38.11,41.5,36.47,5,60,14,44,54,1.0,10.0,19.88,40.76
140,BDSX.O,바이오데식스,1.62,-13.08,38.39,1.66,1.49,5,120,14,49,54,1.0,10.0,-9.41,95.62
140,SHCR.O,쉐어케어,1.375,-17.83,40.54,1.37,0.97,5,120,14,49,54,1.0,10.0,-19.79,91.97
90,CLIR.O,클리어사인 테크놀로지스,0.76,-18.0,43.56,0.83,0.81,5,60,14,44,64,1.0,10.0,31.86,102.54
