Cluster,Symbol,Name,Return,Std Dev
0,465610,ACE 미국빅테크TOP7 Plus레버리지(합성),127.89,53.6
1,473490,KOSEF 글로벌AI반도체,95.95,40.21
1,461910,PLUS 미국테크TOP10레버리지(합성),103.9,42.7
2,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,76.93,31.03
2,456600,TIMEFOLIO 글로벌AI인공지능액티브,75.36,28.48
2,484880,SOL 금융지주플러스고배당,82.7,33.93
2,469060,RISE 미국반도체NYSE,74.63,35.09
2,473640,HANARO 글로벌금채굴기업,82.3,30.89
3,423920,TIGER 미국필라델피아반도체레버리지(합성),71.99,63.75
4,466920,SOL 조선TOP3플러스,60.44,36.95
4,449450,PLUS K방산,63.57,30.3
4,480020,ACE 미국빅테크7+ 15%프리미엄분배(합성),63.74,36.02
4,476070,KODEX 글로벌비만치료제TOP2 Plus,69.61,30.09
4,465350,RISE 2차전지TOP10인버스(합성),66.93,48.4
4,469150,ACE AI반도체포커스,61.84,38.1
4,453820,KODEX 인도Nifty50레버리지(합성),67.56,45.97
4,475070,KoAct 글로벌기후테크인프라액티브,58.78,33.68
4,469050,RISE 미국반도체NYSE(H),69.01,37.42
4,473590,ACE 미국주식베스트셀러,68.98,32.4
4,464060,HANARO 글로벌반도체TOP10 SOLACTIVE,65.9,34.35
5,465580,ACE 미국빅테크TOP7 Plus,52.78,26.36
5,474220,TIGER 미국테크TOP10+10%프리미엄,53.1,24.41
5,466940,TIGER 은행고배당플러스TOP10,57.7,27.24
5,472160,TIGER 미국테크TOP10 INDXX(H),57.08,27.6
5,466950,TIGER 글로벌AI액티브,57.15,32.29
5,448540,ACE 엔비디아채권혼합블룸버그,55.65,19.43
5,453950,TIGER TSMC밸류체인FACTSET,47.97,28.34
5,461340,HANARO 글로벌생성형AI액티브,44.93,26.08
5,461900,PLUS 미국테크TOP10,46.38,21.53
5,481340,RISE 미국30년국채액티브,52.31,17.6
5,473460,KODEX 미국서학개미,55.51,28.97
5,446690,KODEX 아시아AI반도체exChina액티브,51.12,26.84
6,390390,KODEX 미국반도체MV,36.21,30.79
6,481190,SOL 미국테크TOP10,37.1,34.04
6,442320,RISE 글로벌원자력,39.49,29.86
6,480040,ACE 미국반도체15%프리미엄분배(합성),46.96,41.73
6,418660,TIGER 미국나스닥100레버리지(합성),47.5,46.05
6,465660,TIGER 일본반도체FACTSET,43.15,36.0
6,464920,PLUS 일본반도체소부장,39.43,30.65
6,471040,KoAct 글로벌AI&로봇액티브,42.34,27.42
6,479850,HANARO K-뷰티,47.25,37.3
6,467540,KOSEF 코스닥글로벌,42.47,33.89
6,442580,PLUS 글로벌HBM반도체,48.22,31.24
7,449190,KODEX 미국나스닥100(H),31.42,19.5
7,484790,KODEX 미국30년국채액티브(H),31.05,17.6
7,476690,TIGER 글로벌비만치료제TOP2Plus,40.59,19.81
7,448300,TIGER 미국나스닥100TR(H),32.08,20.21
7,479730,TIGER 인도빌리언컨슈머,36.96,18.89
7,464930,TIGER 글로벌혁신블루칩TOP10,37.42,19.97
7,426030,TIMEFOLIO 미국나스닥100액티브,37.8,24.35
7,441800,TIMEFOLIO Korea플러스배당액티브,30.35,18.11
7,423170,SOL 한국형글로벌반도체액티브,36.11,26.76
7,453080,KOSEF 미국나스닥100(H),39.46,18.49
7,475350,RISE 버크셔포트폴리오TOP10,33.93,16.07
7,426020,TIMEFOLIO 미국S&P500액티브,30.41,18.6
7,463680,KODEX 미국S&P500테크놀로지,31.08,20.79
7,463690,KODEX 미국S&P500커뮤니케이션,34.28,16.14
7,459790,히어로즈 미국성장기업30액티브,32.08,17.84
7,477490,에셋플러스 글로벌일등기업포커스10액티브,33.14,18.17
7,426410,PLUS 미국대체투자Top10,31.14,23.81
8,453870,TIGER 인도니프티50,28.66,13.29
8,453810,KODEX 인도Nifty50,29.49,13.72
8,481060,KODEX 미국30년국채+12%프리미엄(합성 H),32.61,12.57
8,472170,TIGER 미국테크TOP10채권혼합,32.73,12.99
8,449770,KOSEF 미국S&P500,31.66,12.24
8,453650,KODEX 미국S&P500금융,32.08,15.43
8,478150,TIMEFOLIO 글로벌우주테크&방산액티브,29.46,17.8
8,480460,WOORI 한국부동산TOP3플러스,26.88,12.0
8,471460,히어로즈 국고채30년액티브,33.65,10.26
9,381170,TIGER 미국테크TOP10 INDXX,27.02,24.58
9,381180,TIGER 미국필라델피아반도체나스닥,25.88,30.47
9,314250,KODEX 미국빅테크10(H),33.99,30.15
9,466930,SOL 자동차TOP3플러스,22.23,27.7
9,462900,KoAct 바이오헬스케어액티브,28.44,31.43
9,236350,TIGER 인도니프티50레버리지(합성),25.96,32.31
9,225040,TIGER 미국S&P500레버리지(합성 H),23.35,33.69
9,441540,HANARO Fn조선해운,23.46,30.51
9,385510,KODEX K-신재생에너지액티브,23.71,29.41
9,454320,HANARO CAPEX설비투자iSelect,29.16,30.83
9,434730,HANARO 원자력iSelect,28.23,30.15
9,469160,ACE 일본반도체,27.0,28.04
9,445150,KODEX K-친환경선박액티브,21.28,27.06
9,287180,PLUS 미국나스닥테크,23.5,25.51
9,450910,SOL 코스닥150,22.8,31.08
9,433500,ACE 원자력테마딥서치,21.76,27.16
9,481180,SOL 미국AI소프트웨어,22.8,27.94
9,461450,KODEX 코스닥글로벌,21.3,32.04
9,459560,KODEX 테슬라밸류체인FactSet,22.41,26.22
9,461580,TIGER 코스닥글로벌,25.02,33.74
10,305540,TIGER 2차전지테마,19.98,36.6
10,455850,SOL AI반도체소부장,31.16,35.37
10,483280,KODEX 미국AI테크TOP10+15%프리미엄,22.09,37.85
10,471990,KODEX AI반도체핵심장비,19.64,44.07
10,463050,TIMEFOLIO K바이오액티브,22.49,36.54
10,243880,TIGER 200IT레버리지,29.32,44.21
10,196030,ACE 일본TOPIX레버리지(H),22.28,37.53
10,475310,SOL 반도체후공정,24.37,46.26
10,459370,SOL 유럽탄소배출권선물인버스ICE(H),24.59,36.96
