Cluster,Symbol,Name,Return,Std Dev
0,257720,실리콘투,210.47,85.93
1,107640,한중엔시에스,132.67,110.0
1,304360,에스바이오메딕스,148.44,100.27
1,396470,워트,138.75,101.61
2,310210,보로노이,127.29,79.85
2,372320,큐로셀,120.0,84.94
2,425420,티에프이,131.24,81.55
3,101360,에코앤드림,107.82,100.58
3,211050,인카금융서비스,111.7,105.45
3,222160,NPX,120.41,104.18
4,247540,에코프로비엠,88.9,60.66
4,196170,알테오젠,104.22,68.91
4,277810,레인보우로보틱스,101.16,69.17
4,403870,HPSP,103.75,68.04
4,114840,아이패밀리에스씨,98.52,61.59
5,457550,우진엔텍,96.54,134.05
6,159910,스킨앤스킨,84.31,260.68
7,348370,엔켐,90.84,78.28
7,328130,루닛,85.38,79.49
7,007390,네이처셀,73.71,84.96
7,199800,툴젠,83.53,73.15
7,399720,가온칩스,75.78,81.57
7,058970,엠로,74.23,74.22
7,394280,오픈엣지테크놀로지,77.54,83.16
8,323990,박셀바이오,75.22,92.0
8,445090,에이직랜드,71.73,105.74
8,270660,에브리봇,81.01,97.73
8,388870,파로스아이바이오,81.57,97.8
8,366030,공구우먼,72.86,93.05
8,373200,엑스플러스,71.32,99.64
8,189330,씨이랩,72.58,92.05
8,032685,소프트센우,69.88,88.2
9,058450,한주에이알티,69.78,177.81
10,086520,에코프로,60.4,58.46
10,000250,삼천당제약,56.96,56.67
10,140860,파크시스템스,59.35,45.7
10,281740,레이크머티리얼즈,63.69,56.28
10,352480,씨앤씨인터내셔널,78.78,57.1
11,028300,HLB,71.25,74.04
11,067630,HLB생명과학,54.25,75.93
11,041190,우리기술투자,55.1,69.32
11,323280,태성,62.46,67.55
11,397030,에이프릴바이오,70.68,70.78
11,094360,칩스앤미디어,61.92,63.8
11,126340,비나텍,64.1,70.83
11,277880,티에스아이,67.55,72.93
11,353810,이지바이오,68.31,65.39
11,436610,한국제11호스팩,60.6,67.25
12,109960,AP헬스케어,54.39,147.72
12,060260,뉴보텍,62.53,151.08
13,290690,소룩스,64.4,92.44
13,389020,자람테크놀로지,51.79,95.44
13,448710,코츠테크놀로지,52.09,86.51
13,260970,에스앤디,59.29,82.51
13,393210,토마토시스템,55.08,86.0
13,383930,디티앤씨알오,50.61,95.96
13,234100,폴라리스세원,52.52,95.96
13,221800,유투바이오,47.58,95.48
13,210120,빅텐츠,60.1,98.67
14,425040,티이엠씨,52.23,108.98
14,198940,한주라이트메탈,45.03,101.96
14,148780,비큐AI,57.0,108.19
15,141080,리가켐바이오,47.11,59.59
15,039200,오스코텍,48.98,64.79
15,298380,에이비엘바이오,43.09,66.16
15,033100,제룡전기,48.04,59.29
15,317330,덕산테코피아,48.23,63.99
15,253590,네오셈,54.45,59.62
15,179900,유티아이,49.19,61.43
15,122640,예스티,50.26,65.48
15,368770,파이버프로,44.91,65.07
15,173130,오파스넷,50.15,60.15
16,214150,클래시스,46.41,49.24
16,078600,대주전자재료,41.05,55.05
16,232140,와이씨,48.2,55.63
16,137400,피엔티,40.76,52.65
16,095340,ISC,41.22,52.96
16,319660,피에스케이,42.74,52.0
16,166090,하나머티리얼즈,44.61,53.12
16,036810,에프에스티,42.11,56.49
16,340570,티앤엘,45.67,50.39
16,335890,비올,51.92,46.83
16,039440,에스티아이,47.33,56.1
16,089890,코세스,40.75,56.57
17,087010,펩트론,41.55,68.33
17,047920,HLB제약,47.66,71.22
17,048410,현대바이오,37.71,75.76
17,064550,바이오니아,42.86,69.11
17,383310,에코프로에이치엔,43.44,79.76
17,256840,한국비엔씨,48.48,70.49
17,372170,윤성에프앤씨,47.08,71.76
17,171090,선익시스템,40.68,70.18
17,205470,휴마시스,52.43,76.89
17,360070,탑머티리얼,41.8,77.17
17,174900,앱클론,36.4,74.64
17,052020,에스티큐브,41.15,76.78
17,307750,국전약품,45.51,68.51
17,024850,HLB이노베이션,39.62,73.36
17,348340,뉴로메카,41.85,76.45
17,254490,미래반도체,35.67,75.53
17,322510,제이엘케이,45.84,75.28
17,032300,한국파마,37.02,78.44
17,109610,에스와이,43.72,71.83
17,405100,큐알티,41.11,72.97
17,093640,케이알엠,40.1,70.21
17,297090,씨에스베어링,39.11,69.5
17,220260,켐트로스,43.56,77.68
17,417500,제이아이테크,48.28,73.3
17,109820,진매트릭스,35.99,73.24
17,232680,라온테크,48.61,80.26
17,219420,링크제니시스,45.81,75.17
17,094940,푸른기술,37.45,69.55
18,051980,중앙첨단소재,38.88,81.31
18,294090,이오플로우,45.96,83.35
18,064090,웨스트라이즈,35.74,90.65
18,016790,현대사료,43.8,90.14
18,402030,코난테크놀로지,39.85,87.64
18,253840,수젠텍,45.09,89.06
18,389470,인벤티지랩,41.6,86.62
18,388050,지투파워,41.33,88.31
18,200350,래몽래인,43.47,90.59
18,241820,피씨엘,35.42,84.92
18,356680,엑스게이트,40.41,94.42
18,388790,라이콤,36.03,82.32
18,323350,다원넥스뷰,39.51,88.83
18,376180,피코그램,46.41,94.46
18,197140,디지캡,45.91,90.83
19,225570,넥슨게임즈,31.68,62.72
19,065350,신성델타테크,39.46,59.62
19,018290,브이티,35.49,62.32
19,121600,나노신소재,39.17,58.13
19,009520,포스코엠텍,36.56,57.24
19,080220,제주반도체,39.58,60.62
19,025980,아난티,37.62,62.5
19,314930,바이오다인,40.65,63.03
19,206650,유바이오로직스,37.06,64.13
19,059090,미코,34.22,58.28
19,094170,동운아나텍,40.24,62.32
19,216080,제테마,38.86,63.35
19,024060,흥구석유,37.32,62.51
19,200710,에이디테크놀로지,35.68,62.0
19,255220,SG,35.55,66.55
19,033790,스카이문스테크놀로지,35.16,65.44
19,263720,디앤씨미디어,33.63,59.7
19,299900,위지윅스튜디오,36.62,63.18
19,357550,석경에이티,40.84,61.9
19,290550,디케이티,37.68,60.84
19,270520,지오릿에너지,39.59,66.04
19,005860,한일사료,31.79,62.92
19,079810,디이엔티,33.65,61.03
19,030960,양지사,35.47,61.96
19,093520,매커스,39.31,59.78
19,147830,제룡산업,38.97,61.8
19,000440,중앙에너비스,37.68,59.72
19,021080,에이티넘인베스트,35.03,63.94
19,186230,그린플러스,42.09,65.84
19,256940,케이피에스,35.89,64.46
19,014470,부방,34.43,62.91
19,041920,메디아나,33.92,64.76
19,091440,한울소재과학,35.42,65.19
19,064850,에프앤가이드,33.74,60.19
19,009780,엠에스씨,35.87,57.0
19,036120,SCI평가정보,38.33,66.97
19,053160,프리엠스,33.13,62.43
19,045340,토탈소프트,32.97,64.57
20,145020,휴젤,35.87,49.67
20,068760,셀트리온제약,34.31,55.26
20,039030,이오테크닉스,33.22,50.69
20,089030,테크윙,35.63,47.55
20,035900,JYP Ent.,38.15,51.84
20,041510,에스엠,37.65,51.01
20,178320,서진시스템,30.91,47.68
20,086900,메디톡스,36.7,54.26
20,064760,티씨케이,33.03,47.94
20,084370,유진테크,31.86,47.97
20,067160,SOOP,37.34,55.65
20,031980,피에스케이홀딩스,31.22,49.3
20,074600,원익QnC,36.84,45.99
20,222080,씨아이에스,36.43,54.05
20,183300,코미코,32.37,47.87
20,131970,두산테스나,33.4,51.11
20,189300,인텔리안테크,33.44,51.17
20,348210,넥스틴,37.17,47.65
20,091120,이엠텍,31.71,49.98
20,079370,제우스,35.01,48.8
20,290650,엘앤씨바이오,30.57,52.54
20,041830,인바디,31.22,50.73
20,083450,GST,38.71,49.23
20,093320,케이아이엔엑스,33.38,49.57
20,060250,NHN KCP,30.92,49.4
20,036200,유니셈,33.06,52.41
20,264850,이랜시스,30.61,52.2
20,092070,디엔에프,30.62,51.56
21,058470,리노공업,33.84,35.64
21,287410,제이시스메디칼,38.51,41.33
21,098460,고영,29.72,43.35
21,336570,원텍,32.04,44.07
21,023910,대한약품,26.54,40.91
21,049720,고려신용정보,28.96,34.25
22,416180,신성에스티,21.55,100.92
22,365330,에스와이스틸텍,37.65,97.91
22,123010,아이윈플러스,37.68,102.11
22,232830,시큐센,31.98,93.75
22,019570,플루토스,28.18,90.37
22,084440,유비온,31.12,93.59
23,101000,KS인더스트리,26.19,113.06
23,076610,해성옵틱스,29.54,131.47
23,050090,비케이홀딩스,33.05,121.28
24,112040,위메이드,28.9,63.74
24,115450,HLB테라퓨틱스,25.23,67.61
24,053030,바이넥스,29.76,63.15
24,358570,지아이이노베이션,30.48,69.56
24,338220,뷰노,27.01,70.09
24,220100,퓨쳐켐,31.35,67.38
24,036620,감성코퍼레이션,29.94,64.7
24,388720,유일로보틱스,27.06,69.63
24,094480,갤럭시아머니트리,29.58,66.79
24,150840,인트로메딕,34.99,68.54
24,203400,에이비온,27.64,67.63
24,305090,마이크로디지탈,31.57,70.16
24,138610,나이벡,29.54,67.31
24,090710,휴림로봇,25.93,67.39
24,101670,하이드로리튬,26.62,67.17
24,117730,티로보틱스,29.66,63.34
24,025950,동신건설,31.94,67.69
24,112290,와이씨켐,26.53,70.01
24,214260,라파스,28.3,70.48
24,156100,엘앤케이바이오,27.35,63.35
24,362320,청담글로벌,27.13,71.96
24,051160,지어소프트,32.78,66.53
24,285490,노바텍,32.11,64.52
24,065450,빅텍,29.2,65.51
24,246710,티앤알바이오팹,28.28,70.63
24,149980,하이로닉,27.77,67.07
24,085670,뉴프렉스,29.51,65.03
24,040350,크레오에스지,28.35,68.81
24,066790,씨씨에스,25.87,71.76
24,207760,미스터블루,28.67,63.52
24,419080,엔젯,27.25,66.22
24,226400,오스테오닉,30.11,69.43
24,311320,지오엘리먼트,30.17,69.41
24,180400,DXVX,30.06,65.98
24,302550,리메드,25.42,65.2
24,067370,선바이오,32.33,68.46
24,218150,미래생명자원,30.38,72.58
24,033310,엠투엔,29.21,65.53
24,014200,광림,27.57,68.01
24,250060,모비스,30.29,68.69
24,027830,대성창투,30.27,63.35
