Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
130,TSL.O,GraniteShares 1.25x Long TSLA Daily ETF,9.84,4620.97,36.45,10.38,7.44,5,120,14,44,54,1.0,10.0,-16.33,74.25
158,EVAV.K,Direxion Daily Electric & Autonms Vhcls Bl 2X Shs,20.075,1717.69,28.73,22.34,17.83,5,60,14,29,54,1.0,10.0,-57.74,92.54
70,PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,44.41,54.27,30.65,45.13,42.6,5,60,14,39,54,1.0,10.0,11.34,30.67
87,RFG,Invesco S&P MidCap 400 Pure Growth ETF,49.37,45.72,28.98,50.25,48.12,5,120,14,34,54,1.0,10.0,6.97,30.38
81,XLG,Invesco S&P 500 Top 50 ETF,45.81,45.33,27.04,46.64,44.31,5,60,14,29,54,1.0,10.0,7.86,29.46
52,PSI,Invesco Semiconductors ETF,59.13,36.28,43.88,62.81,60.0,5,60,14,49,54,1.0,10.0,19.76,34.31
80,PEY.O,Invesco High Yield Equity Dividend Achvrs ETF,20.94,34.71,48.74,20.92,20.03,5,60,14,49,54,1.0,10.0,8.7,17.47
81,RPG,Invesco S&P 500 Pure Growth ETF,36.95,33.47,27.29,37.8,36.32,5,60,14,29,54,1.0,10.0,8.81,29.53
68,RSPT.K,Invesco S&P 500 Eql Wght Technology ETF,36.5,32.36,27.89,37.5,34.9,5,120,14,34,54,1.0,10.0,11.41,32.22
70,PSCH.O,Invesco S&P SmallCap Health Care ETF,44.965,31.44,26.15,45.31,42.78,5,60,14,39,54,1.0,10.0,10.75,28.42
89,KNG,FT Vest S&P 500 Dividend Aristocrats Tgt Inc,51.84,29.58,48.7,51.99,51.41,5,60,14,49,54,1.0,10.0,6.04,18.39
52,PTF.O,Invesco Dorsey Wright Technology Momentum ETF,60.04,29.3,40.88,62.64,59.58,5,60,14,49,54,1.0,10.0,15.24,32.43
70,PSCT.O,Invesco S&P SmallCap Information Tech ETF,48.395,28.12,34.11,49.71,46.81,5,60,14,39,54,1.0,10.0,11.82,29.81
22,RETL.K,Direxion Daily Retail Bull 3X Shares,9.24,23.81,46.9,9.85,9.38,5,120,14,49,64,1.0,10.0,45.18,68.08
93,PRF,Invesco FTSE RAFI US 1000 ETF,39.01,20.56,26.5,39.33,37.49,5,120,14,39,54,1.0,10.0,5.98,27.4
93,BMVP.K,Invesco Bloomberg MVP Multi-Factor ETF,44.8845,20.53,31.63,45.28,43.71,5,120,14,39,54,1.0,10.0,6.49,25.85
88,RSPU.K,Invesco S&P 500 Eql Wght Utilities ETF,59.8119,19.51,34.07,59.68,59.36,5,60,14,44,54,1.0,10.0,4.93,22.11
82,CDC.O,VictoryShares US EQ Income Enh Vol Wtd Idx ETF,60.76,17.35,48.62,60.79,59.05,5,60,14,49,54,1.0,10.0,6.58,13.21
81,RSPH.K,Invesco S&P 500 Eql Wght Health Care ETF,30.6,17.15,22.5,30.71,30.31,5,60,14,29,54,1.0,10.0,7.6,29.49
109,FIAX.K,Nicholas Fixed Income Alternative ETF,19.47,16.94,35.85,19.49,19.35,5,120,14,39,54,1.0,10.0,-1.61,3.57
87,PRFZ.O,Invesco FTSE RAFI US 1500 Small Mid ETF,40.43,14.54,27.91,40.89,38.07,5,120,14,34,54,1.0,10.0,6.5,30.25
