Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
53,049180,셀루메드,1664.0,8598315.28,28.94,1618.6,1584.8,5,60,14,29,54,1.0,10.0,5.5,72.33
24,214260,라파스,26650.0,16775.92,35.29,26012.0,15007.67,5,120,14,39,74,1.0,10.0,38.14,70.17
57,215380,우정바이오,1445.0,334.66,26.43,1482.2,1412.88,5,60,14,29,64,1.0,10.0,-1.61,55.45
39,054670,대한뉴팜,10640.0,48.22,37.47,10390.0,8287.0,5,120,14,39,54,1.0,10.0,17.39,55.25
60,334970,프레스티지바이오로직스,5020.0,29.99,37.57,4656.0,4320.5,5,120,14,39,54,1.0,10.0,-11.23,63.38
48,294140,레몬,4785.0,29.0,43.38,4555.0,2519.23,5,120,14,49,54,1.0,10.0,18.2,85.83
39,054090,삼진엘앤디,1457.0,27.65,32.89,1474.2,1387.86,5,120,14,39,54,1.0,10.0,14.88,54.25
35,018680,서울제약,4020.0,25.35,31.41,4007.0,3450.46,5,120,14,34,59,1.0,10.0,19.5,58.17
39,102940,코오롱생명과학,22450.0,22.1,37.02,23280.0,22635.83,5,120,14,39,54,1.0,10.0,16.28,56.48
54,438580,엔에이치스팩25호,2350.0,17.93,43.47,2347.0,2314.33,5,60,14,49,54,1.0,10.0,5.36,11.15
23,086900,메디톡스,175300.0,12.62,44.91,161760.0,140551.67,5,60,14,49,54,1.0,10.0,35.42,54.12
38,036890,진성티이씨,9440.0,10.6,43.46,9514.0,9402.67,5,60,14,44,59,1.0,10.0,16.16,48.05
38,143240,사람인,18460.0,4.16,36.35,18498.0,17994.67,5,60,14,44,59,1.0,10.0,16.1,45.79
50,085910,네오티스,3485.0,-1.63,39.41,3488.0,3407.25,5,120,14,49,54,1.0,10.0,3.41,30.8
56,121440,골프존뉴딘홀딩스,3905.0,-3.52,37.5,3920.0,3863.0,5,120,14,39,69,1.0,10.0,-3.82,35.68
38,089600,나스미디어,18210.0,-5.51,35.82,17966.0,17755.83,5,60,14,44,59,1.0,10.0,15.91,46.2
54,018120,진로발효,15770.0,-7.04,33.19,15542.0,15108.83,5,60,14,49,54,1.0,10.0,2.18,18.5
50,221980,케이디켐,13000.0,-7.47,47.91,13018.0,12496.92,5,120,14,49,54,1.0,10.0,4.32,27.76
41,900100,애머릿지,1719.0,-9.0,26.98,1640.8,1347.4,5,60,14,39,59,1.0,10.0,10.16,76.99
45,065420,에스아이리소스,229.0,-10.52,17.53,227.4,213.03,5,60,14,34,64,1.0,10.0,14.72,63.79
23,290650,엘앤씨바이오,21200.0,-14.67,46.15,21570.0,21371.5,5,60,14,49,54,1.0,10.0,33.39,52.42
60,196450,코아시아씨엠,1529.0,-16.35,36.64,1525.8,1276.9,5,120,14,39,54,1.0,10.0,-5.29,62.73
60,092190,서울바이오시스,4235.0,-21.1,31.28,3749.0,3430.92,5,120,14,39,54,1.0,10.0,-5.34,59.74
60,03481K,해성산업1우,8600.0,-27.04,25.46,8720.0,8687.42,5,120,14,39,54,1.0,10.0,-9.21,60.85
60,303360,프로티아,3250.0,-28.57,37.13,3258.0,2990.79,5,120,14,39,54,1.0,10.0,-10.44,61.47
67,378800,샤페론,3100.0,-29.2,24.84,2386.8,1914.75,5,60,14,34,54,1.0,10.0,-23.07,83.4
48,304840,피플바이오,4400.0,-35.05,34.44,3833.0,3129.0,5,120,14,49,54,1.0,10.0,8.07,81.77
65,312610,에이에프더블류,1987.0,-39.83,30.3,2105.0,2083.93,5,120,14,34,54,1.0,10.0,-14.58,61.38
61,110790,크리스에프앤씨,8080.0,-60.79,28.03,8078.0,7910.58,5,120,14,34,79,1.0,10.0,-7.05,46.07
31,088290,이원컴포텍,1580.0,-70.75,28.61,1767.2,1430.23,5,60,14,34,59,1.0,10.0,26.75,68.0
