Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
136,GNTA.O,제넨타 사이언스 ADR,4.51,85311239285.33,29.1,4.01,3.28,5,60,14,34,54,1.0,10.0,-3.55,78.66
96,LEGN.O,레전드 바이오테크 ADR,58.74,16377626.58,43.6,56.37,52.02,5,120,14,44,54,1.0,10.0,28.49,52.96
118,FWRD.O,포워드 에어,25.26,181090.27,26.39,24.95,19.29,5,60,14,34,54,1.0,10.0,5.36,34.41
148,WBD.O,워너 브로스 디스커버리,8.67,58314.21,33.94,8.18,7.79,5,60,14,34,59,1.0,10.0,-26.68,54.43
87,ZAPP.O,잽 일렉트릭 비이클스 그룹,11.12,46555.95,8.3,13.16,4.31,5,120,14,29,74,1.0,10.0,38.36,210.89
129,PRVA.O,프리비아 헬스 그룹,19.17,38254.38,37.51,18.95,17.56,5,60,14,39,54,1.0,10.0,-2.62,56.2
140,BHRB.O,버크 & 허버트 뱅크 & 트러스트,58.81,33942.61,33.46,58.28,50.64,5,60,14,34,59,1.0,10.0,-17.08,40.45
152,LCID.O,루시드 그룹,3.5,2869.21,31.34,3.69,2.93,5,120,14,34,54,1.0,10.0,-28.02,85.02
144,MOND.O,몬디 홀딩스,2.72,1165.47,30.53,2.73,2.28,5,120,14,49,54,1.0,10.0,-18.08,89.11
98,QURE.O,유니큐어,7.74,526.76,31.52,8.47,5.36,5,120,14,34,54,1.0,10.0,24.17,76.74
132,CSLR.O,컴플리트 솔라리아,1.45,268.86,22.16,1.53,1.05,5,120,14,29,54,1.0,10.0,-4.32,109.95
152,ORGN.O,오리진 머터리얼즈,0.9225,242.62,32.16,0.99,0.77,5,120,14,34,54,1.0,10.0,-28.25,86.16
95,SILO.O,사일로 파마,2.46,192.29,22.44,2.33,1.65,5,120,14,34,54,1.0,10.0,31.47,129.91
92,ACRS.O,애클래리스 테라퓨틱스,1.32,189.97,31.11,1.33,1.2,5,120,14,39,54,1.0,10.0,35.23,110.18
38,NOVVR.O,Nova Vision Acquisition Rights,0.22,176.85,45.12,0.21,0.21,5,120,14,49,54,1.0,10.0,202.52,165.07
73,TSLA.O,테슬라,239.2,152.55,47.83,249.23,186.77,5,120,14,49,54,1.0,10.0,70.67,56.3
68,AEHR.O,에흐르 테스트 시스템즈,19.03,120.53,41.68,18.35,13.47,5,120,14,44,54,1.0,10.0,81.44,90.79
139,INCR.O,인터큐어,2.3,109.99,39.77,2.37,2.36,5,120,14,44,54,1.0,10.0,-13.99,67.26
152,PSHG.O,퍼포먼스 쉬핑,2.13,98.81,27.91,2.11,2.05,5,120,14,34,54,1.0,10.0,-28.55,94.82
101,VFF.O,빌리지 팜스 인터내셔널,1.08,92.77,38.74,1.08,1.06,5,120,14,39,54,1.0,10.0,23.83,66.57
123,SHYF.O,시프트그룹,11.78,92.69,39.53,11.73,11.57,5,120,14,44,54,1.0,10.0,5.01,50.5
3,WINVR.O,WinVest Acquisition Right,0.1485,65.72,48.15,0.14,0.08,5,60,14,49,54,1.0,10.0,544.39,216.66
123,CCLDP.O,케어 클라우드 우선주 시리즈 A 11%,8.7,61.35,32.7,8.73,7.41,5,120,14,44,54,1.0,10.0,3.09,50.53
106,MSEX.O,미들섹스 워터,61.93,52.5,36.36,61.11,52.95,5,120,14,44,54,1.0,10.0,14.5,28.43
