Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
26,458250,TIGER 미국30년국채스트립액티브(합성 H),45790.0,123.06,44.18,44527.0,43432.54,5,120,14,49,54,1.0,10.0,-6.44,25.48
26,275750,RISE 코스닥150선물인버스,3855.0,10.91,43.38,3750.0,3608.83,5,120,14,49,54,1.0,10.0,-9.19,29.02
26,251340,KODEX 코스닥150선물인버스,3745.0,10.74,43.83,3645.0,3505.08,5,120,14,49,54,1.0,10.0,-8.07,28.08
26,250780,TIGER 코스닥150선물인버스,3825.0,10.47,43.74,3719.0,3572.25,5,120,14,49,54,1.0,10.0,-7.81,28.02
26,445930,KOSEF 차이나A50커넥트레버리지MSCI(합성H),7585.0,6.28,43.74,7699.0,7654.46,5,120,14,49,54,1.0,10.0,-6.86,31.23
26,301410,PLUS 코스닥150선물인버스,5755.0,4.04,43.1,5620.0,5420.17,5,120,14,49,54,1.0,10.0,-5.35,28.89
26,402460,HANARO Fn K-메타버스MZ,7115.0,0.76,44.02,7217.0,7202.73,5,120,14,49,54,1.0,10.0,-8.77,23.65
26,414270,ACE G2전기차&자율주행액티브,8125.0,-1.85,47.39,8465.0,8345.33,5,120,14,49,54,1.0,10.0,-5.32,25.94
26,364990,TIGER 게임TOP10,5520.0,-6.7,43.42,5506.0,5310.9,5,120,14,49,54,1.0,10.0,-10.6,30.91
26,399580,RISE 글로벌클린에너지,6985.0,-18.36,39.36,7054.0,7036.75,5,120,14,49,54,1.0,10.0,-9.26,25.62
