Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
77,000300,대유플러스,241.0,347.59,31.91,241.0,239.89,5,120,14,34,54,1.0,10.0,-1.2,53.65
59,373530,PLUS 신흥국MSCI인버스(합성 H),11205.0,187.97,47.2,11011.0,10887.0,5,60,14,49,54,1.0,10.0,4.94,18.1
76,570091,한투 인버스 유로스탁스50 ETN(H) C,8750.0,166.81,35.63,8503.0,8339.33,5,120,14,39,54,1.0,10.0,-7.81,12.71
80,458250,TIGER 미국30년국채스트립액티브(합성 H),45790.0,123.06,44.18,44527.0,43432.54,5,120,14,49,54,1.0,10.0,-6.44,25.48
13,580019,KB 인버스 2X 항셍테크 선물 ETN,14120.0,73.65,48.98,13569.0,12046.83,5,60,14,49,54,1.0,10.0,63.61,83.21
55,034830,한국토지신탁,1032.0,13.82,30.4,1038.0,1020.03,5,60,14,34,54,1.0,10.0,6.44,34.42
80,275750,RISE 코스닥150선물인버스,3855.0,10.91,43.38,3750.0,3608.83,5,120,14,49,54,1.0,10.0,-9.19,29.02
80,251340,KODEX 코스닥150선물인버스,3745.0,10.74,43.83,3645.0,3505.08,5,120,14,49,54,1.0,10.0,-8.07,28.08
80,250780,TIGER 코스닥150선물인버스,3825.0,10.47,43.74,3719.0,3572.25,5,120,14,49,54,1.0,10.0,-7.81,28.02
80,301410,PLUS 코스닥150선물인버스,5755.0,4.04,43.1,5620.0,5420.17,5,120,14,49,54,1.0,10.0,-5.35,28.89
80,402460,HANARO Fn K-메타버스MZ,7115.0,0.76,44.02,7217.0,7202.73,5,120,14,49,54,1.0,10.0,-8.77,23.65
80,414270,ACE G2전기차&자율주행액티브,8125.0,-1.85,47.39,8465.0,8345.33,5,120,14,49,54,1.0,10.0,-5.32,25.94
53,026960,동서,18280.0,-2.21,43.89,18546.0,18474.83,5,120,14,44,59,1.0,10.0,8.82,28.91
59,580029,KB 인버스 KOSPI 200 선물 ETN,10615.0,-3.79,44.36,10311.0,10208.5,5,60,14,49,54,1.0,10.0,4.24,17.97
70,520038,미래에셋 인버스 코스피200 선물 ETN,10530.0,-9.74,43.49,10231.0,10150.25,5,60,14,44,54,1.0,10.0,3.9,17.67
70,530092,삼성 인버스 코스피 200 선물 ETN,10450.0,-10.39,43.01,10169.0,10100.75,5,60,14,44,54,1.0,10.0,3.74,17.57
70,500061,신한 인버스 코스피 200 선물 ETN,10480.0,-11.22,43.12,10205.0,10139.5,5,60,14,44,54,1.0,10.0,3.77,17.53
80,399580,RISE 글로벌클린에너지,6985.0,-18.36,39.36,7054.0,7036.75,5,120,14,49,54,1.0,10.0,-9.26,25.62
