Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
141,GDEV.O,GDEV,2.77,236.75,33.56,2.69,2.34,5,120,14,39,54,1.0,10.0,-14.31,78.13
89,ACRS.O,애클래리스 테라퓨틱스,1.28,174.7,32.2,1.32,1.21,5,120,14,39,54,1.0,10.0,34.64,109.98
125,CCLDO.O,케어 클라우드 우선주 시리즈 B 8.75%,10.18,121.02,35.24,10.18,8.46,5,120,14,39,54,1.0,10.0,-3.31,66.91
98,ZAPP.O,잽 일렉트릭 비이클스 그룹,9.03,106.25,15.65,9.58,4.71,5,60,14,29,54,1.0,10.0,29.8,210.1
58,SSBI.O,서밋 스테이트 뱅크,9.48,102.01,37.67,9.49,9.39,5,60,14,39,74,1.0,10.0,108.29,238.31
121,AUID.O,오스아이디,8.54,51.35,37.2,9.16,8.81,5,120,14,44,54,1.0,10.0,-1.83,114.15
92,PODD.O,인슐릿,196.45,37.84,46.08,194.73,182.12,5,120,14,49,54,1.0,10.0,30.13,40.96
74,ACAD.O,아카디아 파마슈티컬스,18.77,36.92,46.55,18.83,18.15,5,120,14,49,54,1.0,10.0,59.54,77.54
92,MGPI.O,MGP 인그리디언츠,85.1,15.31,45.72,82.71,79.71,5,120,14,49,54,1.0,10.0,33.19,46.21
140,CSLR.O,컴플리트 솔라리아,1.2,13.3,24.47,1.29,1.06,5,120,14,29,54,1.0,10.0,-9.32,109.54
141,ICLK.O,i클릭 인터렉티브 아시아 그룹 ADR,3.08,9.83,37.21,2.91,2.48,5,120,14,39,54,1.0,10.0,-13.04,84.74
60,RTC.O,푸웨이 필름스,8.2,5.68,38.92,8.41,5.16,5,120,14,44,54,1.0,10.0,86.99,128.22
72,AUPH.O,오리니아 파마슈티컬스,5.5,5.48,42.55,5.66,5.45,5,120,14,44,54,1.0,10.0,53.92,128.92
113,SSRM.O,SSR 마이닝,4.805,2.05,33.52,5.24,5.09,5,60,14,34,54,1.0,10.0,6.67,54.15
22,XELB.O,엑셀 브랜즈,0.681,0.26,43.09,0.7,0.68,5,60,14,49,64,1.0,10.0,283.36,204.09
74,KRMD.O,코루 메디컬 시스템스,2.29,-2.19,44.06,2.32,2.29,5,120,14,49,54,1.0,10.0,65.61,80.4
105,OESX.O,오리온 에너지 시스템즈,1.06,-7.91,38.16,1.06,0.98,5,120,14,39,54,1.0,10.0,13.06,62.83
141,HUIZ.O,후이쩌 홀딩 ADR,0.851,-16.72,37.07,0.91,0.8,5,120,14,39,54,1.0,10.0,-19.42,82.82
104,PDSB.O,PDS 바이오테크놀러지,3.22,-18.39,42.8,3.46,3.32,5,60,14,44,54,1.0,10.0,14.71,102.29
135,CRCT.O,크리컷,5.86,-18.76,38.1,6.17,5.69,5,120,14,39,54,1.0,10.0,-6.76,73.64
74,FLGT.O,펄젠트 제네틱스,25.06,-18.91,40.79,23.9,21.76,5,120,14,49,54,1.0,10.0,55.53,79.77
92,TCX.O,투카우스,23.25,-19.67,44.79,24.67,19.74,5,120,14,49,54,1.0,10.0,30.42,46.14
96,LEDS.O,세미LEDS,1.4299,-20.32,43.97,1.49,1.39,5,60,14,44,64,1.0,10.0,21.51,120.31
141,GAN.O,갠,1.57,-22.94,35.4,1.57,1.4,5,120,14,39,54,1.0,10.0,-16.66,83.02
45,EEIQ.O,에픽퀘스트 에듀케이션 그룹 인터내셔널,1.0382,-23.14,36.65,1.02,0.92,5,60,14,44,74,1.0,10.0,144.09,206.51
141,RXT.O,랙스페이스 테크놀로지,2.04,-23.14,37.89,2.22,2.07,5,120,14,39,54,1.0,10.0,-17.09,82.62
106,OMCL.O,옴니셀,39.22,-25.41,33.58,33.0,28.55,5,120,14,39,54,1.0,10.0,16.31,37.53
100,JOUT.O,존슨 아웃도어스,40.54,-25.59,38.11,41.5,40.11,5,120,14,39,54,1.0,10.0,19.88,40.76
139,OPI.O,오피스 프로퍼티 인컴 트러스트,2.42,-27.54,30.12,2.54,2.29,5,60,14,34,54,1.0,10.0,-16.93,39.91
141,ADPT.O,어댑티브 바이오테크놀러지,4.3,-38.8,36.29,4.47,3.48,5,120,14,39,54,1.0,10.0,-13.81,75.96
104,AEHL.O,안텔로페 엔터프라이즈 홀딩스,4.25,-39.78,41.99,4.08,2.66,5,60,14,44,54,1.0,10.0,14.16,109.3
104,TLRY.O,틸레이 브랜즈,1.86,-41.31,40.75,1.94,1.83,5,60,14,44,54,1.0,10.0,22.22,112.63
104,SLDB.O,솔리드 바이오사이언스,7.85,-42.75,43.51,8.82,8.0,5,60,14,44,54,1.0,10.0,14.08,112.79
115,HAIN.O,하인 셀레셜 그룹,7.74,-44.76,31.84,7.63,7.57,5,120,14,34,54,1.0,10.0,4.51,35.34
104,PRAX.O,프락시스 프리시젼 메디신,56.78,-46.81,43.58,57.05,46.59,5,60,14,44,54,1.0,10.0,19.38,104.05
96,IMUX.O,이뮤닉,1.29,-47.42,37.02,1.4,1.26,5,60,14,44,64,1.0,10.0,30.76,118.99
112,LPSN.O,라이브퍼슨,1.07,-50.43,30.31,1.23,0.78,5,60,14,34,54,1.0,10.0,9.09,64.22
121,CYCN.O,싸이클러리온 테라퓨틱스,3.87,-50.5,35.06,3.51,2.95,5,120,14,44,54,1.0,10.0,9.35,125.33
96,VIGL.O,비질 뉴로사이언스,3.95,-50.78,41.9,4.23,3.91,5,60,14,44,64,1.0,10.0,24.93,116.17
141,CHR.O,치어 홀딩,2.75,-51.04,33.04,2.8,2.63,5,120,14,39,54,1.0,10.0,-9.27,84.91
141,ARBE.O,아브 로보틱스,2.08,-51.71,38.89,2.14,1.92,5,120,14,39,54,1.0,10.0,-15.22,80.68
113,IRBT.O,아이로봇,10.18,-52.72,31.56,11.24,10.14,5,60,14,34,54,1.0,10.0,10.53,53.77
51,AXDX.O,엑셀러레이트 다이아그노스틱스,1.28,-60.01,30.29,1.3,1.08,5,120,14,39,54,1.0,10.0,145.73,256.82
38,ISPO.O,인스피라토,6.3,-60.23,5.58,6.84,4.02,5,60,14,29,54,1.0,10.0,187.51,428.3
153,AEI.O,알셋,0.9401,-62.23,16.28,1.1,1.07,5,60,14,29,54,1.0,10.0,-47.27,125.06
153,VERO.O,비너스 컨셉,0.7102,-64.45,28.91,0.75,0.69,5,60,14,29,54,1.0,10.0,-39.7,120.14
81,OPGN.O,옵젠,2.74,-65.52,25.38,2.96,1.55,5,120,14,29,54,1.0,10.0,38.49,280.83
151,KA.O,키네타,0.562,-66.78,28.14,0.6,0.58,5,60,14,29,54,1.0,10.0,-30.03,133.55
113,EGRX.O,이글 파마슈티컬스,4.6,-67.23,28.44,4.8,4.73,5,60,14,34,54,1.0,10.0,8.24,59.39
34,ASCBR.O,A SPAC II Acquisition Rights Exp 15th Oct 2026,0.07,-67.91,44.73,0.07,0.07,5,120,14,49,54,1.0,10.0,220.88,168.22
153,RCRT.O,리쿠르터닷컴 그룹,2.1,-68.28,24.42,2.3,1.96,5,60,14,29,54,1.0,10.0,-32.62,125.11
139,SHMD.O,슈미드 그룹,4.3,-68.95,13.35,4.48,4.26,5,60,14,34,54,1.0,10.0,-19.53,39.36
153,ATER.O,아테리안,2.77,-72.23,26.69,2.9,2.68,5,60,14,29,54,1.0,10.0,-48.94,120.74
174,EJH.O,E-홈 하우스홀드 서비스 홀딩스,1.44,-87.98,0.72,1.44,1.34,5,120,14,29,54,1.0,10.0,-92.69,153.68
145,AVTX.O,아발로 테라퓨틱스,10.8001,-92.9,20.16,11.01,10.67,5,120,14,29,54,1.0,10.0,-25.1,253.04
77,ONMD.O,원메드넷,1.24,-96.01,27.95,1.32,0.94,5,120,14,34,59,1.0,10.0,39.41,178.21
