Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
103,GMUN.K,Goldman Sachs Community Municipal Bond ETF,49.99,217.31,45.88,49.72,49.56,5,120,14,49,54,1.0,10.0,0.02,2.93
132,TSL.O,GraniteShares 1.25x Long TSLA Daily ETF,8.21,83.0,40.57,8.95,8.1,5,60,14,44,54,1.0,10.0,-22.33,75.14
114,BBLB.K,JPMorgan BetaBuilders US Treasury Bond 20+ Yr ETF,93.4718,45.03,44.25,90.52,87.89,5,120,14,49,54,1.0,10.0,-4.08,16.4
114,UTHY.O,US Treasury 30 Year Bond ETF,46.76,44.76,44.38,45.32,44.0,5,120,14,49,54,1.0,10.0,-3.69,15.94
114,UTWY.O,US Treasury 20 Year Bond ETF,47.55,31.77,45.37,46.36,45.21,5,120,14,49,54,1.0,10.0,-2.9,12.88
83,RSPU.K,Invesco S&P 500 Eql Wght Utilities ETF,63.26,27.74,38.05,62.3,59.96,5,60,14,44,54,1.0,10.0,5.33,22.09
86,PRF,Invesco FTSE RAFI US 1000 ETF,38.34,24.6,27.69,39.14,38.33,5,60,14,29,54,1.0,10.0,5.84,27.38
70,PSCC.O,Invesco S&P SmallCap Consumer Staples ETF,37.32,23.87,29.62,37.75,36.26,5,60,14,49,54,1.0,10.0,7.68,25.63
119,APLY.K,YieldMax AAPL Option Income Strategy ETF,18.15,21.5,40.09,17.95,17.89,5,60,14,44,54,1.0,10.0,-6.32,18.38
71,RSPH.K,Invesco S&P 500 Eql Wght Health Care ETF,31.48,20.99,23.08,31.5,30.53,5,60,14,29,54,1.0,10.0,7.79,29.46
35,DRN,Direxion Daily Real Estate Bull 3X Shares,11.17,18.33,48.91,10.83,9.05,5,60,14,49,59,1.0,10.0,27.72,59.91
64,RSPT.K,Invesco S&P 500 Eql Wght Technology ETF,34.33,16.92,27.91,35.71,35.13,5,120,14,34,54,1.0,10.0,10.91,32.22
103,BBSB.K,JPMorgan BetaBuilders US Treasury Bond 1-3 Yr ETF,98.9843,15.32,47.04,98.6,97.89,5,120,14,49,54,1.0,10.0,-0.56,2.34
64,PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,43.13,13.6,32.25,44.43,43.11,5,120,14,34,54,1.0,10.0,11.08,30.65
104,WPS,iShares International Developed Property ETF,27.283,12.75,48.19,27.41,27.34,5,120,14,49,54,1.0,10.0,1.09,16.76
82,KMLM.K,KraneShares Mount Lucas Managed Futures Ix Str ETF,29.44,11.01,47.17,29.66,29.34,5,60,14,49,54,1.0,10.0,6.03,17.32
104,HAUZ.K,Xtrackers International Real Estate ETF,20.95,9.69,47.68,21.05,21.01,5,120,14,49,54,1.0,10.0,-0.09,17.54
103,VTES.K,Vanguard Short-Term Tax-Exempt Bond ETF,100.79,8.7,48.75,100.55,100.28,5,120,14,49,54,1.0,10.0,0.44,1.88
84,RSPM.K,Invesco S&P 500 Eql Wght Materials ETF,34.85,8.32,29.59,35.59,35.06,5,120,14,39,54,1.0,10.0,5.46,30.21
84,PRFZ.O,Invesco FTSE RAFI US 1500 Small Mid ETF,39.26,8.07,30.14,40.93,38.44,5,120,14,39,54,1.0,10.0,6.28,30.25
104,RWX,SPDR Dow Jones International Real Estate ETF,25.45,6.73,46.17,25.28,25.14,5,120,14,49,54,1.0,10.0,-0.29,17.64
86,RSPS.K,Invesco S&P 500 Eql Wght Con Staples ETF,31.565,6.0,20.0,31.33,31.32,5,60,14,29,54,1.0,10.0,3.32,25.5
70,SPXV.K,ProShares S&P 500 Ex-Health Care ETF,56.5626,5.87,36.02,57.8,57.75,5,60,14,49,54,1.0,10.0,8.09,24.6
70,SPXE.K,ProShares S&P 500 Ex-Energy ETF,57.2508,5.53,35.45,58.3,58.06,5,60,14,49,54,1.0,10.0,8.11,24.2
90,FTXG.O,First Trust Nasdaq Food & Beverage ETF,24.7407,4.28,48.02,24.44,24.12,5,120,14,49,54,1.0,10.0,4.25,17.0
104,IFGL.O,iShares International Developed Real Estate ETF,20.705,4.17,47.92,20.75,20.58,5,120,14,49,54,1.0,10.0,-0.23,17.47
102,FBND.K,Fidelity Total Bond ETF,46.48,2.98,48.65,45.89,45.05,5,120,14,49,59,1.0,10.0,-0.61,6.06
