ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
KVUE.K,켄뷰,22,5,120,14,44.0,64.0,1.0,10.0,6.495377096435133
GL,글로브 라이프,13,5,120,14,44.0,64.0,1.0,10.0,0.2216246121847285
PFE,화이자,21,5,120,14,44.0,64.0,1.0,10.0,0.12103140400290191
SBUX.O,스타벅스,11,5,120,14,44.0,64.0,1.0,10.0,0.0626966347058664
BMY,브리스톨-마이어스 스큅,21,5,120,14,44.0,64.0,1.0,10.0,0.03963171181922842
CLX,크로락스,21,5,120,14,44.0,64.0,1.0,10.0,-0.062261369577124026
MKTX.O,마켓액세스 홀딩스,7,5,120,14,44.0,64.0,1.0,10.0,-0.10269380735051381
PYPL.O,페이팔 홀딩스,14,5,120,14,44.0,64.0,1.0,10.0,-0.160275958175636
HUM,휴마나,11,5,120,14,44.0,64.0,1.0,10.0,-0.19417943840853413
MTCH.O,매치 그룹,10,5,120,14,44.0,64.0,1.0,10.0,-0.20722547727592477
