Cluster,Symbol,Name,Return,Std Dev
0,AAPL.O,애플,53.05,87.32
1,AMZN.O,아마존닷컴,35.45,32.56
1,MSFT.O,마이크로소프트,27.52,25.71
1,V,비자,24.34,24.77
1,CRM,세일즈포스,26.9,36.14
1,UNH,유나이티드헬스 그룹,25.8,25.04
1,HD,홈디포,22.46,23.21
2,JPM,제이피모간체이스,16.85,27.48
2,NKE,나이키,15.32,27.88
2,CAT,캐터필러,16.92,28.6
2,GS,골드만삭스,13.39,28.11
2,BA,보잉,14.9,35.83
2,AXP,아메리칸 익스프레스,17.59,28.59
2,AMGN.O,암젠,16.78,24.09
3,WMT,월마트,7.62,26.15
3,INTC.O,인텔,8.26,30.52
3,CVX,셰브론,9.54,27.06
3,DIS,월트 디즈니,11.6,26.11
3,CSCO.O,시스코 시스템즈,8.88,25.96
3,DOW,다우,7.95,36.59
4,PG,프록터 & 갬블,8.84,17.21
4,MRK,머크 앤 코,11.59,20.5
4,KO,코카콜라,8.09,17.06
4,VZ,버라이존 커뮤니케이션스,4.94,18.53
4,JNJ,존슨앤드존슨,7.99,16.82
4,MCD,맥도날드,11.5,18.64
4,IBM,인터내셔날 비지니스 머신,4.89,22.36
4,MMM,쓰리엠 (3M),4.25,23.02
4,HON.O,허니웰 인터내셔널,-0.38,20.19
4,TRV,트래블러스 컴퍼니스,13.02,22.16
