Cluster,Symbol,Name,Return,Std Dev
0,AAPL.O,애플,52.53,86.98
1,MSFT.O,마이크로소프트,26.3,25.69
1,AMZN.O,아마존닷컴,34.03,32.61
1,V,비자,24.04,24.75
1,UNH,유나이티드헬스 그룹,27.1,25.08
1,HD,홈디포,22.97,23.22
1,CRM,세일즈포스,26.67,36.09
2,JPM,제이피모간체이스,17.09,27.46
2,WMT,월마트,7.93,26.13
2,CSCO.O,시스코 시스템즈,9.29,25.98
2,NKE,나이키,16.03,27.92
2,CVX,셰브론,9.13,27.04
2,DIS,월트 디즈니,10.8,26.11
2,GS,골드만삭스,13.97,28.12
2,CAT,캐터필러,17.19,28.63
2,AXP,아메리칸 익스프레스,18.02,28.62
2,AMGN.O,암젠,16.93,24.09
2,TRV,트래블러스 컴퍼니스,13.51,22.25
3,BA,보잉,14.63,35.86
3,INTC.O,인텔,5.41,31.57
3,DOW,다우,8.46,36.33
4,MRK,머크 앤 코,10.7,20.64
4,PG,프록터 & 갬블,8.91,17.26
4,MCD,맥도날드,12.24,18.68
4,KO,코카콜라,8.65,17.05
4,JNJ,존슨앤드존슨,8.59,16.87
4,HON.O,허니웰 인터내셔널,-2.3,20.2
4,VZ,버라이존 커뮤니케이션스,4.8,18.59
4,MMM,쓰리엠 (3M),6.07,23.77
4,IBM,인터내셔날 비지니스 머신,5.59,22.36
