ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
NUTX.O,뉴텍스 헬스,170,5,120,14,34.0,64.0,1.0,10.0,36691121.13228611
ORGN.O,오리진 머터리얼즈,139,5,120,14,34.0,64.0,1.0,10.0,9.404168750380075
CSLR.O,컴플리트 솔라리아,120,5,120,14,34.0,64.0,1.0,10.0,2.856512838491764
ATMVR.O,AlphaVest Acquisition Rights Expiry 22nd December 2024,26,5,120,14,44.0,64.0,1.0,10.0,1.3833375097875904
EXAS.O,이그젝트 사이언시스,83,5,120,14,44.0,64.0,1.0,10.0,0.817578468352288
XPEL.O,엑스펠,27,5,120,14,44.0,74.0,1.0,10.0,0.7951932358917182
FWRD.O,포워드 에어,113,5,120,14,34.0,64.0,1.0,10.0,0.6810700795449882
ASMB.O,어셈블리 바이오사이언시스,53,5,120,14,44.0,74.0,1.0,10.0,0.26697565516706123
GSUN.O,골든 선 헬스 테크놀로지 그룹,94,5,120,14,34.0,64.0,1.0,10.0,0.1900055109281389
PENN.O,펜 엔터테인먼트,96,5,120,14,44.0,64.0,1.0,10.0,0.18502522913353925
CCLDP.O,케어 클라우드 우선주 시리즈 A 11%,118,5,120,14,34.0,64.0,1.0,10.0,0.17954582490765092
SBUX.O,스타벅스,108,5,120,14,44.0,64.0,1.0,10.0,0.0626966347058664
ACHC.O,아카디아 헬스케어,101,5,120,14,44.0,64.0,1.0,10.0,0.05024713251326096
NVAX.O,노바백스,82,5,120,14,44.0,64.0,1.0,10.0,0.04111599475127847
PLMIU.O,Plum Acquisition I Units,117,5,120,14,34.0,64.0,1.0,10.0,0.0
PLMI.O,플럼 애퀴지션 I,115,5,120,14,44.0,64.0,1.0,10.0,0.0
MNSBP.O,메인스트리트 뱅크셰어스 우선주 시리즈 A 7.50%,127,5,120,14,44.0,64.0,1.0,10.0,-0.0031788778578960564
ANGI.O,앤지,116,5,120,14,44.0,64.0,1.0,10.0,-0.005488959318592723
KZIA.O,카지아 테라퓨틱스 ADR,72,5,120,14,34.0,64.0,1.0,10.0,-0.011881740225535897
MKTX.O,마켓액세스 홀딩스,93,5,120,14,44.0,64.0,1.0,10.0,-0.10269380735051381
MLAB.O,메사 래보라토리스,103,5,120,14,44.0,64.0,1.0,10.0,-0.19356568826162157
OPINL.O,오피스 프로퍼티 인컴 트러스트 선순위 채권 6.375% 만기 2050년,133,5,120,14,34.0,64.0,1.0,10.0,-0.19414671782226733
OMCL.O,옴니셀,107,5,120,14,34.0,64.0,1.0,10.0,-0.20192294843975556
MTCH.O,매치 그룹,96,5,120,14,44.0,64.0,1.0,10.0,-0.20722547727592477
MTLS.O,머티리얼라이즈 ADR,116,5,120,14,44.0,64.0,1.0,10.0,-0.24231839058903448
COMM.O,콤스코프 홀딩,116,5,120,14,44.0,64.0,1.0,10.0,-0.2767707902380022
PTLO.O,포틸로스,140,5,120,14,34.0,64.0,1.0,10.0,-0.310486895513706
SSRM.O,SSR 마이닝,118,5,120,14,34.0,64.0,1.0,10.0,-0.3499777842965702
XWEL.O,X웰,30,5,120,14,44.0,74.0,1.0,10.0,-0.35679015680028403
ACB.O,오로라 카나비스,148,5,120,14,34.0,64.0,1.0,10.0,-0.3631995162967635
ADD.O,컬러 스타 테크놀로지,112,5,120,14,34.0,64.0,1.0,10.0,-0.43180173938844346
SNOA.O,소노마 파머수티컬스,138,5,120,14,34.0,74.0,1.0,10.0,-0.44785702034269825
TWKS.O,소트웍스 홀딩,155,5,120,14,34.0,64.0,1.0,10.0,-0.457718495110756
IKNA.O,아이케나 온콜로지,148,5,120,14,34.0,64.0,1.0,10.0,-0.46069966185757105
CMMB.O,키모맵 테라퓨틱스 ADR,152,5,120,14,34.0,74.0,1.0,10.0,-0.4709153558050384
JG.O,오로라 모바일 ADR,148,5,120,14,34.0,64.0,1.0,10.0,-0.4813895299856369
CPTN.O,셉톤,92,5,120,14,34.0,64.0,1.0,10.0,-0.5057326471423398
PULM.O,풀매트릭스,146,5,120,14,34.0,64.0,1.0,10.0,-0.5250026825271696
AXDX.O,엑셀러레이트 다이아그노스틱스,51,5,120,14,34.0,64.0,1.0,10.0,-0.6347306304678382
LPSN.O,라이브퍼슨,111,5,120,14,34.0,64.0,1.0,10.0,-0.7157740077972756
MGOL.O,MGO 글로벌,11,5,120,14,34.0,64.0,1.0,10.0,-0.9753735917678459
ASNS.O,악텔리스 네트웍스,0,5,120,14,34.0,64.0,1.0,10.0,-0.9951550002672404
ZAPP.O,잽 일렉트릭 비이클스 그룹,136,5,120,14,34.0,64.0,1.0,10.0,-0.9957148002921611
HOUR.O,아워 루프,148,5,120,14,34.0,64.0,1.0,10.0,-0.999780590919209
RGC.O,리젠셀 바이오사이언스 홀딩스,9,5,120,14,44.0,74.0,1.0,10.0,-0.999840153398692
