Cluster,Symbol,Name,Return,Std Dev
0,VFS.O,빈패스트 오토,571.65,308.52
1,CLSK.O,클린스파크,565.94,357.85
2,LGCB.O,링키지 글로벌,555.77,146.92
3,WINVR.O,WinVest Acquisition Right,544.39,216.66
3,DISTR.O,Distoken Acquisition Rights Exp 10 Feb 2028,557.88,209.81
3,GODNR.O,Golden Star Acquisition Rights Exp 1 May 2028,545.65,185.51
3,ESHAR.O,ESH Acquisition Rights Exp 13 June 2028,544.18,226.87
4,BKYI.O,바이오-키 인터내셔널,531.03,531.1
5,HUDI.O,화디 인터내셔널 그룹,528.19,275.86
6,GLLIR.O,Globalink Investment Rights Exp 6th Dec 2026,508.37,218.95
7,PAYS.O,페이사인,468.74,295.88
7,COCH.O,엔보이 메디컬,472.51,274.33
8,ATGL.O,알파 테크놀로지 그룹,467.79,228.95
8,ONCO.O,온코네틱스,465.29,245.63
8,BRACR.O,Broad Capital Acquisition Rights,457.67,220.69
8,MSSAR.O,Metal Sky Star Acquisition Rights Exp 31 Mar 2027,465.53,212.25
9,WORX.O,에스씨웍스,457.01,439.81
10,CHSN.O,샹송 인터내셔널 홀딩,432.64,161.51
11,RFACR.O,RF Acquisition Rights Exp 1st May 2028,420.62,207.2
12,RMBL.O,럼블온,417.5,456.12
13,CTRM.O,캐스터 마리타임,382.51,410.3
14,FRHC.O,프리덤 홀딩,374.43,180.14
15,AHI.O,어드밴스드 헬스 인텔리전스,335.33,395.51
15,BGLC.O,바이오넥서스 진 랩,379.54,376.53
15,BCDA.O,바이오카디아,359.67,401.18
16,RCON.O,레콘 테크놀러지,352.92,471.61
17,CODA.O,코다 옥토퍼스 그룹,342.85,224.83
18,RENB.O,레노바로,337.97,148.55
18,AQUNR.O,Aquaron Acquisition Rights Exp 15th July 2026,340.03,162.55
18,CETUR.O,Cetus Capital Acquisition Rights Exp 31 Mar 2024,326.01,153.17
18,BAYAR.O,Bayview Acquisition Rights,327.5,119.72
19,AGEN.O,아제너스,317.31,513.39
19,RGS.O,레지스,345.32,513.03
20,SPI.O,SPI 에너지,317.51,458.47
20,MBRX.O,몰컬린 바이오테크,314.63,433.44
20,VVOS.O,비보스 테라퓨틱스,315.64,465.28
21,GCT.O,기가클라우드 테크놀로지,327.02,188.4
21,BNIXR.O,Bannix Acquisition Right Exp 31st July 2026,299.8,182.57
22,ARM.O,암 홀딩스 ADR,337.29,89.42
22,SYRE.O,스파이어 테라퓨틱스,287.59,86.12
22,MAMO.O,마시모 그룹,312.22,91.64
23,FSUN.O,퍼스트선 캐피털 뱅코프,298.94,18.69
24,OMH.O,오마이홈,297.89,318.89
24,DRUG.O,브라이트 마인즈 바이오사이언시스,281.53,347.05
25,PAVM.O,파브메드,274.22,446.2
25,IMTE.O,인티그레이티드 미디어 테크놀로지,287.62,397.01
25,BPTH.O,바이오 패스 홀딩스,286.9,427.69
26,DLPN.O,돌핀 엔터테인먼트,284.49,236.15
26,XELB.O,엑셀 브랜즈,284.31,204.37
26,VVPR.O,비보파워 인터내셔널,268.71,242.52
27,WTO.O,U타임,274.73,118.69
28,XPEL.O,엑스펠,270.66,145.81
28,BLFS.O,바이오라이프 솔루션스,269.09,155.43
28,IZM.O,ICZOOM 그룹,282.49,146.61
29,SCOR.O,컴스코어,269.84,516.98
29,XWEL.O,X웰,269.28,522.49
30,MGOL.O,MGO 글로벌,254.22,393.5
31,IMRN.O,이뮤론 ADR,249.62,339.23
32,TEM.O,템퍼스 AI,235.25,136.53
32,BLACR.O,Bellevue Life Sciences Acquisition Rights Exp 9 Feb 2028,241.45,157.9
32,TMTCR.O,TMT Acquisition Rights,236.63,150.63
32,JVSAR.O,JV SPAC Acquisition Rights Exp 26th Nov 2026,251.8,130.06
33,PAL.O,프로피시언트 오토 로지스틱스,239.86,23.42
34,CTNM.O,콘티네움 테라퓨틱스,236.05,76.86
35,CJJD.O,차이나 조조 드럭스토어,246.13,463.96
35,XYLO.O,자일로 테크놀로지스 ADR,213.17,483.71
36,ATLX.O,아틀라스 리튬,219.41,127.17
36,DYCQR.O,DT Cloud Acquisition Rights,229.72,108.28
37,NCTY.O,더나인 ADR,219.89,298.93
38,USEA.O,유나이티드 마리타임,209.66,178.62
38,NXL.O,넥살린 테크놀로지,225.36,188.03
38,NOVVR.O,Nova Vision Acquisition Rights,202.52,165.07
38,ASCBR.O,A SPAC II Acquisition Rights Exp 15th Oct 2026,233.55,168.88
38,IBACR.O,IB Acquisition Rights Exp 28 September 2025,216.44,165.78
39,FBIO.O,포트리스 바이오텍,223.5,420.12
39,MTEM.O,몰레큘러 템플리츠,201.91,392.91
40,TGTX.O,TG 테라퓨틱스,207.79,217.55
40,MTC.O,MMTEC,206.9,250.67
40,CXAI.O,CX앱,193.44,243.18
41,APGE.O,아포지 테라퓨틱스,186.13,75.13
41,BLTE.O,비라이트 바이오 ADR,185.46,84.54
41,JUNE.O,주니,200.63,62.9
42,CELH.O,셀시어스 홀딩스,200.98,122.47
42,MLTX.O,문레이크 이뮤노테라퓨틱스,188.8,102.2
42,AITRR.O,AI Transportation Acquisition Rights,176.67,100.75
43,MARA.O,마라톤 디지털 홀딩스,182.9,172.14
43,LBPH.O,롱보드 파마슈티컬,187.94,190.18
43,CADL.O,캔델 테라퓨틱스,176.3,195.31
43,YOTAR.O,Yotta Acquisition Rights,184.2,158.87
43,ATMVR.O,AlphaVest Acquisition Rights Expiry 22nd December 2024,191.7,177.91
44,JSPR.O,재스퍼 테라퓨틱스,160.61,300.16
44,INO.O,이노비오 파마슈티컬스,174.03,296.52
44,RETO.O,리토 에코-솔루션,165.03,298.24
45,ACHV.O,어치브 라이프 사이언스,168.35,508.89
45,AVGR.O,아빙거,161.38,527.82
46,SOUN.O,사운드하운드 AI,161.13,159.64
46,APLD.O,어플라이드 디지털,171.07,142.55
46,REKR.O,레코 시스템,156.07,167.46
46,FPAY.O,플렉스쇼퍼,164.9,176.62
46,ATMCR.O,AlphaTime Acquisition Rights Exp 1st Mar 2028,167.77,160.82
47,IMNN.O,이뮨온,147.54,363.62
47,SNGX.O,솔리제닉스,179.47,354.23
48,GYRE.O,자이어 테라퓨틱스,159.77,323.58
48,VSTM.O,베라스템,167.59,322.76
48,EQ.O,이퀼리움,158.16,320.86
48,EMKR.O,엠코어,131.85,329.59
49,EYPT.O,아이포인트 파머수티컬스,148.04,260.17
49,INSG.O,인시고,132.31,267.9
49,AXDX.O,엑셀러레이트 다이아그노스틱스,143.85,257.15
49,TXMD.O,테라퓨틱스MD,161.99,241.31
49,AACG.O,ATA 크리에이티비티 글로벌 ADR,160.78,272.25
50,JANX.O,재넉스 테라퓨틱스,140.23,154.06
50,BRLS.O,보레알리스 푸드,147.42,145.38
50,AMTX.O,에이메티스,144.23,131.7
50,NVCT.O,누벡티스 파마,143.88,126.79
50,NTRB.O,뉴트리밴드,145.51,145.01
50,CLRCR.O,ClimateRock Rights Exp 25 Apr 2027,142.05,137.83
50,BUJAR.O,Bukit Jalil Global Acquisition 1 Right Exp 30 December 2024,142.39,149.64
50,NNAGR.O,99 Acquisition Group Right Exp 25 August 2028,145.87,146.71
51,ASMB.O,어셈블리 바이오사이언시스,137.97,303.63
51,APM.O,앱토럼 그룹,131.89,285.97
51,TAOP.O,타오핑,140.45,277.94
52,KSPI.O,카스피.kz 우선주,118.89,34.76
52,FTAI.O,FTAI 애비에이션,127.19,42.37
52,WFRD.O,웨더포드 인터네셔널,140.61,53.1
52,WAY.O,웨이스타 홀딩,129.88,36.76
52,FIP.O,FTAI 인프라스트럭처,118.11,51.81
52,FTLF.O,핏라이프 브랜즈,159.05,53.22
53,SYM.O,심보틱,131.35,103.9
53,NUVL.O,뉴베일런트,128.38,85.42
53,VERA.O,베라 테라퓨틱스,136.35,97.42
53,IPX.O,이페리온엑스 ADR,122.29,102.46
53,EMCGR.O,Embrace Change Acquisition Rights,129.41,116.26
53,IROHR.O,Iron Horse Acquisitions Rights Exp 27 December 2028,136.94,105.88
54,PHVS.O,파바비스 NV,127.88,209.67
