ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
ATRC.O,아트리큐어,101,5,60,14,34.0,54.0,1.0,10.0,865.0440771648692
APCX.O,앱테크 페이먼츠,65,5,60,14,44.0,54.0,1.0,10.0,67.60484756787245
CSLR.O,컴플리트 솔라리아,129,5,120,14,44.0,54.0,1.0,10.0,3.914934094365469
TSLA.O,테슬라,76,5,120,14,49.0,54.0,1.0,10.0,1.8032125035429911
HEPS.O,디 마켓 일렉트로시티 ADR,145,5,120,14,49.0,54.0,1.0,10.0,1.0069263337992025
AUID.O,오스아이디,129,5,120,14,44.0,54.0,1.0,10.0,0.7756199523561575
AVAH.O,애비애나 헬스케어 홀딩스,145,5,120,14,49.0,54.0,1.0,10.0,0.7199583631838584
TREE.O,렌딩트리,88,5,120,14,44.0,69.0,1.0,10.0,0.6387189866983309
PROK.O,프로키드니,129,5,120,14,44.0,54.0,1.0,10.0,0.39431467573422707
SANG.O,샌고마 테크놀로지스,145,5,120,14,49.0,54.0,1.0,10.0,0.21456538394476632
VERU.O,베루,103,5,120,14,39.0,79.0,1.0,10.0,0.144364096190726
ADAP.O,어답트이뮨 테라퓨틱스 ADR,102,5,60,14,44.0,59.0,1.0,10.0,0.09567934552036639
WINVR.O,WinVest Acquisition Right,13,5,120,14,49.0,54.0,1.0,10.0,0.09372733618284879
HITI.O,하이 타이드,145,5,120,14,49.0,54.0,1.0,10.0,0.09049824799215322
TBRG.O,트루브리지,127,5,120,14,34.0,54.0,1.0,10.0,0.07828170656921185
ARTNA.O,아르테시안 리소시스,118,5,120,14,44.0,54.0,1.0,10.0,0.0679645409050873
RFACR.O,RF Acquisition Rights Exp 1st May 2028,13,5,120,14,49.0,54.0,1.0,10.0,0.03306577264735555
LENZ.O,렌즈 테라퓨틱스,145,5,120,14,49.0,54.0,1.0,10.0,0.01086173454821937
NVEI.O,뉴베이,145,5,120,14,49.0,54.0,1.0,10.0,-0.010904316276161508
METCL.O,라마코 리소시스 선순위 채권 9.00% 만기 2026년 7월,125,5,120,14,49.0,64.0,1.0,10.0,-0.01495608510202362
INNV.O,이노베이지 홀딩,145,5,120,14,49.0,54.0,1.0,10.0,-0.018352190808556768
ATMVR.O,AlphaVest Acquisition Rights Exp 04th July 2024,33,5,120,14,49.0,54.0,1.0,10.0,-0.01863205652420985
KRMD.O,코루 메디컬 시스템스,74,5,120,14,49.0,59.0,1.0,10.0,-0.036364996610010025
VNET.O,브이넷 그룹 ADR,123,5,120,14,39.0,54.0,1.0,10.0,-0.03778294609634125
STRM.O,스트림라인 헬스 솔루션,93,5,60,14,39.0,54.0,1.0,10.0,-0.0771065788667169
YORW.O,요크 워터,118,5,120,14,44.0,54.0,1.0,10.0,-0.08372127674008467
VIOT.O,비오미 테크놀러지 ADR,145,5,120,14,49.0,54.0,1.0,10.0,-0.08906837526244937
ELDN.O,엘레돈 파마슈티컬스,145,5,120,14,49.0,54.0,1.0,10.0,-0.14959517641466302
MIGI.O,모손 인프라 스트럭처 그룹,148,5,60,14,29.0,54.0,1.0,10.0,-0.2161689484802296
UPC.O,유니버스 파마슈티컬스,129,5,120,14,44.0,54.0,1.0,10.0,-0.2182742760083206
SNGX.O,솔리제닉스,56,5,120,14,49.0,69.0,1.0,10.0,-0.24866930200403714
CARM.O,카리스마 테라퓨틱스,102,5,60,14,44.0,59.0,1.0,10.0,-0.29726578312079077
AEI.O,알셋,157,5,120,14,29.0,54.0,1.0,10.0,-0.3002338910542507
FOSL.O,파슬 그룹,123,5,120,14,39.0,54.0,1.0,10.0,-0.31235050264195696
EOSE.O,이오스 에너지 엔터프라이시스,102,5,60,14,44.0,59.0,1.0,10.0,-0.31841799090686385
SDIG.O,스트롱홀드 디지털 마이닝,157,5,120,14,29.0,54.0,1.0,10.0,-0.3475518730526608
SLNH.O,솔루나 홀딩스,157,5,120,14,29.0,54.0,1.0,10.0,-0.3480531183285084
MSEX.O,미들섹스 워터,110,5,120,14,39.0,54.0,1.0,10.0,-0.3503693047501838
NKTR.O,넥타 테라퓨틱스,123,5,120,14,39.0,54.0,1.0,10.0,-0.42032758763000544
GDS.O,GDS 홀딩스 ADR,93,5,60,14,39.0,54.0,1.0,10.0,-0.453334040767288
AKTX.O,아카리 테라퓨틱스 ADR,114,5,120,14,34.0,54.0,1.0,10.0,-0.4588215349144691
SNOA.O,소노마 파머수티컬스,143,5,120,14,29.0,69.0,1.0,10.0,-0.4602388053343136
GDRX.O,굿알엑스 홀딩스,145,5,120,14,49.0,54.0,1.0,10.0,-0.4561316534522819
ADPT.O,어댑티브 바이오테크놀러지,145,5,120,14,49.0,54.0,1.0,10.0,-0.5749894073247709
