,Return,Std Dev,Symbol(Name)
NVDA.O,60.05,45.29,NVDA.O (엔비디아)
AMD.O,43.22,56.01,AMD.O (어드밴스드 마이크로 디바이시스(AMD))
TSM,27.37,29.86,TSM (타이완 반도체 매뉴팩처링 ADR)
AVGO.O,40.43,35.32,AVGO.O (브로드컴)
MU.O,31.78,46.48,MU.O (마이크론 테크놀로지)
INTC.O,4.98,31.53,INTC.O (인텔)
LRCX.O,37.24,38.21,LRCX.O (램 리서치)
AMAT.O,29.66,36.37,AMAT.O (어플라이드 머티어리얼즈)
ASML.O,34.1,34.71,ASML.O (ASML 홀딩 ADR)
QCOM.O,18.11,33.24,QCOM.O (퀄컴)
TXN.O,19.85,26.78,TXN.O (텍사스 인스트루먼트)
KLAC.O,35.7,35.5,KLAC.O (KLA)
ADI.O,19.86,28.92,ADI.O (애널로그 디바이시스)
MRVL.O,19.47,41.8,MRVL.O (마벨 테크놀로지 그룹)
MCHP.O,18.87,33.57,MCHP.O (마이크로칩 테크놀러지)
MPWR.O,41.86,40.49,MPWR.O (모놀리식 파워 시스템즈)
ON.O,30.59,44.79,ON.O (온 세미콘덕터)
NXPI.O,33.76,42.24,NXPI.O (NXP 세미콘덕터)
COHR.K,22.81,46.1,COHR.K (코히런트)
TER.O,27.89,37.76,TER.O (테라다인)
ENTG.O,35.32,39.98,ENTG.O (인테그리스)
LSCC.O,30.76,48.18,LSCC.O (래티스 세미컨덕터)
SWKS.O,23.12,40.65,SWKS.O (스카이웍스 솔루션스)
QRVO.O,14.05,42.24,QRVO.O (코보)
AMKR.O,26.67,47.98,AMKR.O (앰코 테크놀로지)
WOLF.K,-30.52,75.4,WOLF.K (울프스피드)
RMBS.O,18.64,44.9,RMBS.O (램버스)
ALGM.O,19.57,47.32,ALGM.O (알레그로 마이크로시스템즈)
GFS.O,10.59,49.62,GFS.O (글로벌파운드리)
ACLS.O,41.07,54.2,ACLS.O (액셀리스 테크놀로지스)
