,Return,Std Dev,Symbol(Name)
459580,3.78,0.15,459580 (KODEX CD금리액티브(합성))
357870,2.26,0.23,357870 (TIGER CD금리투자KIS(합성))
069500,6.95,17.02,069500 (KODEX 200)
423160,3.32,0.13,423160 (KODEX KOFR금리액티브(합성))
360750,20.07,14.62,360750 (TIGER 미국S&P500)
449170,3.65,0.15,449170 (TIGER KOFR금리액티브(합성))
133690,21.91,18.23,133690 (TIGER 미국나스닥100)
273130,1.86,3.05,273130 (KODEX 종합채권(AA-이상)액티브)
381170,27.41,23.3,381170 (TIGER 미국테크TOP10 INDXX)
381180,26.85,28.15,381180 (TIGER 미국필라델피아반도체나스닥)
102110,7.2,17.55,102110 (TIGER 200)
278530,5.89,18.44,278530 (KODEX 200TR)
465680,4.26,0.58,465680 (KODEX 24-12 은행채(AA+이상)액티브)
122630,10.97,33.83,122630 (KODEX 레버리지)
455890,4.39,0.23,455890 (RISE 머니마켓액티브)
481050,3.78,0.14,481050 (KODEX 1년은행양도성예금증서+액티브(합성))
371460,-5.09,33.01,371460 (TIGER 차이나전기차SOLACTIVE)
470260,4.86,0.34,470260 (TIGER 24-12 금융채(AA-이상))
379800,18.8,14.31,379800 (KODEX 미국S&P500TR)
252670,-13.37,35.58,252670 (KODEX 200선물인버스2X)
214980,1.82,0.19,214980 (KODEX 단기채권PLUS)
453850,-8.66,15.65,453850 (ACE 미국30년국채액티브(H))
102780,7.73,18.9,102780 (KODEX 삼성그룹)
385540,1.61,4.34,385540 (RISE 종합채권(A-이상)액티브)
310970,10.47,19.3,310970 (TIGER MSCI Korea TR)
475630,3.78,0.14,475630 (TIGER CD1년금리액티브(합성))
315930,16.0,21.64,315930 (KODEX Top5PlusTR)
233740,14.43,52.89,233740 (KODEX 코스닥150레버리지)
360200,20.26,14.56,360200 (ACE 미국S&P500)
458730,24.21,10.95,458730 (TIGER 미국배당다우존스)
148020,7.2,16.37,148020 (RISE 200)
292150,8.47,21.35,292150 (TIGER TOP10)
379810,20.55,19.65,379810 (KODEX 미국나스닥100TR)
305720,16.89,35.17,305720 (KODEX 2차전지산업)
305540,20.39,36.26,305540 (TIGER 2차전지테마)
476810,5.57,0.84,476810 (KODEX 25-11 은행채(AA-이상)PLUS액티브)
396500,13.62,26.15,396500 (TIGER Fn반도체TOP10)
367380,24.29,19.84,367380 (ACE 미국나스닥100)
453540,4.64,1.43,453540 (TIGER 25-10 회사채(A+이상)액티브)
436140,5.1,5.78,436140 (SOL 종합채권(AA-이상)액티브)
356540,0.88,4.03,356540 (ACE 종합채권(AA-이상)KIS액티브)
229200,6.91,26.93,229200 (KODEX 코스닥150)
447820,6.27,1.18,447820 (TIGER 24-10 회사채(A+이상)액티브)
157450,2.45,10.91,157450 (TIGER 단기통안채)
451540,5.42,4.02,451540 (TIGER 종합채권(AA-이상)액티브)
153130,1.94,0.34,153130 (KODEX 단기채권)
114800,-4.09,17.53,114800 (KODEX 인버스)
294400,6.85,18.72,294400 (KOSEF 200TR)
458760,17.61,10.04,458760 (TIGER 미국배당+7%프리미엄다우존스)
139260,10.79,21.95,139260 (TIGER 200 IT)
152100,6.98,16.19,152100 (PLUS 200)
476550,-2.78,11.19,476550 (TIGER 미국30년국채프리미엄액티브(H))
272580,1.92,0.22,272580 (TIGER 단기채권액티브)
196230,1.79,0.21,196230 (RISE 단기통안채)
446720,10.8,12.04,446720 (SOL 미국배당다우존스)
329750,5.57,8.89,329750 (TIGER 미국달러단기채권액티브)
368590,22.74,19.83,368590 (RISE 미국나스닥100)
462010,-32.05,52.63,462010 (TIGER 2차전지소재Fn)
390390,36.84,28.08,390390 (KODEX 미국반도체MV)
314250,33.99,29.59,314250 (KODEX 미국빅테크10(H))
371160,-10.88,35.28,371160 (TIGER 차이나항셍테크)
091180,9.1,25.43,091180 (KODEX 자동차)
477080,3.73,0.15,477080 (RISE CD금리액티브(합성))
329200,4.77,12.87,329200 (TIGER 리츠부동산인프라)
453870,34.12,12.89,453870 (TIGER 인도니프티50)
091160,10.49,25.7,091160 (KODEX 반도체)
453810,35.03,13.21,453810 (KODEX 인도Nifty50)
105190,7.25,18.28,105190 (ACE 200)
293180,6.93,18.77,293180 (HANARO 200)
278540,5.78,18.77,278540 (KODEX MSCI Korea TR)
458250,-11.55,25.53,458250 (TIGER 미국30년국채스트립액티브(합성 H))
469830,4.51,0.21,469830 (SOL 초단기채권액티브)
446770,78.2,26.46,446770 (ACE 글로벌반도체TOP4 Plus SOLACTIVE)
379780,18.47,14.48,379780 (RISE 미국S&P500)
161510,9.06,16.22,161510 (PLUS 고배당주)
439870,8.23,14.81,439870 (KODEX 국고채30년액티브)
465580,57.4,21.07,465580 (ACE 미국빅테크TOP7 Plus)
091170,6.11,24.29,091170 (KODEX 은행)
477050,4.06,0.21,477050 (PLUS 머니마켓액티브)
451000,6.2,4.73,451000 (PLUS 종합채권(AA-이상)액티브)
148070,3.05,5.24,148070 (KOSEF 국고채10년)
467940,6.6,1.06,467940 (KODEX 25-11 회사채(A+이상)액티브)
385560,-2.79,18.25,385560 (RISE KIS국고채30년Enhanced)
474220,60.71,16.6,474220 (TIGER 미국테크TOP10+10%프리미엄)
402970,11.97,13.8,402970 (ACE 미국배당다우존스)
456610,9.75,8.38,456610 (TIGER 미국달러SOFR금리액티브(합성))
114260,2.91,5.24,114260 (KODEX 국고채3년)
251350,15.71,14.97,251350 (KODEX 선진국MSCI World)
069660,7.16,17.87,069660 (KOSEF 200)
441680,15.25,11.08,441680 (TIGER 미국나스닥100커버드콜(합성))
455030,9.9,8.39,455030 (KODEX 미국달러SOFR금리액티브(합성))
