ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
294090,이오플로우,16,5,120,14,44.0,54.0,1.0,10.0,4.9954461165140644
060260,뉴보텍,14,5,60,14,34.0,54.0,1.0,10.0,0.9233522887130043
451700,엔에이치스팩29호,52,5,60,14,49.0,54.0,1.0,10.0,0.0
143160,아이디스,36,5,60,14,44.0,54.0,1.0,10.0,0.2567078403212064
200130,콜마비앤에이치,36,5,60,14,44.0,54.0,1.0,10.0,0.19021049035684734
032190,다우데이타,36,5,60,14,44.0,54.0,1.0,10.0,0.17660150813350395
029960,코엔텍,27,5,60,14,49.0,54.0,1.0,10.0,0.11841065743994861
030960,양지사,22,5,120,14,44.0,54.0,1.0,10.0,0.07367135403750247
040420,정상제이엘에스,52,5,60,14,49.0,54.0,1.0,10.0,0.06228712105790257
078020,LS증권,47,5,120,14,49.0,59.0,1.0,10.0,0.050267143521477875
066430,와이오엠,42,5,120,14,49.0,54.0,1.0,10.0,0.03363451650681326
039020,이건홀딩스,53,5,120,14,39.0,69.0,1.0,10.0,0.029779674414890822
415580,상상인제3호스팩,52,5,60,14,49.0,54.0,1.0,10.0,0.025081023725868068
221980,케이디켐,47,5,120,14,49.0,59.0,1.0,10.0,-0.04160736001495091
018120,진로발효,47,5,120,14,49.0,59.0,1.0,10.0,-0.04555161318750256
143240,사람인,36,5,60,14,44.0,54.0,1.0,10.0,-0.06482734962315129
097780,에코볼트,43,5,120,14,34.0,54.0,1.0,10.0,-0.07886311869988538
065420,에스아이리소스,40,5,60,14,34.0,54.0,1.0,10.0,-0.16087575976041213
053950,경남제약,50,5,60,14,34.0,54.0,1.0,10.0,-0.1984507404927297
007680,대원,58,5,60,14,34.0,59.0,1.0,10.0,-0.26628901239376657
247660,나노씨엠에스,42,5,120,14,49.0,54.0,1.0,10.0,-0.4713757149425881
088290,이원컴포텍,28,5,60,14,34.0,54.0,1.0,10.0,-0.7171204068680638
069140,누리플랜,43,5,120,14,34.0,54.0,1.0,10.0,-0.9839094375742276
