Cluster,Symbol,Name,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Average_Return,Symbol_sim_return,Return,Std Dev
19,WEC,WEC 에너지 그룹,5,120,14,44,54,1.0,10.0,280.54,-17.82,10.26,20.24
19,XEL.O,엑셀 에너지,5,120,14,44,54,1.0,10.0,280.54,-17.62,8.69,19.53
19,DUK,듀크 에너지,5,120,14,44,54,1.0,10.0,280.54,20.64,6.9,18.87
19,D,도미니언 에너지,5,120,14,44,54,1.0,10.0,280.54,9.72,3.54,20.91
19,AEP.O,아메리칸 일렉트릭 파워 컴퍼니,5,120,14,44,54,1.0,10.0,280.54,26.69,3.57,20.25
19,ETR,엔터지,5,120,14,44,54,1.0,10.0,280.54,18.37,4.88,21.59
19,BAX,박스터 인터내셔널,5,120,14,44,54,1.0,10.0,280.54,-26.14,5.25,23.17
19,ED,콘솔리데이티드 에디슨,5,120,14,44,54,1.0,10.0,280.54,13.76,6.88,19.04
19,CLX,크로락스,5,120,14,44,54,1.0,10.0,280.54,-2.34,7.94,21.29
19,CAG,콘아그라 브랜즈,5,120,14,44,54,1.0,10.0,280.54,9.95,5.88,23.19
19,WTW.O,윌리스 타워스 왓슨,5,120,14,44,54,1.0,10.0,280.54,12402.64,7.74,22.95
19,PPL,PPL,5,120,14,44,54,1.0,10.0,280.54,5.19,3.2,21.13
19,LNT.O,얼라이언트 에너지,5,120,14,44,54,1.0,10.0,280.54,0.0,10.38,19.88
19,AEE,애머런,5,120,14,44,54,1.0,10.0,280.54,-19.89,10.13,20.88
19,ES,에버소스 에너지,5,120,14,44,54,1.0,10.0,280.54,-14.55,7.92,21.52
19,DTE,DTE 에너지,5,120,14,44,54,1.0,10.0,280.54,2.39,9.72,20.56
19,FE,퍼스트에너지,5,120,14,44,54,1.0,10.0,280.54,9.83,3.2,23.95
19,SJM,J.M.스머커,5,120,14,44,54,1.0,10.0,280.54,3.39,6.44,21.25
19,PNW,피너클 웨스트 캐피털,5,120,14,44,54,1.0,10.0,280.54,1.94,7.43,21.05
19,K,켈라노바,5,120,14,44,54,1.0,10.0,280.54,12.96,2.75,19.69
19,EVRG.O,에버지,5,120,14,44,54,1.0,10.0,280.54,-2.81,8.62,21.15
19,CPB,캠벨 수프,5,120,14,44,54,1.0,10.0,280.54,2.03,4.04,21.91
19,KDP.O,큐리그 닥터 페퍼,5,120,14,44,54,1.0,10.0,280.54,5.14,6.82,19.05
19,PEG,퍼블릭 서비스 엔터프라이즈,5,120,14,44,54,1.0,10.0,280.54,35.68,8.12,20.79
19,SO,서던,5,120,14,44,54,1.0,10.0,280.54,15.19,7.91,19.53
19,MO,알트리아그룹,5,120,14,44,54,1.0,10.0,280.54,-2.71,7.85,20.65
19,JNJ,존슨앤드존슨,5,120,14,44,54,1.0,10.0,280.54,0.0,7.99,16.83
19,PG,프록터 & 갬블,5,120,14,44,54,1.0,10.0,280.54,33.86,8.83,17.21
19,PEP.O,펩시코,5,120,14,44,54,1.0,10.0,280.54,91.05,8.63,17.26
19,VZ,버라이존 커뮤니케이션스,5,120,14,44,54,1.0,10.0,280.54,-10.48,4.94,18.54
19,KO,코카콜라,5,120,14,44,54,1.0,10.0,280.54,19.8,8.08,17.07
19,CL,콜게이트-팜올리브,5,120,14,44,54,1.0,10.0,280.54,-13.3,8.03,17.96
19,HON.O,허니웰 인터내셔널,5,120,14,44,54,1.0,10.0,280.54,29.24,-0.19,20.22
19,T,AT&T,5,120,14,44,54,1.0,10.0,280.54,-1.16,2.35,20.86
19,PFE,화이자,5,120,14,44,54,1.0,10.0,280.54,9.44,7.16,21.82
19,UPS,유나이티드 파셀 서비스,5,120,14,44,54,1.0,10.0,280.54,-29.16,8.87,23.01
19,BMY,브리스톨-마이어스 스큅,5,120,14,44,54,1.0,10.0,280.54,6.56,6.28,22.89
19,GIS,제너럴 밀즈,5,120,14,44,54,1.0,10.0,280.54,-4.61,6.01,19.25
19,EXC.O,엑셀론,5,120,14,44,54,1.0,10.0,280.54,7.5,3.99,23.0
19,PM,필립 모리스 인터내셔널,5,120,14,44,54,1.0,10.0,280.54,4.15,7.83,21.42
19,IBM,인터내셔날 비지니스 머신,5,120,14,44,54,1.0,10.0,280.54,4.95,4.77,22.37
19,MDT,메드트로닉,5,120,14,44,54,1.0,10.0,280.54,-7.33,8.17,22.45
19,MMM,쓰리엠 (3M),5,120,14,44,54,1.0,10.0,280.54,-1.83,4.32,23.03
19,KMB,킴벌리클라크,5,120,14,44,54,1.0,10.0,280.54,8.87,8.04,18.41
19,HRL,호멜 푸즈,5,120,14,44,54,1.0,10.0,280.54,-14.99,10.22,20.92
19,HRL,호멜 푸즈,5,120,14,49,54,1.0,10.0,279.72,-7.72,10.22,20.92
19,JNJ,존슨앤드존슨,5,120,14,49,54,1.0,10.0,279.72,4.47,7.99,16.83
19,LNT.O,얼라이언트 에너지,5,120,14,49,54,1.0,10.0,279.72,-2.61,10.38,19.88
19,KDP.O,큐리그 닥터 페퍼,5,120,14,49,54,1.0,10.0,279.72,-2.35,6.82,19.05
19,SO,서던,5,120,14,49,54,1.0,10.0,279.72,29.29,7.91,19.53
19,MO,알트리아그룹,5,120,14,49,54,1.0,10.0,279.72,1.2,7.85,20.65
19,KMB,킴벌리클라크,5,120,14,49,54,1.0,10.0,279.72,13.07,8.04,18.41
19,MMM,쓰리엠 (3M),5,120,14,49,54,1.0,10.0,279.72,-2.2,4.32,23.03
19,MDT,메드트로닉,5,120,14,49,54,1.0,10.0,279.72,-1.45,8.17,22.45
19,IBM,인터내셔날 비지니스 머신,5,120,14,49,54,1.0,10.0,279.72,1.78,4.77,22.37
19,PM,필립 모리스 인터내셔널,5,120,14,49,54,1.0,10.0,279.72,8.24,7.83,21.42
19,CPB,캠벨 수프,5,120,14,49,54,1.0,10.0,279.72,2.79,4.04,21.91
19,GIS,제너럴 밀즈,5,120,14,49,54,1.0,10.0,279.72,0.34,6.01,19.25
19,BMY,브리스톨-마이어스 스큅,5,120,14,49,54,1.0,10.0,279.72,-6.41,6.28,22.89
19,UPS,유나이티드 파셀 서비스,5,120,14,49,54,1.0,10.0,279.72,25.03,8.87,23.01
19,PFE,화이자,5,120,14,49,54,1.0,10.0,279.72,10.15,7.16,21.82
19,T,AT&T,5,120,14,49,54,1.0,10.0,279.72,-2.47,2.35,20.86
19,HON.O,허니웰 인터내셔널,5,120,14,49,54,1.0,10.0,279.72,15.44,-0.19,20.22
19,CL,콜게이트-팜올리브,5,120,14,49,54,1.0,10.0,279.72,8.67,8.03,17.96
19,KO,코카콜라,5,120,14,49,54,1.0,10.0,279.72,13.32,8.08,17.07
19,VZ,버라이존 커뮤니케이션스,5,120,14,49,54,1.0,10.0,279.72,-1.81,4.94,18.54
19,PEP.O,펩시코,5,120,14,49,54,1.0,10.0,279.72,12.59,8.63,17.26
19,PG,프록터 & 갬블,5,120,14,49,54,1.0,10.0,279.72,23.99,8.83,17.21
19,PEG,퍼블릭 서비스 엔터프라이즈,5,120,14,49,54,1.0,10.0,279.72,16.41,8.12,20.79
19,EXC.O,엑셀론,5,120,14,49,54,1.0,10.0,279.72,-0.34,3.99,23.0
