Cluster,Symbol,Name,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Average_Return,Symbol_sim_return,Return,Std Dev
35,550041,N2 미국 IT TOP5 ETN(H),5,120,14,49,54,1.0,10.0,44.15,3.84,30.03,27.81
35,381180,TIGER 미국필라델피아반도체나스닥,5,120,14,49,54,1.0,10.0,44.15,36.94,30.18,28.07
35,236350,TIGER 인도니프티50레버리지(합성),5,120,14,49,54,1.0,10.0,44.15,134.49,27.16,32.32
35,385510,KODEX K-신재생에너지액티브,5,120,14,49,54,1.0,10.0,44.15,135.3,28.32,29.03
35,500037,신한 레버리지 금 선물 ETN,5,120,14,49,54,1.0,10.0,44.15,33.54,22.18,28.36
35,570059,한투 레버리지 금 선물 ETN,5,120,14,49,54,1.0,10.0,44.15,34.47,22.8,26.24
35,287180,ARIRANG 미국나스닥테크,5,120,14,49,54,1.0,10.0,44.15,64.65,25.33,24.76
35,450910,SOL 코스닥150,5,120,14,49,54,1.0,10.0,44.15,0.0,28.28,29.42
35,463250,TIGER 스페이스테크iSelect,5,120,14,49,54,1.0,10.0,44.15,0.0,28.5,30.43
35,433500,ACE 원자력테마딥서치,5,120,14,49,54,1.0,10.0,44.15,38.88,25.83,25.63
35,461450,KODEX 코스닥글로벌,5,120,14,49,54,1.0,10.0,44.15,0.0,29.36,30.09
35,419170,HANARO 미국메타버스iSelect,5,120,14,49,54,1.0,10.0,44.15,0.0,24.49,26.42
35,002840,미원상사,5,120,14,49,54,1.0,10.0,44.15,91.78,30.2,29.81
35,419170,HANARO 미국메타버스iSelect,5,120,14,49,59,1.0,10.0,40.94,0.0,24.49,26.42
35,461450,KODEX 코스닥글로벌,5,120,14,49,59,1.0,10.0,40.94,0.0,29.36,30.09
35,433500,ACE 원자력테마딥서치,5,120,14,49,59,1.0,10.0,40.94,68.92,25.83,25.63
35,463250,TIGER 스페이스테크iSelect,5,120,14,49,59,1.0,10.0,40.94,0.0,28.5,30.43
