Cluster,Symbol,Name,Return,Std Dev
0,NVDA.O,엔비디아,62.28,45.01
0,AMD.O,어드밴스드 마이크로 디바이시스(AMD),45.93,55.98
0,ACLS.O,액셀리스 테크놀로지스,43.39,53.92
1,AVGO.O,브로드컴,42.91,34.71
1,MU.O,마이크론 테크놀로지,35.14,46.34
1,AMAT.O,어플라이드 머티어리얼즈,31.87,36.01
1,ASML.O,ASML 홀딩 ADR,36.26,34.3
1,LRCX.O,램 리서치,40.57,37.79
1,KLAC.O,KLA,37.05,35.12
1,NXPI.O,NXP 세미콘덕터,35.06,42.11
1,ON.O,온 세미콘덕터,30.84,44.47
1,MPWR.O,모놀리식 파워 시스템즈,42.13,40.08
1,TER.O,테라다인,29.83,37.36
1,ENTG.O,인테그리스,38.25,39.77
1,LSCC.O,래티스 세미컨덕터,33.36,47.88
2,MRVL.O,마벨 테크놀로지 그룹,20.92,41.58
2,SWKS.O,스카이웍스 솔루션스,23.5,40.6
2,COHR.K,코히런트,24.22,45.91
2,QRVO.O,코보,15.41,42.17
2,GFS.O,글로벌파운드리,18.79,49.55
2,RMBS.O,램버스,21.59,44.44
2,AMKR.O,앰코 테크놀로지,28.63,47.6
2,ALGM.O,알레그로 마이크로시스템즈,29.24,46.33
3,TSM,타이완 반도체 매뉴팩처링 ADR,28.31,29.57
3,INTC.O,인텔,8.26,30.52
3,QCOM.O,퀄컴,19.95,32.89
3,TXN.O,텍사스 인스트루먼트,20.23,26.68
3,ADI.O,애널로그 디바이시스,20.67,28.75
3,MCHP.O,마이크로칩 테크놀러지,20.5,33.33
4,WOLF.K,울프스피드,-15.49,74.3
