ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
TSL.O,GraniteShares 1.25x Long TSLA Daily ETF,141,5,120,14,39.0,54.0,1.0,10.0,810601.0001730416
SPXN.K,ProShares S&P 500 Ex-Financials ETF,92,5,60,14,44.0,54.0,1.0,10.0,4.559632166449075
SPXV.K,ProShares S&P 500 Ex-Health Care ETF,92,5,60,14,44.0,54.0,1.0,10.0,3.8481457655884865
SPXE.K,ProShares S&P 500 Ex-Energy ETF,92,5,60,14,44.0,54.0,1.0,10.0,3.478314182971987
XLG,Invesco S&P 500 Top 50 ETF,93,5,60,14,29.0,54.0,1.0,10.0,0.5585078742570047
PSI,Invesco Semiconductors ETF,62,5,120,14,44.0,54.0,1.0,10.0,0.516466392550845
RPG,Invesco S&P 500 Pure Growth ETF,93,5,60,14,29.0,54.0,1.0,10.0,0.40682301763157414
RSPT.K,Invesco S&P 500 Eql Wght Technology ETF,86,5,120,14,34.0,54.0,1.0,10.0,0.399615158591051
PTF.O,Invesco Dorsey Wright Technology Momentum ETF,74,5,60,14,49.0,54.0,1.0,10.0,0.3370381108592557
PSCH.O,Invesco S&P SmallCap Health Care ETF,93,5,60,14,29.0,54.0,1.0,10.0,0.20845396567826868
RSBT.K,Return Stacked Bonds & Managed Futures ETF,125,5,60,14,49.0,54.0,1.0,10.0,1.095244732491624
PRF,Invesco FTSE RAFI US 1000 ETF,107,5,120,14,39.0,54.0,1.0,10.0,0.1658844339901968
BMVP.K,Invesco Bloomberg MVP Multi-Factor ETF,104,5,120,14,34.0,54.0,1.0,10.0,0.16147535379535305
PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,86,5,120,14,34.0,54.0,1.0,10.0,0.15066299579691167
KRBN.K,KraneShares Global Carbon Strategy ETF,62,5,120,14,44.0,54.0,1.0,10.0,0.09336061012507879
YINN.K,Direxion Daily FTSE China Bull 3x Shares,95,5,120,14,39.0,74.0,1.0,10.0,0.021643122583669294
PFFD.K,Global X Us Preferred Etf,125,5,60,14,49.0,54.0,1.0,10.0,0.006606984051115594
IYZ,iShares US Telecommunications ETF,112,5,60,14,44.0,54.0,1.0,10.0,-0.0024943033790107982
IBTE.O,iShares iBonds Dec 2024 Term Treasury ETF,121,5,120,14,39.0,54.0,1.0,10.0,-0.003498808039118506
LTPZ.K,PIMCO 15+ Year US TIPS Index Exchange-Traded Fund,106,5,60,14,44.0,54.0,1.0,10.0,-0.003706731642338257
SVOL.K,Simplify Volatility Premium ETF,125,5,60,14,49.0,54.0,1.0,10.0,-0.004253445201518158
QAT.O,iShares MSCI Qatar ETF,122,5,60,14,44.0,54.0,1.0,10.0,-0.006314769994110736
TLT.O,iShares 20+ Year Treasury Bond ETF,112,5,60,14,44.0,54.0,1.0,10.0,-0.009163560776773827
EPRF.K,Innovator S&P Investment Grade Preferred ETF,125,5,60,14,49.0,54.0,1.0,10.0,-0.010261629012100482
ZROZ.K,PIMCO 25+ Year Zero Coupon US Treasury Index ETF,116,5,60,14,44.0,54.0,1.0,10.0,-0.028697005666961317
QYLD.O,Global X NASDAQ 100 Covered Call ETF,125,5,60,14,49.0,54.0,1.0,10.0,-0.03024924827541242
PFLD.K,AAM Low Duration Preferred and Income Sec ETF,125,5,60,14,49.0,54.0,1.0,10.0,-0.033525713004746494
SPFF.K,Global X SuperIncome Preferred Etf,125,5,60,14,49.0,54.0,1.0,10.0,-0.03585709706187634
YYY,Amplify High Income ETF,125,5,60,14,49.0,54.0,1.0,10.0,-0.03959331454388837
EDV,Vanguard Extended Duration Treasury Index Fd;ETF,116,5,60,14,44.0,54.0,1.0,10.0,-0.05764930562413717
UST,ProShares Ultra 7-10 Year Treasury,115,5,60,14,39.0,54.0,1.0,10.0,-0.06314961108967143
TYD,Direxion Daily 7-10 Year Treasury Bull 3X Shares,116,5,60,14,44.0,54.0,1.0,10.0,-0.09686476411886569
KBA,KraneShares Bosera MSCI China A 50 Connect Idx ETF,107,5,120,14,39.0,54.0,1.0,10.0,-0.11463056287558482
PNQI.O,Invesco Nasdaq Internet ETF,86,5,120,14,34.0,54.0,1.0,10.0,-0.4797944231315393
BITI.K,ProShares Short Bitcoin Strategy ETF,155,5,60,14,24.0,54.0,1.0,10.0,-0.6412344752545688
