,Return,Std Dev,Symbol(Name)
005930,16.16,26.33,005930 (삼성전자)
000660,25.67,37.55,000660 (SK하이닉스)
373220,-4.33,40.62,373220 (LG에너지솔루션)
207940,36.13,39.07,207940 (삼성바이오로직스)
005380,11.61,32.48,005380 (현대차)
005935,18.03,26.9,005935 (삼성전자우)
000270,19.06,32.15,000270 (기아)
068270,37.76,54.76,068270 (셀트리온)
105560,7.47,30.23,105560 (KB금융)
005490,1.89,31.69,005490 (POSCO홀딩스)
035420,14.5,35.16,035420 (NAVER)
055550,5.32,28.01,055550 (신한지주)
028260,8.93,33.85,028260 (삼성물산)
006400,15.03,38.6,006400 (삼성SDI)
051910,11.54,38.67,051910 (LG화학)
012330,8.06,33.23,012330 (현대모비스)
003670,46.13,43.99,003670 (포스코퓨처엠)
032830,2.71,28.5,032830 (삼성생명)
035720,15.16,36.98,035720 (카카오)
086790,10.28,32.97,086790 (하나금융지주)
000810,8.74,28.4,000810 (삼성화재)
066570,5.35,35.03,066570 (LG전자)
138040,31.87,36.08,138040 (메리츠금융지주)
042700,55.23,47.64,042700 (한미반도체)
402340,23.55,41.4,402340 (SK스퀘어)
329180,23.4,41.37,329180 (HD현대중공업)
259960,-6.25,45.55,259960 (크래프톤)
034020,2.47,45.36,034020 (두산에너빌리티)
003550,6.15,31.37,003550 (LG)
012450,17.31,42.14,012450 (한화에어로스페이스)
015760,0.21,28.5,015760 (한국전력)
011200,0.45,56.83,011200 (HMM)
009150,9.77,35.88,009150 (삼성전기)
018260,-1.77,34.35,018260 (삼성에스디에스)
267260,51.52,57.32,267260 (HD현대일렉트릭)
009540,8.94,40.35,009540 (HD한국조선해양)
033780,4.86,22.96,033780 (KT&G)
034730,15.98,36.32,034730 (SK)
017670,7.12,23.86,017670 (SK텔레콤)
010130,13.95,35.17,010130 (고려아연)
024110,3.76,27.61,024110 (기업은행)
316140,3.67,28.91,316140 (우리금융지주)
323410,-24.25,49.63,323410 (카카오뱅크)
096770,8.5,41.76,096770 (SK이노베이션)
047050,13.75,43.77,047050 (포스코인터내셔널)
030200,1.68,20.81,030200 (KT)
459580,3.8,0.15,459580 (KODEX CD금리액티브(합성))
090430,10.79,36.88,090430 (아모레퍼시픽)
010140,4.36,40.73,010140 (삼성중공업)
003490,2.46,35.13,003490 (대한항공)
352820,5.44,51.23,352820 (하이브)
005830,14.55,33.41,005830 (DB손해보험)
000100,16.32,33.14,000100 (유한양행)
010950,8.52,36.36,010950 (S-Oil)
069500,7.32,17.02,069500 (KODEX 200)
011070,18.4,43.37,011070 (LG이노텍)
034220,-0.79,36.58,034220 (LG디스플레이)
010120,13.88,38.12,010120 (LS ELECTRIC)
326030,-1.58,43.52,326030 (SK바이오팜)
357870,2.25,0.23,357870 (TIGER CD금리투자KIS(합성))
005387,16.06,32.42,005387 (현대차2우B)
011790,27.01,42.92,011790 (SKC)
267250,5.65,34.11,267250 (HD현대)
022100,24.6,44.51,022100 (포스코DX)
051900,7.96,35.06,051900 (LG생활건강)
097950,9.48,31.58,097950 (CJ제일제당)
443060,-70.22,86.45,443060 (HD현대마린솔루션)
241560,14.65,40.3,241560 (두산밥캣)
251270,-3.46,44.37,251270 (넷마블)
088980,9.71,11.32,088980 (맥쿼리인프라)
161390,4.92,34.68,161390 (한국타이어앤테크놀로지)
066970,33.23,55.24,066970 (엘앤에프)
006260,9.44,38.16,006260 (LS)
021240,10.11,34.57,021240 (코웨이)
047810,15.35,40.1,047810 (한국항공우주)
423160,3.32,0.13,423160 (KODEX KOFR금리액티브(합성))
001570,66.15,60.25,001570 (금양)
180640,37.38,55.45,180640 (한진칼)
009830,14.73,45.52,009830 (한화솔루션)
086280,12.97,36.21,086280 (현대글로비스)
006800,0.19,35.44,006800 (미래에셋증권)
011170,9.81,42.58,011170 (롯데케미칼)
028050,2.4,44.29,028050 (삼성E&A)
005070,56.33,56.56,005070 (코스모신소재)
029780,1.44,27.35,029780 (삼성카드)
011780,27.51,44.75,011780 (금호석유)
307950,26.44,48.03,307950 (현대오토에버)
079550,24.71,45.13,079550 (LIG넥스원)
003230,41.0,46.26,003230 (삼양식품)
064350,12.13,47.79,064350 (현대로템)
078930,7.42,31.45,078930 (GS)
032640,5.7,30.3,032640 (LG유플러스)
302440,-17.42,54.92,302440 (SK바이오사이언스)
005940,4.0,33.58,005940 (NH투자증권)
036570,10.51,40.91,036570 (엔씨소프트)
360750,21.09,14.64,360750 (TIGER 미국S&P500)
010620,15.12,43.48,010620 (HD현대미포)
005385,15.52,30.64,005385 (현대차우)
071050,12.93,37.71,071050 (한국금융지주)
036460,5.85,35.3,036460 (한국가스공사)
016360,1.97,29.93,016360 (삼성증권)
128940,21.77,44.89,128940 (한미약품)
004020,-1.43,36.0,004020 (현대제철)
000150,20.17,45.76,000150 (두산)
377300,-42.45,58.16,377300 (카카오페이)
449170,3.65,0.15,449170 (TIGER KOFR금리액티브(합성))
133690,22.53,18.23,133690 (TIGER 미국나스닥100)
271560,8.49,36.12,271560 (오리온)
039490,16.61,37.92,039490 (키움증권)
000720,2.12,39.07,000720 (현대건설)
298040,62.94,57.69,298040 (효성중공업)
001040,11.73,35.02,001040 (CJ)
272210,25.84,44.27,272210 (한화시스템)
007660,43.36,52.58,007660 (이수페타시스)
001450,9.44,31.79,001450 (현대해상)
035250,3.24,28.63,035250 (강원랜드)
361610,-24.72,50.77,361610 (SK아이이테크놀로지)
381180,31.53,28.01,381180 (TIGER 미국필라델피아반도체나스닥)
273130,1.8,3.05,273130 (KODEX 종합채권(AA-이상)액티브)
001440,-15.07,56.23,001440 (대한전선)
381170,31.17,23.26,381170 (TIGER 미국테크TOP10 INDXX)
052690,14.43,49.2,052690 (한전기술)
175330,12.49,25.28,175330 (JB금융지주)
002380,7.01,38.69,002380 (KCC)
138930,0.18,28.9,138930 (BNK금융지주)
004370,8.9,29.97,004370 (농심)
088350,-1.39,35.12,088350 (한화생명)
