Cluster,Symbol,Name,Return,Std Dev
0,NVDA.O,엔비디아,61.41,45.03
0,AMD.O,어드밴스드 마이크로 디바이시스(AMD),44.57,55.99
0,ACLS.O,액셀리스 테크놀로지스,42.3,53.96
1,AVGO.O,브로드컴,41.43,34.78
1,MU.O,마이크론 테크놀로지,33.73,46.36
1,ASML.O,ASML 홀딩 ADR,34.5,34.47
1,AMAT.O,어플라이드 머티어리얼즈,30.52,36.12
1,LRCX.O,램 리서치,38.62,37.9
1,KLAC.O,KLA,35.89,35.21
1,NXPI.O,NXP 세미콘덕터,34.83,42.11
1,MPWR.O,모놀리식 파워 시스템즈,41.65,40.14
1,ON.O,온 세미콘덕터,30.67,44.48
1,TER.O,테라다인,29.48,37.39
1,ENTG.O,인테그리스,37.31,39.81
1,LSCC.O,래티스 세미컨덕터,32.49,47.9
2,MRVL.O,마벨 테크놀로지 그룹,20.24,41.65
2,SWKS.O,스카이웍스 솔루션스,24.15,40.6
2,COHR.K,코히런트,23.87,45.9
2,QRVO.O,코보,15.68,42.16
2,GFS.O,글로벌파운드리,20.62,49.57
2,RMBS.O,램버스,21.01,44.47
2,AMKR.O,앰코 테크놀로지,28.54,47.63
2,ALGM.O,알레그로 마이크로시스템즈,26.83,46.4
3,TSM,타이완 반도체 매뉴팩처링 ADR,27.33,29.66
3,INTC.O,인텔,8.5,30.59
3,QCOM.O,퀄컴,19.1,32.96
3,TXN.O,텍사스 인스트루먼트,20.2,26.68
3,ADI.O,애널로그 디바이시스,20.64,28.77
3,MCHP.O,마이크로칩 테크놀러지,20.14,33.35
4,WOLF.K,울프스피드,-18.73,74.19
