,Return,Std Dev,Symbol(Name)
NVDA.O,61.41,45.03,NVDA.O (엔비디아)
AMD.O,44.57,55.99,AMD.O (어드밴스드 마이크로 디바이시스(AMD))
AVGO.O,41.43,34.78,AVGO.O (브로드컴)
TSM,27.33,29.66,TSM (타이완 반도체 매뉴팩처링 ADR)
INTC.O,8.5,30.59,INTC.O (인텔)
MU.O,33.73,46.36,MU.O (마이크론 테크놀로지)
ASML.O,34.5,34.47,ASML.O (ASML 홀딩 ADR)
QCOM.O,19.1,32.96,QCOM.O (퀄컴)
AMAT.O,30.52,36.12,AMAT.O (어플라이드 머티어리얼즈)
LRCX.O,38.62,37.9,LRCX.O (램 리서치)
TXN.O,20.2,26.68,TXN.O (텍사스 인스트루먼트)
KLAC.O,35.89,35.21,KLAC.O (KLA)
ADI.O,20.64,28.77,ADI.O (애널로그 디바이시스)
NXPI.O,34.83,42.11,NXPI.O (NXP 세미콘덕터)
MRVL.O,20.24,41.65,MRVL.O (마벨 테크놀로지 그룹)
MCHP.O,20.14,33.35,MCHP.O (마이크로칩 테크놀러지)
MPWR.O,41.65,40.14,MPWR.O (모놀리식 파워 시스템즈)
ON.O,30.67,44.48,ON.O (온 세미콘덕터)
TER.O,29.48,37.39,TER.O (테라다인)
SWKS.O,24.15,40.6,SWKS.O (스카이웍스 솔루션스)
ENTG.O,37.31,39.81,ENTG.O (인테그리스)
COHR.K,23.87,45.9,COHR.K (코히런트)
QRVO.O,15.68,42.16,QRVO.O (코보)
WOLF.K,-18.73,74.19,WOLF.K (울프스피드)
GFS.O,20.62,49.57,GFS.O (글로벌파운드리)
LSCC.O,32.49,47.9,LSCC.O (래티스 세미컨덕터)
RMBS.O,21.01,44.47,RMBS.O (램버스)
ACLS.O,42.3,53.96,ACLS.O (액셀리스 테크놀로지스)
AMKR.O,28.54,47.63,AMKR.O (앰코 테크놀로지)
ALGM.O,26.83,46.4,ALGM.O (알레그로 마이크로시스템즈)
