ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
TSL.O,GraniteShares 1.25x Long TSLA Daily ETF,130,5,120,14,44.0,54.0,1.0,10.0,46.20966862830289
EVAV.K,Direxion Daily Electric & Autonms Vhcls Bl 2X Shs,158,5,60,14,29.0,54.0,1.0,10.0,17.176887816977295
PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,70,5,60,14,39.0,54.0,1.0,10.0,0.5427322221774722
RFG,Invesco S&P MidCap 400 Pure Growth ETF,87,5,120,14,34.0,54.0,1.0,10.0,0.4571610131363797
XLG,Invesco S&P 500 Top 50 ETF,81,5,60,14,29.0,54.0,1.0,10.0,0.45332600114695065
PSI,Invesco Semiconductors ETF,52,5,60,14,49.0,54.0,1.0,10.0,0.3628117011366716
PEY.O,Invesco High Yield Equity Dividend Achvrs ETF,80,5,60,14,49.0,54.0,1.0,10.0,0.3471441376666844
RPG,Invesco S&P 500 Pure Growth ETF,81,5,60,14,29.0,54.0,1.0,10.0,0.3347373591531695
RSPT.K,Invesco S&P 500 Eql Wght Technology ETF,68,5,120,14,34.0,54.0,1.0,10.0,0.32363622443314344
PSCH.O,Invesco S&P SmallCap Health Care ETF,70,5,60,14,39.0,54.0,1.0,10.0,0.314392361063742
KNG,FT Vest S&P 500 Dividend Aristocrats Tgt Inc,89,5,60,14,49.0,54.0,1.0,10.0,0.2958207381294915
PTF.O,Invesco Dorsey Wright Technology Momentum ETF,52,5,60,14,49.0,54.0,1.0,10.0,0.2929629222372705
PSCT.O,Invesco S&P SmallCap Information Tech ETF,70,5,60,14,39.0,54.0,1.0,10.0,0.28117389964510653
RETL.K,Direxion Daily Retail Bull 3X Shares,22,5,120,14,49.0,64.0,1.0,10.0,0.23811924538524076
PRF,Invesco FTSE RAFI US 1000 ETF,93,5,120,14,39.0,54.0,1.0,10.0,0.20555344339970882
BMVP.K,Invesco Bloomberg MVP Multi-Factor ETF,93,5,120,14,39.0,54.0,1.0,10.0,0.20529008545163285
RSPU.K,Invesco S&P 500 Eql Wght Utilities ETF,88,5,60,14,44.0,54.0,1.0,10.0,0.19514357070805577
CDC.O,VictoryShares US EQ Income Enh Vol Wtd Idx ETF,82,5,60,14,49.0,54.0,1.0,10.0,0.17353411809179176
RSPH.K,Invesco S&P 500 Eql Wght Health Care ETF,81,5,60,14,29.0,54.0,1.0,10.0,0.17145285167699065
FIAX.K,Nicholas Fixed Income Alternative ETF,109,5,120,14,39.0,54.0,1.0,10.0,0.16943990045406898
PRFZ.O,Invesco FTSE RAFI US 1500 Small Mid ETF,87,5,120,14,34.0,54.0,1.0,10.0,0.1453924976648202
RWJ,Invesco S&P SmallCap 600 Revenue ETF,70,5,60,14,39.0,54.0,1.0,10.0,0.1430082221331508
KMLM.K,KFA Mount Lucas Managed Futures Index Strategy ETF,89,5,60,14,49.0,54.0,1.0,10.0,0.12773306539026597
XONE.K,BondBloxx Bloomberg 1 Yr Tgt Duration US Trsy ETF,105,5,120,14,44.0,54.0,1.0,10.0,0.11684260820606251
LBAY.K,Leatherback Long/Short Alternative Yield ETF,78,5,60,14,49.0,54.0,1.0,10.0,0.10759969803369462
RSPM.K,Invesco S&P 500 Eql Wght Materials ETF,87,5,120,14,34.0,54.0,1.0,10.0,0.10490223646332808
SPXV.K,ProShares S&P 500 Ex-Health Care ETF,76,5,60,14,49.0,54.0,1.0,10.0,0.10423469328861557
SPXE.K,ProShares S&P 500 Ex-Energy ETF,76,5,60,14,49.0,54.0,1.0,10.0,0.09134973400499136
PSCC.O,Invesco S&P SmallCap Consumer Staples ETF,81,5,60,14,29.0,54.0,1.0,10.0,0.08923175252426718
SPXN.K,ProShares S&P 500 Ex-Financials ETF,76,5,60,14,49.0,54.0,1.0,10.0,0.08104165230474658
WPS,iShares International Developed Property ETF,99,5,60,14,44.0,54.0,1.0,10.0,0.06860875212005069
IDX,VanEck Indonesia Index ETF,102,5,120,14,39.0,54.0,1.0,10.0,0.05751347748711977
LTPZ.K,PIMCO 15+ Year US TIPS Index Exchange-Traded Fund,97,5,120,14,49.0,54.0,1.0,10.0,0.04615434497922544
XHE,SPDR S&P Health Care Equipment ETF,65,5,60,14,49.0,54.0,1.0,10.0,0.031366724955002034
CSF.O,VictoryShares US Discovery Enh Vol Wtd Idx ETF,89,5,60,14,49.0,54.0,1.0,10.0,0.027244152802738286
JRE,Janus Henderson US Real Estate ETF,108,5,120,14,49.0,54.0,1.0,10.0,0.02671371043616122
VTES.K,Vanguard Short-Term Tax-Exempt Bond ETF,105,5,120,14,44.0,54.0,1.0,10.0,0.022784742915361367
INDS.K,Pacer Industrial Real Estate ETF,64,5,120,14,49.0,54.0,1.0,10.0,0.02164533247426359
KOLD.K,ProShares UltraShort Bloomberg Natural Gas,31,5,60,14,44.0,54.0,1.0,10.0,0.012264740216632264
VCLT.O,Vanguard Long-Term Corporate Bond Idx Fund;ETF,103,5,60,14,44.0,54.0,1.0,10.0,0.011580255511988602
PSCU.O,Invesco S&P SmallCap Utilities & Comm Svcs,85,5,120,14,44.0,54.0,1.0,10.0,0.011328703807133023
ILTB.K,iShares Core 10+ Year USD Bond ETF,103,5,60,14,44.0,54.0,1.0,10.0,0.007713003420735776
PFFR.K,InfraCap REIT Preferred ETF,108,5,120,14,49.0,54.0,1.0,10.0,0.007516945099265815
BLV,Vanguard Long-Term Bond Index Fund;ETF,103,5,60,14,44.0,54.0,1.0,10.0,0.006130739403457985
PEX,ProShares Global Listed Private Equity ETF,108,5,120,14,49.0,54.0,1.0,10.0,0.005192958251203805
IYZ,iShares US Telecommunications ETF,99,5,60,14,44.0,54.0,1.0,10.0,0.001947934986849198
PVI,Invesco Floating Rate Municipal Income ETF,105,5,120,14,44.0,54.0,1.0,10.0,0.00039184252457702407
TIPZ.K,PIMCO Broad US TIPS Index Exchange-Traded Fund,104,5,120,14,39.0,54.0,1.0,10.0,-0.0011069849677503019
OBIL.O,US Treasury 12 Month Bill ETF,105,5,120,14,44.0,54.0,1.0,10.0,0.09576831790669127
VGSH.O,Vanguard Short-Term Treasury Index Fund;ETF,105,5,120,14,44.0,54.0,1.0,10.0,-0.0016070235351265394
UTWO.O,US Treasury 2 Year Note ETF,109,5,120,14,39.0,54.0,1.0,10.0,-0.0019436394109167976
IBTE.O,iShares iBonds Dec 2024 Term Treasury ETF,109,5,120,14,39.0,54.0,1.0,10.0,-0.002471904293483096
BILS.K,SPDR Bloomberg 3-12 Month T-Bill ETF,105,5,120,14,44.0,54.0,1.0,10.0,-0.002909704728569107
BBSB.K,JPMorgan BetaBuilders US Treasury Bond 1-3 Yr ETF,109,5,120,14,39.0,54.0,1.0,10.0,-0.0029169668275118577
CSHI.K,NEOS Enhanced Income 1-3 Month T-Bill ETF,105,5,120,14,44.0,54.0,1.0,10.0,-0.004045730520084501
XBIL.O,US Treasury 6 Month Bill ETF,105,5,120,14,44.0,54.0,1.0,10.0,-0.003192968264311591
SCHO.K,Schwab Short Term US Treasury ETF,105,5,120,14,44.0,54.0,1.0,10.0,-0.004764785952095174
FTSD.K,Franklin Short Duration US Government ETF,105,5,120,14,44.0,54.0,1.0,10.0,-0.005426903090657187
IBTF.O,iShares iBonds Dec 2025 Term Treasury ETF,109,5,120,14,39.0,54.0,1.0,10.0,-0.006241868708413145
LDEM.O,iShares ESG MSCI EM Leaders ETF,108,5,120,14,49.0,54.0,1.0,10.0,-0.011646000148023972
KALL.K,KraneShares MSCI All China Index ETF,108,5,120,14,49.0,54.0,1.0,10.0,-0.01175332781030669
WIP,SPDR FTSE Intl Govt Inflation-Protected Bond ETF,110,5,60,14,39.0,54.0,1.0,10.0,-0.020395191698649118
UST,ProShares Ultra 7-10 Year Treasury,103,5,60,14,44.0,54.0,1.0,10.0,-0.020494652220902743
ALTY.O,Global X Alternative Income ETF,108,5,120,14,49.0,54.0,1.0,10.0,-0.024840236346596822
SRVR.K,Pacer Data & Infrastructure RE,88,5,60,14,44.0,54.0,1.0,10.0,-0.031047276233906906
ZROZ.K,PIMCO 25+ Year Zero Coupon US Treasury Index ETF,108,5,120,14,49.0,54.0,1.0,10.0,-0.037570302487751284
KBWD.O,Invesco KBW High Dividend Yield Financial ETF,108,5,120,14,49.0,54.0,1.0,10.0,-0.04377088578613231
ALTL.K,Pacer Lunt Large Cap Alternator ETF,65,5,60,14,49.0,54.0,1.0,10.0,-0.04067779759088541
VGLT.O,Vanguard Long-Term Treasury Index Fund;ETF,103,5,60,14,44.0,54.0,1.0,10.0,-0.04266979795560344
