ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
TSL.O,GraniteShares 1.25x Long TSLA Daily ETF,142,5,120,14,44.0,64.0,1.0,10.0,1.0569910684452921
XLG,Invesco S&P 500 Top 50 ETF,83,5,120,14,44.0,64.0,1.0,10.0,0.4063016858836308
PTF.O,Invesco Dorsey Wright Technology Momentum ETF,57,5,120,14,44.0,64.0,1.0,10.0,0.3716591952944195
RPG,Invesco S&P 500 Pure Growth ETF,83,5,120,14,44.0,64.0,1.0,10.0,0.3298840575496016
RSPT.K,Invesco S&P 500 Eql Wght Technology ETF,72,5,120,14,34.0,74.0,1.0,10.0,0.2852406984611886
PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,72,5,120,14,34.0,74.0,1.0,10.0,0.2634566492394077
RSPU.K,Invesco S&P 500 Eql Wght Utilities ETF,95,5,120,14,44.0,64.0,1.0,10.0,0.244590355961243
BABX.O,GraniteShares 2x Long BABA Daily ETF,122,5,120,14,44.0,64.0,1.0,10.0,0.19776114130356093
RSPN.K,Invesco S&P 500 Eql Wght Industrials ETF,83,5,120,14,44.0,64.0,1.0,10.0,0.1923926312063975
PRF,Invesco FTSE RAFI US 1000 ETF,98,5,120,14,34.0,64.0,1.0,10.0,0.18828711838613077
RWJ,Invesco S&P SmallCap 600 Revenue ETF,83,5,120,14,44.0,64.0,1.0,10.0,0.15020577718073258
PRFZ.O,Invesco FTSE RAFI US 1500 Small Mid ETF,94,5,120,14,34.0,64.0,1.0,10.0,0.10694904504072178
RSPH.K,Invesco S&P 500 Eql Wght Health Care ETF,83,5,120,14,44.0,64.0,1.0,10.0,0.09238920169093379
LTPZ.K,PIMCO 15+ Year US TIPS Index Exchange-Traded Fund,110,5,120,14,44.0,64.0,1.0,10.0,0.022072530791302336
KRBN.K,KraneShares Global Carbon Strategy ETF,51,5,120,14,44.0,74.0,1.0,10.0,0.042892765439801916
UST,ProShares Ultra 7-10 Year Treasury,110,5,120,14,44.0,64.0,1.0,10.0,0.01688418014389148
SPTL.K,SPDR Portfolio Long Term Treasury ETF,110,5,120,14,44.0,64.0,1.0,10.0,0.0016319045910113683
TIPZ.K,PIMCO Broad US TIPS Index Exchange-Traded Fund,113,5,120,14,44.0,64.0,1.0,10.0,-0.0003033005373311859
PVI,Invesco Floating Rate Municipal Income ETF,112,5,120,14,44.0,64.0,1.0,10.0,-0.0006294397399582152
IBTE.O,iShares iBonds Dec 2024 Term Treasury ETF,112,5,120,14,44.0,64.0,1.0,10.0,-0.002338957540157449
CSHI.K,NEOS Enhanced Income 1-3 Month T-Bill ETF,112,5,120,14,44.0,64.0,1.0,10.0,-0.003121813884129354
VGLT.O,Vanguard Long-Term Treasury Index Fund;ETF,110,5,120,14,44.0,64.0,1.0,10.0,-0.0044566531998151415
IBTF.O,iShares iBonds Dec 2025 Term Treasury ETF,114,5,120,14,44.0,64.0,1.0,10.0,-0.004588094022771716
AGZD.O,WisdomTree Interest Rate Hdg US Aggr Bd,114,5,120,14,44.0,64.0,1.0,10.0,-0.008235956990303772
BBIP.K,JPMorgan BetaBuilders US TIPS 0-5 Year ETF,114,5,120,14,44.0,64.0,1.0,10.0,-0.02083347576687966
UBT,ProShares Ultra 20+ Year Treasury,89,5,120,14,44.0,64.0,1.0,10.0,-0.033201002297968296
SCO,ProShares UltraShort Bloomberg Crude Oil,122,5,120,14,44.0,64.0,1.0,10.0,-0.04645046734186575
JUCY.K,Aptus Enhanced Yield ETF,124,5,120,14,34.0,64.0,1.0,10.0,-0.0482654416641759
DUG,ProShares UltraShort Energy,140,5,120,14,34.0,74.0,1.0,10.0,-0.07638508283985712
FAIL.K,Cambria Global Tail Risk ETF,129,5,120,14,34.0,74.0,1.0,10.0,-0.123065454130876
RZG,Invesco S&P SmallCap 600 Pure Growth ETF,83,5,120,14,44.0,64.0,1.0,10.0,-0.25259164712025506
SARK.O,Tradr 2X Short Innovation Daily ETF,63,5,120,14,44.0,64.0,1.0,10.0,-0.25296882689000566
ERY,Direxion Daily Energy Bear 2x Shares,142,5,120,14,44.0,64.0,1.0,10.0,-0.24400886831998214
BMVP.K,Invesco Bloomberg MVP Multi-Factor ETF,84,5,120,14,44.0,64.0,1.0,10.0,-0.3625614807736688
HIBS.K,Direxion Daily S&P 500 High Beta Bear 3X Shares,157,5,120,14,34.0,64.0,1.0,10.0,-0.44171467574602574
PSCH.O,Invesco S&P SmallCap Health Care ETF,83,5,120,14,44.0,64.0,1.0,10.0,-0.4421539934852836
PNQI.O,Invesco Nasdaq Internet ETF,72,5,120,14,34.0,74.0,1.0,10.0,-0.4688581990633065
BITI.K,ProShares Short Bitcoin Strategy ETF,155,5,120,14,34.0,64.0,1.0,10.0,-0.6455567280834652
