Cluster,Symbol,Name,Return,Std Dev
0,CEG.O,콘스텔레이션 에너지,87.01,39.13
1,ENPH.O,인페이즈 에너지,70.27,80.45
1,MRNA.O,모더나,81.33,73.3
2,NVDA.O,엔비디아,62.15,45.01
2,TSLA.O,테슬라,68.56,56.22
2,SMCI.O,슈퍼 마이크로 컴퓨터,56.01,56.01
2,CRWD.O,크라우드 스트라이크 홀딩스,71.78,58.39
2,HWM,하우멧 에어로스페이스,63.58,39.58
2,BLDR.K,빌더스 퍼스트소스,67.47,44.76
3,AMD.O,어드밴스드 마이크로 디바이시스(AMD),45.37,55.98
3,NFLX.O,넷플릭스,47.41,49.95
3,PANW.O,팔로 알토 네트웍스,44.59,44.82
3,NOW,서비스나우,44.73,40.68
3,ANET.K,아리스타 네트웍스,51.29,43.5
3,URI,유나이티드 렌탈스,49.0,44.54
4,AAPL.O,애플,52.34,87.37
4,NEE,넥스트에라 에너지,35.67,85.51
4,CZR.O,시저스 엔터테인먼트,40.21,85.02
5,AMZN.O,아마존닷컴,35.16,32.57
5,AVGO.O,브로드컴,41.99,34.7
5,TT,트레인 테크놀로지,38.01,31.7
5,TDG,트랜스다임 그룹,35.82,31.24
5,VST,비스트라 에너지,34.65,34.9
5,LRCX.O,램 리서치,40.39,37.81
5,CARR.K,캐리어 글로벌,43.81,33.08
5,REGN.O,리제네론 파마슈티컬스,40.46,37.36
5,CDNS.O,케이던스 디자인 시스템즈,38.24,29.89
5,KLAC.O,KLA,36.75,35.13
5,MPWR.O,모놀리식 파워 시스템즈,41.94,40.1
5,FICO.K,페어 아이작,42.01,34.07
5,FTNT.O,포티넷,40.38,41.21
5,DPZ,도미노 피자,36.07,29.08
6,MU.O,마이크론 테크놀로지,35.17,46.35
6,UBER.K,우버 테크놀로지스,28.7,54.29
6,VRTX.O,버텍스 파마슈티컬,31.64,44.02
6,DXCM.O,덱스컴,37.75,50.84
6,NXPI.O,NXP 세미콘덕터,34.94,42.13
6,DECK.K,덱커 아웃도어,35.7,42.43
6,RCL,로얄 캐리비안 크루즈,28.28,48.19
6,TRGP.K,타르가 리소스,27.51,47.79
6,FANG.O,다이아몬드백 에너지,38.75,48.5
6,EPAM.K,이팸 시스템즈,36.23,43.91
6,ON.O,온 세미콘덕터,30.23,44.47
6,APA.O,APA (US),33.51,54.44
6,ALGN.O,얼라인 테크놀로지,35.59,45.89
6,ETSY.O,엣시,28.34,59.59
