ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
570091,한투 인버스 유로스탁스50 ETN(H) C,14,5,120,14,44.0,64.0,1.0,10.0,0.584527850802258
610037,메리츠 미국채30년 ETN(H),14,5,120,14,44.0,64.0,1.0,10.0,0.03742028149493115
500007,신한 인버스 은 선물 ETN(H),14,5,120,14,44.0,64.0,1.0,10.0,0.010780633292505781
610023,메리츠 레버리지 미국채10년 ETN(H),14,5,120,14,44.0,64.0,1.0,10.0,-0.05648400382401364
570074,한투 S&P 유럽탄소배출권 선물 ETN(H),8,5,120,14,44.0,64.0,1.0,10.0,-0.058471854458959194
610030,메리츠 S&P 유럽탄소배출권 선물 ETN(H),8,5,120,14,44.0,64.0,1.0,10.0,-0.05936206550001333
500010,신한 인버스 다우존스지수 선물 ETN(H),14,5,120,14,44.0,64.0,1.0,10.0,-0.11353457119072596
610015,메리츠 인버스 은 선물 ETN(H),14,5,120,14,44.0,64.0,1.0,10.0,-0.1166565153589274
530090,삼성 인버스 은 선물 ETN(H),14,5,120,14,44.0,64.0,1.0,10.0,-0.12365006488031793
610004,메리츠 미국레버리지 인플레이션국채ETN(H),14,5,120,14,44.0,64.0,1.0,10.0,-0.12899572650538915
570064,한투 인버스 베트남 VN30 선물 ETN(H),14,5,120,14,44.0,64.0,1.0,10.0,-0.6719401575109483
