ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
458250,TIGER 미국30년국채스트립액티브(합성 H),26,5,120,14,49.0,54.0,1.0,10.0,1.5314118834978303
275750,RISE 코스닥150선물인버스,26,5,120,14,49.0,54.0,1.0,10.0,0.1090760067210248
251340,KODEX 코스닥150선물인버스,26,5,120,14,49.0,54.0,1.0,10.0,0.10743861783151787
250780,TIGER 코스닥150선물인버스,26,5,120,14,49.0,54.0,1.0,10.0,0.10474653586893679
445930,KOSEF 차이나A50커넥트레버리지MSCI(합성H),26,5,120,14,49.0,54.0,1.0,10.0,0.0627680177910932
301410,PLUS 코스닥150선물인버스,26,5,120,14,49.0,54.0,1.0,10.0,0.04040963315956736
402460,HANARO Fn K-메타버스MZ,26,5,120,14,49.0,54.0,1.0,10.0,0.007610500824737132
414270,ACE G2전기차&자율주행액티브,26,5,120,14,49.0,54.0,1.0,10.0,0.1434102025577737
364990,TIGER 게임TOP10,26,5,120,14,49.0,54.0,1.0,10.0,-0.06697897511517426
399580,RISE 글로벌클린에너지,26,5,120,14,49.0,54.0,1.0,10.0,-0.23549970622322647
