Cluster,Symbol,Name,Return,Std Dev
0,AAPL.O,애플,52.36,87.01
1,MSFT.O,마이크로소프트,26.28,25.69
1,AMZN.O,아마존닷컴,33.67,32.6
1,V,비자,23.85,24.75
1,HD,홈디포,22.83,23.23
1,UNH,유나이티드헬스 그룹,27.15,25.09
1,CRM,세일즈포스,26.43,36.09
2,JPM,제이피모간체이스,16.96,27.47
2,NKE,나이키,15.55,27.9
2,GS,골드만삭스,13.89,28.13
2,BA,보잉,14.09,35.85
2,CAT,캐터필러,17.05,28.63
2,AMGN.O,암젠,16.97,24.09
2,AXP,아메리칸 익스프레스,17.77,28.62
2,TRV,트래블러스 컴퍼니스,13.43,22.26
3,WMT,월마트,7.41,26.08
3,CSCO.O,시스코 시스템즈,8.63,25.93
3,INTC.O,인텔,5.07,31.57
3,CVX,셰브론,8.99,27.05
3,DIS,월트 디즈니,10.54,26.11
3,MMM,쓰리엠 (3M),6.02,23.78
3,DOW,다우,8.04,36.35
4,MRK,머크 앤 코,10.7,20.65
4,KO,코카콜라,8.59,17.05
4,PG,프록터 & 갬블,8.95,17.26
4,JNJ,존슨앤드존슨,8.55,16.87
4,HON.O,허니웰 인터내셔널,-2.44,20.22
4,MCD,맥도날드,12.03,18.68
4,VZ,버라이존 커뮤니케이션스,4.86,18.58
4,IBM,인터내셔날 비지니스 머신,5.53,22.37
