,Return,Std Dev,Symbol(Name)
NVDA.O,60.89,45.06,NVDA.O (엔비디아)
AMD.O,43.72,56.0,AMD.O (어드밴스드 마이크로 디바이시스(AMD))
AVGO.O,40.76,34.86,AVGO.O (브로드컴)
TSM,27.1,29.69,TSM (타이완 반도체 매뉴팩처링 ADR)
MU.O,33.28,46.34,MU.O (마이크론 테크놀로지)
ASML.O,34.41,34.53,ASML.O (ASML 홀딩 ADR)
INTC.O,8.11,30.6,INTC.O (인텔)
QCOM.O,18.82,33.02,QCOM.O (퀄컴)
TXN.O,20.3,26.7,TXN.O (텍사스 인스트루먼트)
AMAT.O,30.35,36.18,AMAT.O (어플라이드 머티어리얼즈)
LRCX.O,38.32,37.96,LRCX.O (램 리서치)
ADI.O,20.45,28.81,ADI.O (애널로그 디바이시스)
KLAC.O,36.19,35.27,KLAC.O (KLA)
MRVL.O,20.13,41.67,MRVL.O (마벨 테크놀로지 그룹)
ON.O,30.37,44.55,ON.O (온 세미콘덕터)
NXPI.O,34.25,42.17,NXPI.O (NXP 세미콘덕터)
MPWR.O,41.79,40.2,MPWR.O (모놀리식 파워 시스템즈)
MCHP.O,19.95,33.39,MCHP.O (마이크로칩 테크놀러지)
TER.O,28.22,37.6,TER.O (테라다인)
SWKS.O,24.28,40.6,SWKS.O (스카이웍스 솔루션스)
ALGM.O,21.12,46.68,ALGM.O (알레그로 마이크로시스템즈)
ENTG.O,37.23,39.83,ENTG.O (인테그리스)
COHR.K,23.67,45.91,COHR.K (코히런트)
QRVO.O,15.69,42.16,QRVO.O (코보)
LSCC.O,32.27,47.91,LSCC.O (래티스 세미컨덕터)
RMBS.O,21.19,44.57,RMBS.O (램버스)
ACLS.O,41.95,54.01,ACLS.O (액셀리스 테크놀로지스)
WOLF.K,-20.85,74.29,WOLF.K (울프스피드)
GFS.O,17.52,49.54,GFS.O (글로벌파운드리)
AMKR.O,28.13,47.63,AMKR.O (앰코 테크놀로지)
