,Return,Std Dev,Symbol(Name)
NVDA.O,61.33,45.31,NVDA.O (엔비디아)
TSLA.O,68.41,56.42,TSLA.O (테슬라)
AAPL.O,52.36,87.01,AAPL.O (애플)
MSFT.O,26.28,25.69,MSFT.O (마이크로소프트)
GOOGL.O,24.77,27.21,GOOGL.O (알파벳 Class A)
META.O,34.07,40.08,META.O (메타 플랫폼스)
AMD.O,43.66,55.99,AMD.O (어드밴스드 마이크로 디바이시스(AMD))
AMZN.O,33.67,32.6,AMZN.O (아마존닷컴)
SBUX.O,19.54,27.38,SBUX.O (스타벅스)
SMCI.O,52.08,56.28,SMCI.O (슈퍼 마이크로 컴퓨터)
K,5.29,20.32,K (켈라노바)
GOOG.O,23.05,27.96,GOOG.O (알파벳 Class C)
LLY,29.92,24.97,LLY (일라이 릴리)
AVGO.O,41.39,35.34,AVGO.O (브로드컴)
NFLX.O,46.73,49.77,NFLX.O (넷플릭스)
MU.O,32.47,46.47,MU.O (마이크론 테크놀로지)
V,23.85,24.75,V (비자)
HD,22.83,23.23,HD (홈디포)
CMG,30.18,34.33,CMG (치폴레 멕시칸 그릴)
WMT,7.41,26.08,WMT (월마트)
JPM,16.96,27.47,JPM (제이피모간체이스)
CRWD.O,57.83,58.62,CRWD.O (크라우드 스트라이크 홀딩스)
XOM,8.5,25.27,XOM (엑슨 모빌)
CSCO.O,8.63,25.93,CSCO.O (시스코 시스템즈)
UNH,27.15,25.09,UNH (유나이티드헬스 그룹)
BRKb,14.83,19.09,BRKb (버크셔 해서웨이 Class B)
MRK,10.7,20.65,MRK (머크 앤 코)
QCOM.O,18.24,33.25,QCOM.O (퀄컴)
COST.O,24.4,20.36,COST.O (코스트코 홀세일)
INTC.O,5.07,31.57,INTC.O (인텔)
AMAT.O,30.12,36.37,AMAT.O (어플라이드 머티어리얼즈)
NKE,15.55,27.9,NKE (나이키)
CRM,26.43,36.09,CRM (세일즈포스)
OXY,7.77,42.92,OXY (옥시덴털 페트롤리움)
SCHW.K,17.54,32.93,SCHW.K (찰스 슈왑)
ADBE.O,29.89,31.87,ADBE.O (어도비)
MS,16.75,33.74,MS (모간스탠리)
BAC,13.06,33.56,BAC (뱅크오브아메리카)
KO,8.59,17.05,KO (코카콜라)
INTU.O,27.64,29.08,INTU.O (인튜이트)
PG,8.95,17.26,PG (프록터 & 갬블)
PANW.O,42.66,44.34,PANW.O (팔로 알토 네트웍스)
UBER.K,28.08,54.24,UBER.K (우버 테크놀로지스)
CVX,8.99,27.05,CVX (셰브론)
DIS,10.54,26.11,DIS (월트 디즈니)
JNJ,8.55,16.87,JNJ (존슨앤드존슨)
ABBV.K,19.75,26.34,ABBV.K (애브비)
TJX,21.71,24.89,TJX (TJX 컴퍼니스)
GS,13.89,28.13,GS (골드만삭스)
MA,28.72,27.17,MA (마스터카드)
GE,8.21,32.18,GE (제너럴 일렉트릭)
C,8.71,33.55,C (씨티그룹)
LRCX.O,37.7,38.21,LRCX.O (램 리서치)
DE,17.98,27.73,DE (디어 앤 코)
WFC,9.64,29.53,WFC (웰스파고)
CMCSA.O,14.13,24.14,CMCSA.O (컴캐스트)
COP,13.77,34.0,COP (코노코필립스)
RTX,26.77,29.08,RTX (RTX)
PFE,7.35,21.81,PFE (화이자)
HON.O,-2.44,20.22,HON.O (허니웰 인터내셔널)
NOW,44.82,40.77,NOW (서비스나우)
BKNG.O,28.97,32.51,BKNG.O (부킹 홀딩스)
PGR,22.35,22.48,PGR (프로그레시브)
TMO,22.93,24.55,TMO (써모 피셔 사이언티픽)
TGT,11.59,27.89,TGT (타겟)
BA,14.09,35.85,BA (보잉)
TMUS.O,29.11,34.3,TMUS.O (T-모바일 US)
ABT,14.32,21.69,ABT (애보트 래보라토리)
PEP.O,8.96,17.26,PEP.O (펩시코)
MCD,12.03,18.68,MCD (맥도날드)
TXN.O,19.99,26.78,TXN.O (텍사스 인스트루먼트)
PYPL.O,14.75,38.17,PYPL.O (페이팔 홀딩스)
ETN,21.24,28.0,ETN (이튼)
ANET.K,50.68,43.61,ANET.K (아리스타 네트웍스)
ORCL.K,17.28,26.68,ORCL.K (오라클)
CAT,17.05,28.63,CAT (캐터필러)
MDLZ.O,11.98,19.98,MDLZ.O (몬덜리즈 인터내셔널)
AMGN.O,16.97,24.09,AMGN.O (암젠)
MPC,28.03,39.73,MPC (매러선 페트롤리엄)
ISRG.O,26.16,31.67,ISRG.O (인튜이티브 서지컬)
ADI.O,20.0,28.92,ADI.O (애널로그 디바이시스)
AMT,15.05,24.06,AMT (아메리칸 타워)
AXP,17.77,28.62,AXP (아메리칸 익스프레스)
BMY,7.46,23.17,BMY (브리스톨-마이어스 스큅)
REGN.O,41.01,37.25,REGN.O (리제네론 파마슈티컬스)
VRTX.O,31.39,43.85,VRTX.O (버텍스 파마슈티컬)
KLAC.O,36.26,35.51,KLAC.O (KLA)
LOW,23.54,27.59,LOW (로우스 컴퍼니)
MSCI.K,28.37,30.08,MSCI.K (MSCI)
PM,8.89,21.4,PM (필립 모리스 인터내셔널)
EQIX.O,23.5,29.15,EQIX.O (이퀴닉스)
CDNS.O,36.78,30.12,CDNS.O (케이던스 디자인 시스템즈)
GM,7.87,34.11,GM (제너럴 모터스)
CAH,12.13,26.45,CAH (카디널 헬스)
UNP,17.9,24.65,UNP (유니온 퍼시픽)
MDT,8.4,22.43,MDT (메드트로닉)
ACN,19.34,24.19,ACN (액센추어)
LMT,17.79,20.89,LMT (록히드 마틴)
VZ,4.86,18.58,VZ (버라이존 커뮤니케이션스)
FTNT.O,42.12,41.61,FTNT.O (포티넷)
NXPI.O,33.8,42.23,NXPI.O (NXP 세미콘덕터)
CEG.O,77.82,40.67,CEG.O (콘스텔레이션 에너지)
ELV,9.36,23.78,ELV (엘레반스 헬스)
SHW,24.6,24.8,SHW (셔윈-윌리엄즈)
ORLY.O,29.41,25.35,ORLY.O (오레일리 오토모티브)
MCK,20.05,26.16,MCK (매케슨)
MSI,24.67,24.15,MSI (모토로라 솔루션스)
CSX.O,17.48,27.35,CSX.O (CSX)
PH,23.08,29.91,PH (파커-하니핀)
MCHP.O,19.08,33.58,MCHP.O (마이크로칩 테크놀러지)
ABNB.O,6.91,50.29,ABNB.O (에어비앤비)
MMM,6.02,23.78,MMM (쓰리엠 (3M))
LIN.O,22.75,25.53,LIN.O (린드)
VST,33.21,35.87,VST (비스트라 에너지)
EMR,9.59,26.41,EMR (에머슨 일렉트릭)
BX,27.43,34.77,BX (블랙스톤)
ALL,16.76,23.17,ALL (올스테이트)
UPS,8.26,23.21,UPS (유나이티드 파셀 서비스)
VLO,25.94,38.97,VLO (발레로 에너지)
ZTS,20.39,25.48,ZTS (조에티스)
EW,21.45,33.09,EW (에드워즈 라이프사이언시스)
FCX,15.04,49.68,FCX (프리포트 맥모란)
TT,38.45,31.65,TT (트레인 테크놀로지)
HCA,27.25,33.75,HCA (HCA 헬스케어)
F,5.53,33.9,F (포드 모터)
T,2.54,20.87,T (AT&T)
MCO,29.01,28.18,MCO (무디스)
EXPE.O,25.55,41.73,EXPE.O (익스피디아그룹)
IBM,5.53,22.37,IBM (인터내셔날 비지니스 머신)
NOC,20.78,22.94,NOC (노스롭 그루만)
DHR,20.2,22.95,DHR (다나허)
SPGI.K,25.93,25.31,SPGI.K (S&P 글로벌)
ON.O,30.54,44.78,ON.O (온 세미콘덕터)
NEE,36.28,85.18,NEE (넥스트에라 에너지)
KKR,26.15,34.49,KKR (KKR & Co)
MPWR.O,42.3,40.49,MPWR.O (모놀리식 파워 시스템즈)
DXCM.O,33.97,51.91,DXCM.O (덱스컴)
AZO,24.98,23.44,AZO (오토존)
GILD.O,15.01,27.41,GILD.O (길리어드 사이언스)
KVUE.K,-13.76,27.92,KVUE.K (켄뷰)
MMC,19.55,19.74,MMC (마쉬 앤 맥레넌 컴퍼니)
CCL,6.65,48.45,CCL (카니발)
USB,8.17,27.64,USB (U.S. 뱅코프)
EL,12.79,29.71,EL (에스티 로더)
CB,14.78,22.18,CB (처브)
JCI,14.06,25.36,JCI (존슨 컨트롤스 인터내셔널)
LVS,11.49,37.85,LVS (라스베이거스 샌즈)
ULTA.O,29.46,37.93,ULTA.O (울타 뷰티)
ALB,12.65,39.7,ALB (앨버말)
CVS,7.73,24.39,CVS (CVS 헬스)
SNPS.O,29.83,26.48,SNPS.O (시놉시스)
HLT,20.01,28.59,HLT (힐튼 월드와이드 홀딩스)
CL,8.36,17.96,CL (콜게이트-팜올리브)
AEP.O,6.29,20.25,AEP.O (아메리칸 일렉트릭 파워 컴퍼니)
WM,15.85,18.66,WM (웨이스트 매니지먼트)
ICE,18.15,23.04,ICE (인터컨티넨털 익스체인지)
BR,20.84,22.34,BR (브로드리지 파이낸셜 솔루션스)
APH,23.32,24.57,APH (암페놀)
MO,8.68,20.65,MO (알트리아그룹)
XEL.O,9.39,19.56,XEL.O (엑셀 에너지)
KMB,8.14,18.48,KMB (킴벌리클라크)
SYK,17.34,24.32,SYK (스트라이커)
NEM,4.84,35.16,NEM (뉴몬트)
PCAR.O,11.29,27.7,PCAR.O (파카)
PNC,11.6,27.98,PNC (PNC 파이낸셜 서비스)
TRGP.K,28.05,47.63,TRGP.K (타르가 리소스)
PSX,18.36,33.46,PSX (필립스 66)
AAL.O,3.62,49.78,AAL.O (아메리칸 에어라인스 그룹)
FSLR.O,19.36,53.19,FSLR.O (퍼스트 솔라)
BLDR.K,72.95,45.06,BLDR.K (빌더스 퍼스트소스)
LULU.O,29.5,40.18,LULU.O (룰루레몬 애슬레티카)
BLK,17.13,27.41,BLK (블랙록)
WDC.O,14.83,42.64,WDC.O (웨스턴 디지털)
CMI,15.0,28.54,CMI (커민스)
BSX,23.82,28.14,BSX (보스턴 사이언티픽)
SLB,4.69,36.31,SLB (슐럼버거)
WELL.K,11.95,29.01,WELL.K (웰타워)
COR,18.72,24.43,COR (센코라)
ADP.O,17.92,21.97,ADP.O (오토매틱 데이터 프로세싱)
HAL,10.22,42.47,HAL (할리버튼)
EQT,13.55,44.05,EQT (EQT)
GIS,6.78,19.25,GIS (제너럴 밀즈)
PLD,16.13,26.69,PLD (프로로지스)
FICO.K,43.58,34.03,FICO.K (페어 아이작)
DHI,30.16,35.77,DHI (D R 호턴)
WEC,11.22,20.23,WEC (WEC 에너지 그룹)
RCL,27.74,48.18,RCL (로얄 캐리비안 크루즈)
DG,14.65,26.95,DG (달러 제너럴)
KR,16.12,25.99,KR (크로거)
URI,49.46,44.54,URI (유나이티드 렌탈스)
IDXX.O,26.08,28.77,IDXX.O (아이덱스 래보라토리스)
MET,10.06,30.67,MET (메트라이프)
EOG,14.34,37.86,EOG (EOG 리소시스)
DVN,8.4,45.68,DVN (데번 에너지)
O,7.84,24.28,O (리얼티 인컴)
BDX,11.24,20.43,BDX (벡톤 디킨슨 앤 코)
UAL.O,16.97,47.26,UAL.O (유나이티드 에어라인스 홀딩스)
BAX,5.72,23.38,BAX (박스터 인터내셔널)
CHTR.O,21.8,29.7,CHTR.O (차터 커뮤니케이션)
