,Return,Std Dev,Symbol(Name)
247540,88.67,60.73,247540 (에코프로비엠)
196170,104.52,68.95,196170 (알테오젠)
086520,60.59,58.49,086520 (에코프로)
028300,70.1,74.06,028300 (HLB)
000250,56.82,56.63,000250 (삼천당제약)
348370,72.82,77.67,348370 (엔켐)
068760,34.83,55.26,068760 (셀트리온제약)
145020,35.3,49.69,145020 (휴젤)
141080,46.78,59.59,141080 (리가켐바이오)
214150,46.84,49.23,214150 (클래시스)
058470,32.7,35.62,058470 (리노공업)
257720,211.6,85.78,257720 (실리콘투)
263750,26.82,50.12,263750 (펄어비스)
277810,95.71,69.27,277810 (레인보우로보틱스)
403870,94.07,68.07,403870 (HPSP)
035900,39.32,51.82,035900 (JYP Ent.)
039030,32.26,50.68,039030 (이오테크닉스)
225570,34.85,62.63,225570 (넥슨게임즈)
357780,6.56,40.98,357780 (솔브레인)
214450,16.58,46.59,214450 (파마리서치)
237690,25.45,55.32,237690 (에스티팜)
078600,40.29,55.04,078600 (대주전자재료)
035760,2.27,35.88,035760 (CJ ENM)
240810,21.01,45.13,240810 (원익IPS)
005290,27.39,47.59,005290 (동진쎄미켐)
041510,38.06,51.02,041510 (에스엠)
039200,48.64,64.77,039200 (오스코텍)
089030,33.82,47.41,089030 (테크윙)
096530,34.32,56.69,096530 (씨젠)
178320,30.94,47.72,178320 (서진시스템)
298380,42.12,66.18,298380 (에이비엘바이오)
293490,-19.53,48.91,293490 (카카오게임즈)
086900,36.17,54.23,086900 (메디톡스)
310210,136.61,79.95,310210 (보로노이)
950160,-11.13,49.46,950160 (코오롱티슈진)
137400,40.7,52.63,137400 (피엔티)
018290,36.71,62.24,018290 (브이티)
065350,38.95,59.63,065350 (신성델타테크)
036930,16.68,48.97,036930 (주성엔지니어링)
067630,53.81,75.96,067630 (HLB생명과학)
140860,58.87,45.73,140860 (파크시스템스)
232140,47.02,55.62,232140 (와이씨)
064760,32.67,47.95,064760 (티씨케이)
087010,42.11,68.32,087010 (펩트론)
067160,37.5,55.67,067160 (SOOP)
033100,48.84,59.27,033100 (제룡전기)
195940,-7.17,44.39,195940 (HK이노엔)
352480,84.52,56.91,352480 (씨앤씨인터내셔널)
095340,40.81,52.94,095340 (ISC)
051980,38.75,81.34,051980 (중앙첨단소재)
417200,-20.89,88.14,417200 (LS머트리얼즈)
204270,34.77,57.76,204270 (제이앤티씨)
253450,-3.12,38.54,253450 (스튜디오드래곤)
112040,29.13,63.76,112040 (위메이드)
121600,38.84,58.16,121600 (나노신소재)
036830,26.06,50.43,036830 (솔브레인홀딩스)
084370,30.27,47.89,084370 (유진테크)
287410,38.66,41.38,287410 (제이시스메디칼)
140410,31.46,59.34,140410 (메지온)
281740,60.54,56.2,281740 (레이크머티리얼즈)
328130,77.82,79.33,328130 (루닛)
031980,29.24,49.22,031980 (피에스케이홀딩스)
085660,17.71,51.61,085660 (차바이오텍)
064550,43.62,69.13,064550 (바이오니아)
078130,30.66,60.89,078130 (국일제지)
214370,12.83,50.43,214370 (케어젠)
047920,47.12,71.27,047920 (HLB제약)
056190,14.33,36.55,056190 (에스에프에이)
025320,23.77,61.03,025320 (시노펙스)
319660,41.61,52.05,319660 (피에스케이)
042000,20.64,67.9,042000 (카페24)
119860,14.08,44.01,119860 (커넥트웨이브)
048410,37.2,75.76,048410 (현대바이오)
166090,44.1,53.17,166090 (하나머티리얼즈)
241710,28.04,52.41,241710 (코스메카코리아)
067310,23.73,52.15,067310 (하나마이크론)
213420,24.39,49.86,213420 (덕산네오룩스)
317330,45.75,64.05,317330 (덕산테코피아)
086450,20.71,36.14,086450 (동국제약)
074600,36.29,46.0,074600 (원익QnC)
115450,25.2,67.64,115450 (HLB테라퓨틱스)
383310,41.94,79.93,383310 (에코프로에이치엔)
393890,-18.85,56.41,393890 (더블유씨피)
098460,29.25,43.37,098460 (고영)
222800,22.54,49.86,222800 (심텍)
007390,73.95,84.98,007390 (네이처셀)
440110,-28.95,83.87,440110 (파두)
009520,36.22,57.26,009520 (포스코엠텍)
036540,11.89,51.12,036540 (SFA반도체)
365340,-10.4,50.18,365340 (성일하이텍)
122870,12.94,46.35,122870 (와이지엔터테인먼트)
053030,29.04,63.12,053030 (바이넥스)
183300,29.76,47.83,183300 (코미코)
025900,23.53,47.88,025900 (동화기업)
041190,55.34,69.35,041190 (우리기술투자)
036810,42.07,56.52,036810 (에프에스티)
222080,32.95,53.79,222080 (씨아이에스)
003380,-9.16,40.36,003380 (하림지주)
336570,35.11,44.06,336570 (원텍)
069080,18.65,53.98,069080 (웹젠)
237880,11.5,50.19,237880 (클리오)
101490,26.13,51.03,101490 (에스앤에스텍)
335890,54.16,46.87,335890 (비올)
131970,32.67,51.13,131970 (두산테스나)
199800,82.8,73.16,199800 (툴젠)
272290,8.39,46.66,272290 (이녹스첨단소재)
215200,17.29,40.22,215200 (메가스터디교육)
053800,23.61,57.71,053800 (안랩)
015750,11.79,46.38,015750 (성우하이텍)
046890,-2.88,41.35,046890 (서울반도체)
060370,27.9,49.67,060370 (LS마린솔루션)
278280,17.07,51.81,278280 (천보)
189300,32.1,51.15,189300 (인텔리안테크)
114840,113.58,61.29,114840 (아이패밀리에스씨)
194480,17.31,63.25,194480 (데브시스터즈)
091120,32.14,49.92,091120 (이엠텍)
399720,73.22,81.82,399720 (가온칩스)
290690,61.68,92.57,290690 (소룩스)
376300,-20.35,62.19,376300 (디어유)
348210,34.63,47.65,348210 (넥스틴)
131290,21.34,54.44,131290 (티에스이)
144510,11.99,59.08,144510 (지씨셀)
251970,24.02,46.94,251970 (펌텍코리아)
418550,3.23,73.71,418550 (제이오)
340570,40.45,50.3,340570 (티앤엘)
078340,22.61,51.97,078340 (컴투스)
420770,-32.25,67.99,420770 (기가비스)
080220,39.11,60.64,080220 (제주반도체)
099190,15.43,41.18,099190 (아이센스)
460930,-66.56,88.15,460930 (현대힘스)
101360,107.53,100.66,101360 (에코앤드림)
358570,30.75,69.92,358570 (지아이이노베이션)
058610,17.33,44.09,058610 (에스피지)
200130,14.35,44.46,200130 (콜마비앤에이치)
025980,37.73,62.53,025980 (아난티)
206640,10.67,58.34,206640 (바디텍메드)
253590,54.33,59.66,253590 (네오셈)
220100,32.03,67.41,220100 (퓨쳐켐)
179900,50.21,61.49,179900 (유티아이)
338220,26.88,70.09,338220 (뷰노)
160190,40.42,124.68,160190 (하이젠알앤엠)
032500,24.78,50.94,032500 (케이엠더블유)
215000,8.91,36.96,215000 (골프존)
058970,71.91,74.21,058970 (엠로)
014620,5.0,42.9,014620 (성광벤드)
099320,18.36,46.48,099320 (쎄트렉아이)
314930,40.63,63.15,314930 (바이오다인)
079370,34.04,48.78,079370 (제우스)
091700,12.37,43.09,091700 (파트론)
215600,8.94,66.16,215600 (신라젠)
095660,8.0,51.28,095660 (네오위즈)
290650,30.62,52.61,290650 (엘앤씨바이오)
082920,18.66,38.78,082920 (비츠로셀)
256840,47.6,70.49,256840 (한국비엔씨)
082270,27.65,60.17,082270 (젬백스)
030520,20.27,47.27,030520 (한글과컴퓨터)
372320,115.06,85.67,372320 (큐로셀)
397030,68.32,70.92,397030 (에이프릴바이오)
206650,36.86,64.18,206650 (유바이오로직스)
032190,19.54,44.98,032190 (다우데이타)
033500,20.08,43.67,033500 (동성화인텍)
006730,4.71,36.18,006730 (서부T&D)
228760,21.17,65.15,228760 (지노믹트리)
372170,45.74,72.08,372170 (윤성에프앤씨)
108860,25.21,57.92,108860 (셀바스AI)
200670,15.7,49.63,200670 (휴메딕스)
023160,3.29,41.36,023160 (태광)
068240,17.4,47.21,068240 (다원시스)
304360,158.8,100.7,304360 (에스바이오메딕스)
107640,131.3,110.01,107640 (한중엔시에스)
034950,13.44,16.67,034950 (한국기업평가)
084850,5.22,51.9,084850 (아이티엠반도체)
104830,11.78,38.86,104830 (원익머트리얼즈)
161580,14.93,56.26,161580 (필옵틱스)
252990,6.34,53.12,252990 (샘씨엔에스)
099430,3.41,47.68,099430 (바이오플러스)
094170,40.28,62.37,094170 (동운아나텍)
171090,39.95,70.19,171090 (선익시스템)
043150,17.35,44.19,043150 (바텍)
294090,50.0,83.46,294090 (이오플로우)
060280,13.2,51.76,060280 (큐렉소)
455900,-91.02,69.58,455900 (엔젤로보틱스)
029960,26.15,46.52,029960 (코엔텍)
013030,15.34,40.46,013030 (하이록코리아)
323990,75.25,92.17,323990 (박셀바이오)
297890,23.77,66.74,297890 (HB솔루션)
039440,45.33,56.03,039440 (에스티아이)
243070,2.17,42.24,243070 (휴온스)
095610,26.79,51.93,095610 (테스)
439090,-22.92,79.9,439090 (마녀공장)
334970,-6.92,63.8,334970 (프레스티지바이오로직스)
950130,23.54,67.27,950130 (엑세스바이오)
089010,25.19,52.26,089010 (켐트로닉스)
038500,12.43,54.03,038500 (삼표시멘트)
064800,25.22,57.24,064800 (포니링크)
101160,26.56,50.83,101160 (월덱스)
059090,33.35,58.29,059090 (미코)
347850,-0.49,93.69,347850 (디앤디파마텍)
166480,2.89,61.26,166480 (코아스템켐온)
031330,25.36,50.0,031330 (에스에이엠티)
122640,50.08,65.52,122640 (예스티)
319400,14.09,48.53,319400 (현대무벡스)
205470,52.46,76.94,205470 (휴마시스)
337930,24.73,50.94,337930 (브랜드엑스코퍼레이션)
051360,20.44,43.15,051360 (토비스)
049070,16.01,44.42,049070 (인탑스)
089980,23.48,49.76,089980 (상아프론테크)
230360,11.27,49.72,230360 (에코마케팅)
102710,18.07,47.45,102710 (이엔에프테크놀로지)
138580,28.92,54.36,138580 (비즈니스온)
095500,16.1,55.72,095500 (미래나노텍)
119610,20.98,34.72,119610 (인터로조)
032820,20.39,65.04,032820 (우리기술)
950140,29.56,56.18,950140 (잉글우드랩)
094360,61.4,63.84,094360 (칩스앤미디어)
394280,72.67,83.48,394280 (오픈엣지테크놀로지)
044490,1.4,47.59,044490 (태웅)
317690,20.5,73.05,317690 (퀀타매트릭스)
041830,30.82,50.75,041830 (인바디)
045100,16.86,42.98,045100 (한양이엔지)
058820,19.38,62.35,058820 (CMG제약)
093320,33.47,49.6,093320 (케이아이엔엑스)
445090,66.73,106.65,445090 (에이직랜드)
360070,36.93,77.43,360070 (탑머티리얼)
036620,30.14,64.73,036620 (감성코퍼레이션)
110990,26.67,57.88,110990 (디아이티)
114190,20.48,52.66,114190 (강원에너지)
151860,17.46,52.5,151860 (KG에코솔루션)
218410,12.08,44.07,218410 (RFHIC)
267980,-6.95,27.59,267980 (매일유업)
084110,24.31,47.16,084110 (휴온스글로벌)
136480,2.63,41.79,136480 (하림)
064090,36.82,90.67,064090 (웨스트라이즈)
025770,30.18,55.03,025770 (한국정보통신)
005160,10.14,41.46,005160 (동국산업)
035890,8.52,46.83,035890 (서희건설)
060250,30.98,49.42,060250 (NHN KCP)
033790,36.3,65.44,033790 (스카이문스테크놀로지)
114810,25.65,46.7,114810 (한솔아이원스)
323280,47.14,66.11,323280 (태성)
095700,16.0,53.75,095700 (제넥신)
018310,22.24,51.03,018310 (삼목에스폼)
024060,37.99,62.49,024060 (흥구석유)
003800,10.23,29.22,003800 (에이스침대)
255220,37.1,66.48,255220 (SG)
102940,16.54,56.46,102940 (코오롱생명과학)
041960,9.26,54.08,041960 (코미팜)
050890,21.73,56.62,050890 (쏠리드)
126700,23.88,49.87,126700 (하이비젼시스템)
265520,-1.78,43.44,265520 (AP시스템)
388720,23.58,69.79,388720 (유일로보틱스)
083450,37.3,49.21,083450 (GST)
060150,9.34,40.23,060150 (인선이엔티)
461030,-62.56,120.82,461030 (아이엠비디엑스)
263720,35.31,59.62,263720 (디앤씨미디어)
243840,21.87,48.47,243840 (신흥에스이씨)
094480,29.83,66.82,094480 (갤럭시아머니트리)
