,Return,Std Dev,Symbol(Name)
459580,3.79,0.15,459580 (KODEX CD금리액티브(합성))
069500,7.15,17.02,069500 (KODEX 200)
357870,2.26,0.23,357870 (TIGER CD금리투자KIS(합성))
423160,3.32,0.13,423160 (KODEX KOFR금리액티브(합성))
360750,20.98,14.62,360750 (TIGER 미국S&P500)
449170,3.65,0.15,449170 (TIGER KOFR금리액티브(합성))
133690,22.35,18.23,133690 (TIGER 미국나스닥100)
381180,29.95,28.05,381180 (TIGER 미국필라델피아반도체나스닥)
273130,1.82,3.05,273130 (KODEX 종합채권(AA-이상)액티브)
381170,29.63,23.26,381170 (TIGER 미국테크TOP10 INDXX)
278530,6.32,18.45,278530 (KODEX 200TR)
102110,7.41,17.55,102110 (TIGER 200)
465680,4.24,0.59,465680 (KODEX 24-12 은행채(AA+이상)액티브)
122630,11.39,33.84,122630 (KODEX 레버리지)
252670,-14.0,35.58,252670 (KODEX 200선물인버스2X)
371460,-4.21,33.04,371460 (TIGER 차이나전기차SOLACTIVE)
455890,4.4,0.23,455890 (RISE 머니마켓액티브)
470260,4.9,0.34,470260 (TIGER 24-12 금융채(AA-이상))
379800,19.9,14.31,379800 (KODEX 미국S&P500TR)
481050,3.83,0.14,481050 (KODEX 1년은행양도성예금증서+액티브(합성))
214980,1.81,0.18,214980 (KODEX 단기채권PLUS)
453850,-7.85,15.72,453850 (ACE 미국30년국채액티브(H))
102780,7.78,18.9,102780 (KODEX 삼성그룹)
310970,11.1,19.31,310970 (TIGER MSCI Korea TR)
385540,1.57,4.36,385540 (RISE 종합채권(A-이상)액티브)
315930,16.66,21.64,315930 (KODEX Top5PlusTR)
148020,7.43,16.37,148020 (RISE 200)
360200,21.16,14.56,360200 (ACE 미국S&P500)
305720,18.59,35.16,305720 (KODEX 2차전지산업)
292150,9.04,21.35,292150 (TIGER TOP10)
379810,22.39,19.64,379810 (KODEX 미국나스닥100TR)
458730,25.28,10.93,458730 (TIGER 미국배당다우존스)
305540,22.07,36.25,305540 (TIGER 2차전지테마)
475630,3.8,0.14,475630 (TIGER CD1년금리액티브(합성))
233740,15.53,52.9,233740 (KODEX 코스닥150레버리지)
476810,5.6,0.86,476810 (KODEX 25-11 은행채(AA-이상)PLUS액티브)
396500,17.06,26.01,396500 (TIGER Fn반도체TOP10)
367380,25.97,19.83,367380 (ACE 미국나스닥100)
453540,4.61,1.44,453540 (TIGER 25-10 회사채(A+이상)액티브)
436140,4.99,5.81,436140 (SOL 종합채권(AA-이상)액티브)
229200,7.43,26.94,229200 (KODEX 코스닥150)
458760,17.79,9.99,458760 (TIGER 미국배당+7%프리미엄다우존스)
356540,0.79,4.04,356540 (ACE 종합채권(AA-이상)KIS액티브)
157450,2.45,10.92,157450 (TIGER 단기통안채)
447820,6.31,1.18,447820 (TIGER 24-10 회사채(A+이상)액티브)
114800,-4.28,17.53,114800 (KODEX 인버스)
