ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
GNTA.O,제넨타 사이언스 ADR,136,5,60,14,34.0,54.0,1.0,10.0,853112392.8532646
LEGN.O,레전드 바이오테크 ADR,96,5,120,14,44.0,54.0,1.0,10.0,163776.265774913
FWRD.O,포워드 에어,118,5,60,14,34.0,54.0,1.0,10.0,1810.902680462799
WBD.O,워너 브로스 디스커버리,148,5,60,14,34.0,59.0,1.0,10.0,583.1420749108092
ZAPP.O,잽 일렉트릭 비이클스 그룹,87,5,120,14,29.0,74.0,1.0,10.0,465.5595433416965
PRVA.O,프리비아 헬스 그룹,129,5,60,14,39.0,54.0,1.0,10.0,382.5438071899602
BHRB.O,버크 & 허버트 뱅크 & 트러스트,140,5,60,14,34.0,59.0,1.0,10.0,339.42608811953943
LCID.O,루시드 그룹,152,5,120,14,34.0,54.0,1.0,10.0,28.692106042282937
MOND.O,몬디 홀딩스,144,5,120,14,49.0,54.0,1.0,10.0,11.65472165371002
QURE.O,유니큐어,98,5,120,14,34.0,54.0,1.0,10.0,5.267623393045926
CSLR.O,컴플리트 솔라리아,132,5,120,14,29.0,54.0,1.0,10.0,2.6885699285857414
ORGN.O,오리진 머터리얼즈,152,5,120,14,34.0,54.0,1.0,10.0,2.4262396802493322
SILO.O,사일로 파마,95,5,120,14,34.0,54.0,1.0,10.0,1.9228857717544705
ACRS.O,애클래리스 테라퓨틱스,92,5,120,14,39.0,54.0,1.0,10.0,1.8997353507111256
NOVVR.O,Nova Vision Acquisition Rights,38,5,120,14,49.0,54.0,1.0,10.0,1.453361427703995
TSLA.O,테슬라,73,5,120,14,49.0,54.0,1.0,10.0,1.525473869150797
AEHR.O,에흐르 테스트 시스템즈,68,5,120,14,44.0,54.0,1.0,10.0,1.205298569605155
INCR.O,인터큐어,139,5,120,14,44.0,54.0,1.0,10.0,1.0999062416841974
PSHG.O,퍼포먼스 쉬핑,152,5,120,14,34.0,54.0,1.0,10.0,0.9880792382717776
VFF.O,빌리지 팜스 인터내셔널,101,5,120,14,39.0,54.0,1.0,10.0,0.9276874506431967
SHYF.O,시프트그룹,123,5,120,14,44.0,54.0,1.0,10.0,0.9269445325362584
WINVR.O,WinVest Acquisition Right,3,5,60,14,49.0,54.0,1.0,10.0,0.6242966216873886
CCLDP.O,케어 클라우드 우선주 시리즈 A 11%,123,5,120,14,44.0,54.0,1.0,10.0,0.6134691111573076
MSEX.O,미들섹스 워터,106,5,120,14,44.0,54.0,1.0,10.0,0.5250258568459498
PDYN.O,팔라다인 AI,155,5,120,14,29.0,59.0,1.0,10.0,0.5107120140208701
OCUP.O,오큐파이어 파마,125,5,120,14,39.0,54.0,1.0,10.0,0.49584032473021744
CCLDO.O,케어 클라우드 우선주 시리즈 B 8.75%,139,5,120,14,44.0,54.0,1.0,10.0,0.47662062515835957
EGBN.O,이글 뱅코프,110,5,120,14,39.0,54.0,1.0,10.0,0.37764160442385686
AMSF.O,아메리세이프,106,5,120,14,44.0,54.0,1.0,10.0,0.36532342523488004
UPST.O,업스타트 홀딩스,59,5,60,14,49.0,54.0,1.0,10.0,0.33347438937869534
TRUP.O,트루패니언,96,5,120,14,44.0,54.0,1.0,10.0,0.308542185098033
OPEN.O,오픈도어 테크놀로지스,144,5,120,14,49.0,54.0,1.0,10.0,0.25861849778952095
TVTX.O,트래버 테라퓨틱스,129,5,60,14,39.0,54.0,1.0,10.0,0.22786831604344426
FLYW.O,플라이와이어,129,5,60,14,39.0,54.0,1.0,10.0,0.20662961134955316
ZYXI.O,지넥스,62,5,60,14,49.0,54.0,1.0,10.0,0.19340647970932667
NAUT.O,노틸러스 바이오테크놀러지,139,5,120,14,44.0,54.0,1.0,10.0,0.19340375879033722
KZIA.O,카지아 테라퓨틱스 ADR,66,5,120,14,39.0,54.0,1.0,10.0,0.16707336242576076
RUM.O,럼블,144,5,120,14,49.0,54.0,1.0,10.0,0.1616905781982061
USIO.O,유시오,59,5,60,14,49.0,54.0,1.0,10.0,0.06556529078490314
MRVI.O,마라바이 라이프사이언시스 홀딩스,139,5,120,14,44.0,54.0,1.0,10.0,0.12165354273388007
OABI.O,옴니AB,129,5,60,14,39.0,54.0,1.0,10.0,0.11873346001971563
LENZ.O,렌즈 테라퓨틱스,139,5,120,14,44.0,54.0,1.0,10.0,0.10948903316126612
YY.O,조이 ADR,96,5,120,14,44.0,54.0,1.0,10.0,0.10612071991801808
ADAP.O,어답트이뮨 테라퓨틱스 ADR,103,5,60,14,44.0,59.0,1.0,10.0,0.08628320577076676
SOFI.O,소파이 테크놀로지스,139,5,120,14,44.0,54.0,1.0,10.0,0.08176843177824034
PTSI.O,PAM 트랜스포테이션 서비시스,96,5,120,14,44.0,54.0,1.0,10.0,0.0747289185903548
HIFS.O,힝엄 인스티튜션 포 세이빙스,106,5,120,14,44.0,54.0,1.0,10.0,0.07270511229776866
TBRG.O,트루브리지,128,5,120,14,34.0,54.0,1.0,10.0,0.07183320700044482
INNV.O,이노베이지 홀딩,139,5,120,14,44.0,54.0,1.0,10.0,0.0662372719837494
TBPH.O,테라반스 바이오파마,123,5,120,14,44.0,54.0,1.0,10.0,0.04550026198010748
IVAC.O,인터백,123,5,120,14,44.0,54.0,1.0,10.0,0.06049861236361509
ARWR.O,애로우헤드 파마슈티컬스,77,5,120,14,44.0,54.0,1.0,10.0,0.05391709297730918
SBAC.O,SBA 커뮤니케이션스,106,5,120,14,44.0,54.0,1.0,10.0,0.032806428841572366
BCOV.O,브라이트코브,123,5,120,14,44.0,54.0,1.0,10.0,0.032697464863918
SCWX.O,시큐어웍스,123,5,120,14,44.0,54.0,1.0,10.0,0.032665394211758514
VICR.O,비코,96,5,120,14,44.0,54.0,1.0,10.0,0.0164199865883623
NVEI.O,뉴베이,139,5,120,14,44.0,54.0,1.0,10.0,-0.0032028185196726344
DOCU.O,도큐사인,96,5,120,14,44.0,54.0,1.0,10.0,-0.004247857488118623
VIOT.O,비오미 테크놀러지 ADR,139,5,120,14,44.0,54.0,1.0,10.0,-0.01247968137184119
LILM.O,릴리움,152,5,120,14,34.0,54.0,1.0,10.0,-0.01988172338307359
NWE.O,노스웨스턴 에너지 그룹,120,5,120,14,44.0,54.0,1.0,10.0,-0.032435591876053715
NISN.O,니선 인터내셔널 엔터프라이스 디벨롭먼트,144,5,120,14,49.0,54.0,1.0,10.0,-0.03450108999286039
VNET.O,브이넷 그룹 ADR,125,5,120,14,39.0,54.0,1.0,10.0,-0.05463863401760605
GNSS.O,제나시스,96,5,120,14,44.0,54.0,1.0,10.0,-0.05606551882950084
EBMT.O,이글 뱅코프 몬태나,120,5,120,14,44.0,54.0,1.0,10.0,-0.05905015755420839
JMSB.O,존 마샬 뱅코프,123,5,120,14,44.0,54.0,1.0,10.0,-0.061487077500480325
STRR.O,스타 에쿼티 홀딩스,139,5,120,14,44.0,54.0,1.0,10.0,-0.06308850166352187
PENN.O,펜 엔터테인먼트,96,5,120,14,44.0,54.0,1.0,10.0,-0.06961575498476658
MXCT.O,맥스사이트,139,5,120,14,44.0,54.0,1.0,10.0,-0.1421759140556852
EGHT.O,8x8,96,5,120,14,44.0,54.0,1.0,10.0,-0.08818694122609594
UTSI.O,UT스타컴 홀딩스,129,5,60,14,39.0,54.0,1.0,10.0,-0.0992190625735645
XEL.O,엑셀 에너지,120,5,120,14,44.0,54.0,1.0,10.0,-0.1016395246847237
AUBN.O,어번 내셔널 뱅코프,118,5,60,14,34.0,54.0,1.0,10.0,-0.11742121127856564
CHTR.O,차터 커뮤니케이션,106,5,120,14,44.0,54.0,1.0,10.0,-0.11956447536722081
SMLR.O,샘러 사이언티픽,139,5,120,14,44.0,54.0,1.0,10.0,-0.1041561184802069
RMNI.O,리미니 스트리트,123,5,120,14,44.0,54.0,1.0,10.0,-0.1305366698707866
SSRM.O,SSR 마이닝,123,5,120,14,44.0,54.0,1.0,10.0,-0.13121008801792444
MRNA.O,모더나,67,5,120,14,49.0,54.0,1.0,10.0,-0.15915522291290363
MIGI.O,모손 인프라 스트럭처 그룹,153,5,60,14,29.0,54.0,1.0,10.0,-0.16144984000513996
UPC.O,유니버스 파마슈티컬스,117,5,120,14,44.0,54.0,1.0,10.0,-0.16461224860254509
NARI.O,이나리 메디컬,96,5,120,14,44.0,54.0,1.0,10.0,-0.1659906276219173
SVMH.O,스리바루 홀딩스,153,5,60,14,29.0,54.0,1.0,10.0,-0.1714481645371707
HAIN.O,하인 셀레셜 그룹,118,5,60,14,34.0,54.0,1.0,10.0,-0.1762365234047727
CTXR.O,시티우스 파마슈티컬스,103,5,60,14,44.0,59.0,1.0,10.0,-0.17968942482467065
PDSB.O,PDS 바이오테크놀러지,103,5,60,14,44.0,59.0,1.0,10.0,-0.18384323762044286
SHCR.O,쉐어케어,144,5,120,14,49.0,54.0,1.0,10.0,-0.18385268526940668
MNMD.O,마인드 메디슨,144,5,120,14,49.0,54.0,1.0,10.0,-0.19421020106173703
CMTL.O,컴테크 텔레커뮤니케이션스,129,5,60,14,39.0,54.0,1.0,10.0,-0.196527247397267
BSBK.O,보고타 파이낸셜,127,5,120,14,34.0,54.0,1.0,10.0,-0.2005346883678255
TBNK.O,테리토리얼 뱅코프,127,5,120,14,34.0,54.0,1.0,10.0,-0.2036130481878491
QLI.O,킬리언 인터내셔널 홀딩 그룹,144,5,120,14,49.0,54.0,1.0,10.0,-0.2047963049003806
MIST.O,마일스톤 파머수티컬스,103,5,60,14,44.0,59.0,1.0,10.0,-0.36218505597531647
POET.O,포엣 테크놀로지,117,5,120,14,44.0,54.0,1.0,10.0,-0.24577689731602992
OPI.O,오피스 프로퍼티 인컴 트러스트,140,5,60,14,34.0,59.0,1.0,10.0,-0.2474417899826976
CLOV.O,클로버 헬스 인베스트먼츠,144,5,120,14,49.0,54.0,1.0,10.0,-0.25649047127258795
LBRDK.O,리버티 브로드밴드 시리즈 C,116,5,120,14,34.0,54.0,1.0,10.0,-0.2741479256037421
LBRDA.O,리버티 브로드밴드 시리즈 A,116,5,120,14,34.0,54.0,1.0,10.0,-0.278907921320534
