Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
141,TSL.O,GraniteShares 1.25x Long TSLA Daily ETF,10.51,81060100.02,36.45,9.3,7.29,5,120,14,39,54,1.0,10.0,-14.18,74.34
92,SPXN.K,ProShares S&P 500 Ex-Financials ETF,60.63,455.96,35.35,59.89,57.02,5,60,14,44,54,1.0,10.0,8.97,24.4
92,SPXV.K,ProShares S&P 500 Ex-Health Care ETF,59.5689,384.81,35.62,58.85,56.11,5,60,14,44,54,1.0,10.0,8.79,24.65
92,SPXE.K,ProShares S&P 500 Ex-Energy ETF,59.6801,347.83,34.99,59.0,56.39,5,60,14,44,54,1.0,10.0,8.68,24.26
93,XLG,Invesco S&P 500 Top 50 ETF,47.29,55.85,27.04,46.5,43.3,5,60,14,29,54,1.0,10.0,8.12,29.49
62,PSI,Invesco Semiconductors ETF,64.56,51.65,43.88,63.63,55.72,5,120,14,44,54,1.0,10.0,20.53,34.26
93,RPG,Invesco S&P 500 Pure Growth ETF,37.78,40.68,27.29,37.45,35.79,5,60,14,29,54,1.0,10.0,9.0,29.55
86,RSPT.K,Invesco S&P 500 Eql Wght Technology ETF,37.14,39.96,27.89,36.87,34.51,5,120,14,34,54,1.0,10.0,11.57,32.25
74,PTF.O,Invesco Dorsey Wright Technology Momentum ETF,63.96,33.7,40.88,62.8,58.03,5,60,14,49,54,1.0,10.0,15.78,32.42
93,PSCH.O,Invesco S&P SmallCap Health Care ETF,42.24,20.85,26.15,42.27,42.24,5,60,14,29,54,1.0,10.0,10.28,28.42
125,RSBT.K,Return Stacked Bonds & Managed Futures ETF,18.85,18.17,47.75,18.51,18.2,5,60,14,49,54,1.0,10.0,-3.42,13.28
107,PRF,Invesco FTSE RAFI US 1000 ETF,38.08,16.59,26.5,38.0,37.19,5,120,14,39,54,1.0,10.0,5.82,27.44
104,BMVP.K,Invesco Bloomberg MVP Multi-Factor ETF,43.7356,16.15,31.63,43.84,43.37,5,120,14,34,54,1.0,10.0,6.31,25.88
86,PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,43.0,15.07,30.65,42.82,42.35,5,120,14,34,54,1.0,10.0,11.11,30.69
62,KRBN.K,KraneShares Global Carbon Strategy ETF,33.45,9.34,43.79,33.19,31.86,5,120,14,44,54,1.0,10.0,20.39,33.36
95,YINN.K,Direxion Daily FTSE China Bull 3x Shares,23.56,2.16,34.85,23.39,21.16,5,120,14,39,74,1.0,10.0,5.4,76.64
125,PFFD.K,Global X Us Preferred Etf,19.78,0.66,44.62,19.69,19.58,5,60,14,49,54,1.0,10.0,-2.51,13.77
112,IYZ,iShares US Telecommunications ETF,21.74,-0.25,43.17,21.74,21.2,5,60,14,44,54,1.0,10.0,2.57,18.43
121,IBTE.O,iShares iBonds Dec 2024 Term Treasury ETF,23.91,-0.35,39.0,23.91,23.91,5,120,14,39,54,1.0,10.0,-1.23,2.12
106,LTPZ.K,PIMCO 15+ Year US TIPS Index Exchange-Traded Fund,54.66,-0.37,38.29,53.91,53.81,5,60,14,44,54,1.0,10.0,1.29,14.8
125,SVOL.K,Simplify Volatility Premium ETF,22.66,-0.43,45.39,22.58,22.53,5,60,14,49,54,1.0,10.0,-2.19,14.67
122,QAT.O,iShares MSCI Qatar ETF,17.16,-0.63,42.1,17.04,17.03,5,60,14,44,54,1.0,10.0,-1.55,19.97
112,TLT.O,iShares 20+ Year Treasury Bond ETF,92.56,-0.92,39.02,91.33,91.02,5,60,14,44,54,1.0,10.0,0.68,15.32
125,EPRF.K,Innovator S&P Investment Grade Preferred ETF,18.8,-1.16,44.15,18.61,18.6,5,60,14,49,54,1.0,10.0,-2.59,13.58
116,ZROZ.K,PIMCO 25+ Year Zero Coupon US Treasury Index ETF,75.41,-2.87,38.49,74.17,74.08,5,60,14,44,54,1.0,10.0,-0.47,22.11
125,QYLD.O,Global X NASDAQ 100 Covered Call ETF,17.9,-3.02,47.15,17.8,17.64,5,60,14,49,54,1.0,10.0,-2.02,14.93
125,PFLD.K,AAM Low Duration Preferred and Income Sec ETF,21.11,-3.35,44.0,21.03,21.03,5,60,14,49,54,1.0,10.0,-2.35,15.63
125,SPFF.K,Global X SuperIncome Preferred Etf,9.2547,-3.53,43.88,9.23,9.15,5,60,14,49,54,1.0,10.0,-3.22,12.23
125,YYY,Amplify High Income ETF,12.08,-3.96,45.97,12.04,11.91,5,60,14,49,54,1.0,10.0,-3.1,14.27
116,EDV,Vanguard Extended Duration Treasury Index Fd;ETF,73.39,-5.76,39.04,72.32,72.25,5,60,14,44,54,1.0,10.0,0.77,21.47
115,UST,ProShares Ultra 7-10 Year Treasury,42.7464,-6.31,38.36,42.02,41.71,5,60,14,39,54,1.0,10.0,1.31,13.14
116,TYD,Direxion Daily 7-10 Year Treasury Bull 3X Shares,25.42,-9.69,36.92,24.83,24.61,5,60,14,44,54,1.0,10.0,1.56,21.73
107,KBA,KraneShares Bosera MSCI China A 50 Connect Idx ETF,21.74,-11.46,38.03,21.86,21.34,5,120,14,39,54,1.0,10.0,1.21,29.12
86,PNQI.O,Invesco Nasdaq Internet ETF,42.22,-47.98,30.7,41.5,39.3,5,120,14,34,54,1.0,10.0,12.83,32.38
155,BITI.K,ProShares Short Bitcoin Strategy ETF,8.91,-64.12,23.17,8.37,7.91,5,60,14,24,54,1.0,10.0,-43.65,55.62
