Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
101,ATRC.O,아트리큐어,23.67,86504.41,32.58,22.76,22.59,5,60,14,34,54,1.0,10.0,20.94,43.96
65,APCX.O,앱테크 페이먼츠,1.01,6760.48,43.69,0.98,0.91,5,60,14,44,54,1.0,10.0,102.0,146.45
129,CSLR.O,컴플리트 솔라리아,1.43,391.49,22.16,1.34,1.03,5,120,14,44,54,1.0,10.0,-5.27,110.16
76,TSLA.O,테슬라,251.52,180.32,47.83,227.38,183.07,5,120,14,49,54,1.0,10.0,71.46,56.3
145,HEPS.O,디 마켓 일렉트로시티 ADR,2.78,100.69,46.78,2.49,1.66,5,120,14,49,54,1.0,10.0,-20.12,76.04
129,AUID.O,오스아이디,9.89,77.56,38.29,9.99,8.78,5,120,14,44,54,1.0,10.0,2.45,115.04
145,AVAH.O,애비애나 헬스케어 홀딩스,2.52,72.0,47.3,2.6,2.45,5,120,14,49,54,1.0,10.0,-16.63,77.16
88,TREE.O,렌딩트리,41.17,63.87,43.36,41.24,39.26,5,120,14,44,69,1.0,10.0,34.28,58.04
129,PROK.O,프로키드니,2.25,39.43,36.98,2.36,2.13,5,120,14,44,54,1.0,10.0,5.04,120.74
145,SANG.O,샌고마 테크놀로지스,4.68,21.46,41.94,4.77,4.4,5,120,14,49,54,1.0,10.0,-26.45,73.34
103,VERU.O,베루,0.9524,14.44,38.98,0.91,0.87,5,120,14,39,79,1.0,10.0,24.99,91.54
102,ADAP.O,어답트이뮨 테라퓨틱스 ADR,1.22,9.57,42.14,1.06,1.06,5,60,14,44,59,1.0,10.0,19.83,111.41
13,WINVR.O,WinVest Acquisition Right,0.075,9.37,48.15,0.08,0.05,5,120,14,49,54,1.0,10.0,404.42,216.88
145,HITI.O,하이 타이드,2.05,9.05,46.0,2.13,2.09,5,120,14,49,54,1.0,10.0,-21.98,67.82
127,TBRG.O,트루브리지,11.15,7.83,31.53,10.7,9.41,5,120,14,34,54,1.0,10.0,-1.51,38.96
118,ARTNA.O,아르테시안 리소시스,37.41,6.8,36.95,36.28,36.17,5,120,14,44,54,1.0,10.0,8.71,26.08
13,RFACR.O,RF Acquisition Rights Exp 1st May 2028,0.1137,3.31,48.77,0.11,0.1,5,120,14,49,54,1.0,10.0,423.15,209.04
145,LENZ.O,렌즈 테라퓨틱스,18.05,1.09,38.56,17.65,16.27,5,120,14,49,54,1.0,10.0,-20.52,75.15
145,NVEI.O,뉴베이,32.47,-1.09,43.81,32.43,29.19,5,120,14,49,54,1.0,10.0,-19.41,73.32
125,METCL.O,라마코 리소시스 선순위 채권 9.00% 만기 2026년 7월,25.85,-1.5,48.11,25.78,25.55,5,120,14,49,64,1.0,10.0,0.85,8.42
145,INNV.O,이노베이지 홀딩,5.1,-1.84,39.03,5.04,4.73,5,120,14,49,54,1.0,10.0,-17.02,73.4
33,ATMVR.O,AlphaVest Acquisition Rights Exp 04th July 2024,0.1097,-1.86,40.49,0.1,0.1,5,120,14,49,54,1.0,10.0,219.7,180.26
74,KRMD.O,코루 메디컬 시스템스,2.52,-3.64,47.53,2.47,2.22,5,120,14,49,59,1.0,10.0,67.1,80.54
123,VNET.O,브이넷 그룹 ADR,2.24,-3.78,34.85,2.17,1.85,5,120,14,39,54,1.0,10.0,8.78,71.21
93,STRM.O,스트림라인 헬스 솔루션,0.519,-7.71,38.08,0.49,0.39,5,60,14,39,54,1.0,10.0,25.95,74.25
118,YORW.O,요크 워터,36.85,-8.37,43.46,36.87,36.1,5,120,14,44,54,1.0,10.0,11.29,28.43
145,VIOT.O,비오미 테크놀러지 ADR,0.9105,-8.91,39.59,0.93,0.74,5,120,14,49,54,1.0,10.0,-11.6,74.34
145,ELDN.O,엘레돈 파마슈티컬스,2.49,-14.96,45.07,2.5,2.12,5,120,14,49,54,1.0,10.0,-19.33,77.96
148,MIGI.O,모손 인프라 스트럭처 그룹,1.63,-21.62,22.9,1.56,1.31,5,60,14,29,54,1.0,10.0,-32.43,136.49
129,UPC.O,유니버스 파마슈티컬스,3.33,-21.83,38.16,2.86,2.14,5,120,14,44,54,1.0,10.0,4.89,119.58
56,SNGX.O,솔리제닉스,2.11,-24.87,43.17,2.34,1.0,5,120,14,49,69,1.0,10.0,135.39,347.29
102,CARM.O,카리스마 테라퓨틱스,1.15,-29.73,40.59,1.43,1.43,5,60,14,44,59,1.0,10.0,25.32,109.23
157,AEI.O,알셋,1.34,-30.02,16.62,1.53,0.93,5,120,14,29,54,1.0,10.0,-42.85,125.91
123,FOSL.O,파슬 그룹,1.34,-31.24,37.99,1.38,1.11,5,120,14,39,54,1.0,10.0,5.22,77.67
102,EOSE.O,이오스 에너지 엔터프라이시스,1.92,-31.84,40.13,1.59,0.86,5,60,14,44,59,1.0,10.0,24.7,118.77
157,SDIG.O,스트롱홀드 디지털 마이닝,3.95,-34.76,22.04,4.24,4.03,5,120,14,29,54,1.0,10.0,-53.23,129.32
157,SLNH.O,솔루나 홀딩스,5.99,-34.81,18.9,5.91,3.22,5,120,14,29,54,1.0,10.0,-48.36,127.85
110,MSEX.O,미들섹스 워터,53.96,-35.04,36.36,53.03,52.99,5,120,14,39,54,1.0,10.0,13.4,28.37
123,NKTR.O,넥타 테라퓨틱스,1.29,-42.03,34.85,1.24,1.1,5,120,14,39,54,1.0,10.0,8.78,69.78
93,GDS.O,GDS 홀딩스 ADR,10.83,-45.33,36.33,10.11,8.33,5,60,14,39,54,1.0,10.0,29.9,71.9
114,AKTX.O,아카리 테라퓨틱스 ADR,2.87,-45.88,33.04,3.01,2.1,5,120,14,34,54,1.0,10.0,5.95,145.57
143,SNOA.O,소노마 파머수티컬스,0.3599,-46.02,28.63,0.26,0.17,5,120,14,29,69,1.0,10.0,-12.44,92.26
145,GDRX.O,굿알엑스 홀딩스,7.84,-47.46,40.72,7.82,7.12,5,120,14,49,54,1.0,10.0,-18.58,74.7
145,ADPT.O,어댑티브 바이오테크놀러지,3.54,-51.3,32.74,3.5,3.44,5,120,14,49,54,1.0,10.0,-17.54,76.09
145,ARBE.O,아브 로보틱스,2.14,-52.67,36.91,2.02,1.87,5,120,14,49,54,1.0,10.0,-15.64,80.54
102,VIGL.O,비질 뉴로사이언스,4.03,-53.09,41.28,4.07,3.48,5,60,14,44,59,1.0,10.0,25.79,117.32
145,BIGC.O,빅커머스 홀딩스,7.86,-53.1,30.79,7.92,7.52,5,120,14,49,54,1.0,10.0,-22.09,80.1
157,SISI.O,신에코,3.38,-53.32,25.98,2.65,1.46,5,120,14,29,54,1.0,10.0,-42.13,124.2
145,GDEV.O,GDEV,2.47,-57.52,34.14,2.64,2.29,5,120,14,49,54,1.0,10.0,-18.86,77.89
47,AXDX.O,엑셀러레이트 다이아그노스틱스,1.15,-61.3,29.94,1.16,1.13,5,120,14,39,54,1.0,10.0,144.9,257.51
157,SOND.O,손더 홀딩스,3.97,-67.22,22.58,4.3,3.79,5,120,14,29,54,1.0,10.0,-48.97,129.78
148,KA.O,키네타,0.6068,-72.54,27.34,0.57,0.53,5,60,14,29,54,1.0,10.0,-29.26,135.44
159,BGXX.O,브라이트 그린,0.2626,-74.69,22.24,0.26,0.24,5,120,14,24,54,1.0,10.0,-49.76,188.06
140,FFIE.O,패러데이 퓨처 인텔리전트 일렉트릭,0.4,-98.61,19.61,0.44,0.33,5,120,14,24,54,1.0,10.0,-29.37,303.56
