Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
52,099430,바이오플러스,6450.0,31272.18,42.8,6054.0,5638.92,5,60,14,44,54,1.0,10.0,2.56,46.83
50,294140,레몬,3310.0,7.02,43.38,2903.0,2376.86,5,120,14,49,54,1.0,10.0,7.62,85.04
65,439250,삼성스팩7호,10010.0,3.97,34.85,10010.0,10001.0,5,60,14,49,54,1.0,10.0,-17.95,12.19
54,415580,상상인제3호스팩,2115.0,3.38,48.11,2110.0,2104.67,5,60,14,49,54,1.0,10.0,-0.26,10.05
52,091340,S&K폴리텍,2485.0,1.46,39.58,2576.0,2570.0,5,60,14,44,54,1.0,10.0,4.96,41.29
52,036000,예림당,1915.0,-0.85,43.78,1900.6,1891.48,5,60,14,44,54,1.0,10.0,4.5,46.24
57,121440,골프존뉴딘홀딩스,3865.0,-3.64,37.5,3908.0,3843.67,5,120,14,39,69,1.0,10.0,-3.91,35.73
27,290650,엘앤씨바이오,24300.0,-4.95,46.15,24350.0,21057.33,5,60,14,49,54,1.0,10.0,36.75,52.34
39,143240,사람인,18170.0,-6.32,36.35,18184.0,17865.67,5,120,14,39,54,1.0,10.0,16.0,45.86
39,067170,오텍,4245.0,-12.63,35.16,4370.0,4337.08,5,120,14,39,54,1.0,10.0,14.62,47.71
58,348350,위드텍,10250.0,-22.54,34.1,9828.0,9500.25,5,120,14,39,54,1.0,10.0,-5.33,54.1
59,303360,프로티아,3490.0,-27.58,37.13,3414.0,2969.21,5,120,14,39,54,1.0,10.0,-9.37,61.65
66,900260,로스웰,809.0,-31.57,37.93,802.2,780.38,5,120,14,39,64,1.0,10.0,-19.19,57.54
50,304840,피플바이오,3695.0,-41.09,34.44,3635.0,3118.88,5,120,14,49,54,1.0,10.0,2.8,81.8
62,110790,크리스에프앤씨,8220.0,-61.61,28.03,8118.0,7896.75,5,120,14,34,79,1.0,10.0,-6.83,46.2
