,Return,Std Dev,Symbol(Name)
530036,-23.34,92.01,530036 (삼성 인버스 2X WTI원유 선물 ETN)
500027,-26.41,89.86,500027 (신한 인버스 2X WTI원유 선물 ETN(H))
530107,-34.59,57.44,530107 (삼성 인버스 2X 코스닥150 선물 ETN)
550074,-80.93,117.71,550074 (N2 블룸버그 2X 천연가스 선물 ETN(H))
530111,-54.14,104.98,530111 (삼성 레버리지 천연가스 선물 ETN C)
580044,-34.85,57.16,580044 (KB 인버스 2X KOSDAQ 150 선물 ETN)
520057,-34.46,57.66,520057 (미래에셋 인버스 2X 코스닥150 선물 ETN)
500082,-61.77,104.56,500082 (신한 블룸버그 2X 천연가스 선물 ETN)
500019,6.0,78.68,500019 (신한 레버리지 WTI원유 선물 ETN(H))
530031,5.43,80.32,530031 (삼성 레버리지 WTI원유 선물 ETN)
550043,-27.89,90.56,550043 (N2 인버스 레버리지 WTI원유 선물 ETN(H))
570093,-57.01,105.63,570093 (한투 레버리지 천연가스 선물 ETN B)
570103,273.37,49.37,570103 (한투 인버스2X 나스닥100 ETN B)
580020,-11.57,63.92,580020 (KB 천연가스 선물 ETN(H))
580014,-11.93,51.93,580014 (KB 인버스 2X 나스닥 100 ETN)
500028,-17.69,36.9,500028 (신한 인버스 2X 다우존스지수 선물 ETN(H))
520052,-57.98,60.06,520052 (미래에셋 천연가스 선물 ETN(H))
610069,0.59,16.75,610069 (메리츠 KAP 레버리지 일본 엔화 ETN)
570082,-34.13,57.96,570082 (한투 인버스 2X 코스닥150선물 ETN)
530116,-30.44,38.01,530116 (삼성 인버스 2X 나스닥 100 ETN)
530109,-50.8,56.67,530109 (삼성 S&P500 VIX S/T 선물 ETN)
530118,-6.21,20.84,530118 (삼성 코스닥 150 TR ETN)
530062,-25.05,61.61,530062 (삼성 인버스 2X 은 선물 ETN(H))
500030,-15.34,58.26,500030 (신한 인버스 2X 은 선물 ETN(H))
570102,-76.14,46.7,570102 (한투 레버리지 나스닥100 ETN B)
530088,-21.79,77.33,530088 (삼성 레버리지 KRX 2차전지 K-뉴딜 ETN)
580055,-62.6,103.35,580055 (KB 블룸버그 레버리지 천연가스 선물 ETN)
610038,-16.63,34.14,610038 (메리츠 레버리지 미국채30년 ETN(H))
580048,-8.7,14.68,580048 (KB CSI 300 ETN)
500076,-50.81,56.67,500076 (신한 S&P500 VIX S/T 선물 ETN D)
530105,-21.95,33.17,530105 (삼성 인버스 2X 코스피200 선물 ETN)
