Cluster,Symbol,Name,Return,Std Dev
0,484880,SOL 금융지주플러스고배당,223.1,25.13
1,580062,KB 레버리지 미국채 30년 ETN,213.42,45.72
2,450080,에코프로머티,209.41,112.83
3,700023,하나 Solactive 2X US Tech Top 10 ETN(H),173.72,43.84
4,457190,이수스페셜티케미컬,172.14,110.98
5,465610,ACE 미국빅테크TOP7 Plus레버리지(합성),140.3,46.53
5,610044,메리츠 인버스 천연가스 선물 ETN(H),143.33,60.58
5,520053,미래에셋 인버스 천연가스 선물 ETN(H),141.27,59.89
6,454910,두산로보틱스,111.3,81.23
7,473490,KOSEF 글로벌AI반도체,99.34,34.16
7,520072,미래에셋 미국 AI TOP3 ETN,102.28,29.62
7,570101,한투 인버스 나스닥100 ETN B,104.35,18.19
7,461910,PLUS 미국테크TOP10레버리지(합성),113.14,39.28
7,479850,HANARO K-뷰티,109.77,27.8
8,469060,RISE 미국반도체NYSE,86.41,28.06
8,530115,삼성 레버리지 나스닥 100 ETN,93.03,29.52
8,520075,미래에셋 레버리지 미국 방위산업 TOP3 ETN,93.52,33.62
8,510039,대신 3X 레버리지 국채30년 ETN,83.89,31.99
8,473640,HANARO 글로벌금채굴기업,88.41,30.94
9,336370,솔루스첨단소재,80.26,67.61
9,580052,KB 인버스 2X 밀 선물 ETN,87.31,66.05
10,479730,TIGER 인도빌리언컨슈머,72.98,18.71
10,480020,ACE 미국빅테크7+ 15%프리미엄분배(합성),81.67,24.07
10,760005,키움 INDXX 미국테크탑10 ETN,77.66,20.77
10,580060,KB 레버리지 미국채 10년 ETN,85.87,13.21
11,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,78.2,26.46
11,466920,SOL 조선TOP3플러스,71.53,33.91
11,456600,TIMEFOLIO 글로벌AI인공지능액티브,81.96,26.87
11,476070,KODEX 글로벌비만치료제TOP2 Plus,75.18,28.32
11,480040,ACE 미국반도체15%프리미엄분배(합성),78.41,28.41
11,469150,ACE AI반도체포커스,79.93,34.27
11,610078,메리츠 3X 레버리지 미국채30년 ETN,81.04,35.27
11,469050,RISE 미국반도체NYSE(H),76.19,29.82
11,473590,ACE 미국주식베스트셀러,78.1,24.89
11,580054,KB 인버스 2X 콩 선물 ETN,71.84,37.25
11,464060,HANARO 글로벌반도체TOP10 SOLACTIVE,69.97,29.83
12,423920,TIGER 미국필라델피아반도체레버리지(합성),75.6,58.07
12,465350,RISE 2차전지TOP10인버스(합성),72.15,47.11
12,453820,KODEX 인도Nifty50레버리지(합성),81.88,46.2
12,580034,KB 레버리지 FANG 플러스 ETN(H),72.75,59.21
13,466940,TIGER 은행고배당플러스TOP10,68.14,25.26
13,500077,신한 인버스0.5X S&P500 VIX S/T선물 ETN,65.69,22.87
13,449450,PLUS K방산,61.75,29.19
13,466950,TIGER 글로벌AI액티브,60.33,25.75
13,700022,하나 Solactive US Tech Top 10 ETN(H),69.5,21.19
13,530110,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,65.82,22.5
13,570089,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,65.33,22.12
13,475070,KoAct 글로벌기후테크인프라액티브,64.51,30.22
13,473460,KODEX 미국서학개미,67.19,23.26
13,580061,KB 미국채 30년 ETN,66.84,15.65
14,019175,신풍제약우,61.65,78.35
14,33626L,두산퓨얼셀2우B,57.44,79.56
14,33637L,솔루스첨단소재2우B,53.98,88.08
14,004835,덕성우,63.54,82.36
14,004105,태양금속우,53.98,72.86
14,580019,KB 인버스 2X 항셍테크 선물 ETN,62.56,83.22
14,006345,대원전선우,59.74,77.75
14,008355,남선알미우,59.12,83.88
15,042700,한미반도체,53.45,47.67
15,267260,HD현대일렉트릭,50.74,57.79
15,005070,코스모신소재,55.44,56.53
15,001570,금양,63.7,60.23
15,298040,효성중공업,59.48,58.0
15,336260,두산퓨얼셀,60.19,65.7
15,500071,신한 레버리지 코스닥 150 선물 ETN,56.37,55.32
15,520056,미래에셋 레버리지 코스닥150 선물 ETN,57.58,57.81
15,700017,하나 레버리지 코스닥150 선물 ETN,58.45,56.69
15,510026,대신 레버리지 코스닥 150 선물 ETN,59.83,59.24
15,570081,한투 레버리지 코스닥150선물 ETN,58.18,58.27
15,530106,삼성 레버리지 코스닥150 선물 ETN,56.36,56.85
15,580043,KB 레버리지 KOSDAQ 150 선물 ETN,59.35,57.18
16,465580,ACE 미국빅테크TOP7 Plus,57.4,21.07
16,474220,TIGER 미국테크TOP10+10%프리미엄,60.71,16.6
16,472160,TIGER 미국테크TOP10 INDXX(H),58.02,20.88
16,448540,ACE 엔비디아채권혼합블룸버그,56.17,18.23
16,481850,신한글로벌액티브리츠,51.39,18.18
16,481190,SOL 미국테크TOP10,49.75,20.53
16,520063,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),59.24,23.61
16,477730,KODEX 인도타타그룹,58.17,19.81
16,700024,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),58.28,22.05
16,530113,삼성 레버리지 S&P500 선물 ETN,53.31,20.07
16,471040,KoAct 글로벌AI&로봇액티브,52.19,23.92
16,453950,TIGER TSMC밸류체인FACTSET,48.87,24.13
16,580056,KB 일본 로보틱스 TOP 10 ETN,48.46,19.95
16,461340,HANARO 글로벌생성형AI액티브,47.78,23.22
16,570100,한투 일본종합상사TOP5 ETN,59.23,22.22
16,461900,PLUS 미국테크TOP10,49.74,18.77
16,446690,KODEX 아시아AI반도체exChina액티브,53.8,24.63
16,442580,PLUS 글로벌HBM반도체,53.14,28.62
17,475350,RISE 버크셔포트폴리오TOP10,46.75,12.21
17,610075,메리츠 3X 레버리지 미국채10년 ETN,49.54,15.69
17,580063,KB 레버리지 미국채 10년 선물 ETN,52.18,6.57
17,580059,KB 미국채 10년 ETN,51.78,6.85
18,101140,인바이오젠,46.88,127.05
19,003350,한국화장품제조,47.38,62.89
19,074610,이엔플러스,34.33,78.36
19,005257,녹십자홀딩스2우,43.45,70.93
19,004985,성신양회우,42.11,73.14
19,014285,금강공업우,43.55,69.73
19,004545,깨끗한나라우,42.97,76.93
19,009415,태영건설우,46.68,72.51
19,011155,CJ씨푸드1우,44.09,69.39
19,000227,유유제약2우B,43.86,71.91
19,014915,성문전자우,46.92,77.57
19,004415,서울식품우,42.22,70.53
20,476690,TIGER 글로벌비만치료제TOP2Plus,40.16,16.8
20,464930,TIGER 글로벌혁신블루칩TOP10,41.51,16.94
20,483290,KODEX 미국배당+10%프리미엄다우존스,45.0,12.78
20,520074,미래에셋 미국 방위산업 TOP3 ETN,42.13,18.03
20,474800,KOSEF 미국원유에너지기업,39.03,16.82
20,453080,KOSEF 미국나스닥100(H),40.08,16.53
20,483030,KOSEF 미국블록버스터바이오테크의약품+,45.38,12.98
20,477490,에셋플러스 글로벌일등기업포커스10액티브,44.77,16.13
21,455850,SOL AI반도체소부장,38.06,32.39
21,442320,RISE 글로벌원자력,44.16,29.08
21,520054,미래에셋 레버리지 코스피200 선물 ETN,39.79,33.0
21,465660,TIGER 일본반도체FACTSET,46.54,30.5
21,500069,신한 레버리지 코스피 200 선물 ETN,39.36,32.8
21,530104,삼성 레버리지 코스피200 선물 ETN,39.72,32.85
21,550076,N2 US 500 월간레버리지 ETN(H),44.69,28.14
21,580039,KB 레버리지 KOSPI 200 선물 ETN,39.57,33.81
21,467540,KOSEF 코스닥글로벌,41.79,30.63
22,207940,삼성바이오로직스,37.88,39.06
22,329180,HD현대중공업,36.46,42.53
22,003670,포스코퓨처엠,43.38,44.06
22,003230,삼양식품,41.44,46.34
22,570043,한투 레버리지 나스닥 100 ETN,48.83,45.61
22,418660,TIGER 미국나스닥100레버리지(합성),49.84,44.85
22,580015,KB 레버리지 나스닥 100 ETN,34.97,42.23
22,520065,미래에셋 -2X 미국채울트라30년 선물 ETN,34.12,37.6
22,475310,SOL 반도체후공정,44.08,39.31
22,459370,SOL 유럽탄소배출권선물인버스ICE(H),34.31,37.21
23,019170,신풍제약,37.45,64.44
23,003160,디아이,41.64,59.71
23,009470,삼화전기,37.54,59.73
23,006340,대원전선,36.63,60.21
23,004830,덕성,35.24,68.4
23,33626K,두산퓨얼셀1우,34.5,68.42
23,011390,부산산업,37.24,63.89
23,004770,써니전자,32.12,70.46
23,33637K,솔루스첨단소재1우,36.37,70.43
23,152550,한국ANKOR유전,39.45,59.73
23,000325,노루홀딩스우,39.35,65.42
23,090355,노루페인트우,37.93,64.66
23,000545,흥국화재우,34.38,68.92
24,068270,셀트리온,38.21,54.7
24,180640,한진칼,36.71,55.37
24,007660,이수페타시스,41.43,52.62
24,009420,한올바이오파마,34.48,55.9
24,353200,대덕전자,36.73,49.3
24,229640,LS에코에너지,36.86,50.67
24,006110,삼아알미늄,41.12,52.03
24,090460,비에이치,33.63,51.28
24,007700,F&F홀딩스,32.77,50.9
24,075580,세진중공업,34.44,49.19
24,026890,스틱인베스트먼트,31.4,53.73
24,035150,백산,36.17,48.35
24,081000,일진다이아,31.18,53.22
24,120030,조선선재,37.38,54.02
24,084695,대상홀딩스우,35.25,54.67
25,002840,미원상사,30.18,29.76
25,390390,KODEX 미국반도체MV,36.84,28.08
25,314250,KODEX 미국빅테크10(H),33.99,29.59
25,462900,KoAct 바이오헬스케어액티브,30.53,28.93
25,426030,TIMEFOLIO 미국나스닥100액티브,40.07,23.44
25,466930,SOL 자동차TOP3플러스,31.57,25.97
25,434730,HANARO 원자력iSelect,34.12,29.22
25,423170,SOL 한국형글로벌반도체액티브,38.09,24.34
25,464920,PLUS 일본반도체소부장,35.49,25.07
25,479620,SOL 미국AI반도체칩메이커,33.86,32.42
25,454320,HANARO CAPEX설비투자iSelect,34.63,28.78
