ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
000300,대유플러스,79,5,120,14,34.0,54.0,1.0,10.0,3.475949894739207
570091,한투 인버스 유로스탁스50 ETN(H) C,80,5,120,14,39.0,54.0,1.0,10.0,1.6681454356898455
458250,TIGER 미국30년국채스트립액티브(합성 H),82,5,120,14,49.0,54.0,1.0,10.0,1.5314118834978303
570092,한투 인버스 2X 유로스탁스50 ETN(H) B,88,5,60,14,44.0,64.0,1.0,10.0,1.0786209309842296
580019,KB 인버스 2X 항셍테크 선물 ETN,16,5,60,14,49.0,54.0,1.0,10.0,0.7365005594043987
009580,무림P&P,60,5,120,14,44.0,54.0,1.0,10.0,0.4278701721145304
004800,효성,60,5,120,14,44.0,54.0,1.0,10.0,0.14838585577219798
275750,RISE 코스닥150선물인버스,82,5,120,14,49.0,54.0,1.0,10.0,0.1090760067210248
251340,KODEX 코스닥150선물인버스,82,5,120,14,49.0,54.0,1.0,10.0,0.10743861783151787
139480,이마트,78,5,60,14,34.0,54.0,1.0,10.0,0.10514336134804547
250780,TIGER 코스닥150선물인버스,82,5,120,14,49.0,54.0,1.0,10.0,0.10474653586893679
023450,동남합성,36,5,120,14,39.0,54.0,1.0,10.0,0.013921786085083765
402460,HANARO Fn K-메타버스MZ,82,5,120,14,49.0,54.0,1.0,10.0,0.007610500824737132
414270,ACE G2전기차&자율주행액티브,82,5,120,14,49.0,54.0,1.0,10.0,0.1434102025577737
034830,한국토지신탁,60,5,120,14,44.0,54.0,1.0,10.0,-0.029154836921704397
007070,GS리테일,60,5,120,14,44.0,54.0,1.0,10.0,-0.05265585869628098
304660,KODEX 미국30년국채울트라선물(H),71,5,60,14,44.0,54.0,1.0,10.0,-0.09179215653604578
399580,RISE 글로벌클린에너지,82,5,120,14,49.0,54.0,1.0,10.0,-0.23549970622322647
