ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
RSPU.K,Invesco S&P 500 Eql Wght Utilities ETF,78,5,120,14,44.0,64.0,1.0,10.0,0.2281450133069718
BMVP.K,Invesco Bloomberg MVP Multi-Factor ETF,79,5,120,14,34.0,64.0,1.0,10.0,0.20195164379938002
PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,56,5,120,14,34.0,74.0,1.0,10.0,0.20127267484123768
RWJ,Invesco S&P SmallCap 600 Revenue ETF,64,5,120,14,44.0,64.0,1.0,10.0,0.13670747349785684
TLTW.K,iShares 20+ Year Treasury Bond BuyWrite Strat ETF,136,5,120,14,34.0,64.0,1.0,10.0,0.09483168664528341
LTPZ.K,PIMCO 15+ Year US TIPS Index Exchange-Traded Fund,95,5,120,14,44.0,64.0,1.0,10.0,0.020105260505219658
RSPH.K,Invesco S&P 500 Eql Wght Health Care ETF,64,5,120,14,44.0,64.0,1.0,10.0,0.057334538687777714
UST,ProShares Ultra 7-10 Year Treasury,98,5,120,14,44.0,64.0,1.0,10.0,0.015048362854962916
UBT,ProShares Ultra 20+ Year Treasury,58,5,120,14,44.0,74.0,1.0,10.0,0.010611635452587587
PSQ,ProShares Short QQQ,62,5,120,14,34.0,64.0,1.0,10.0,0.00239363242244206
SPTL.K,SPDR Portfolio Long Term Treasury ETF,98,5,120,14,44.0,64.0,1.0,10.0,-0.0004666026102742027
TIPZ.K,PIMCO Broad US TIPS Index Exchange-Traded Fund,99,5,120,14,44.0,64.0,1.0,10.0,-0.0006408851456282116
TLT.O,iShares 20+ Year Treasury Bond ETF,95,5,120,14,44.0,64.0,1.0,10.0,-0.0014404322522533208
IBTE.O,iShares iBonds Dec 2024 Term Treasury ETF,100,5,120,14,44.0,64.0,1.0,10.0,-0.0028156211759876593
IBTF.O,iShares iBonds Dec 2025 Term Treasury ETF,100,5,120,14,44.0,64.0,1.0,10.0,-0.004917881423314063
VGLT.O,Vanguard Long-Term Treasury Index Fund;ETF,98,5,120,14,44.0,64.0,1.0,10.0,-0.006063714327177228
AGZD.O,WisdomTree Interest Rate Hdg US Aggr Bd,99,5,120,14,44.0,64.0,1.0,10.0,-0.008731437073717485
IDX,VanEck Indonesia Index ETF,92,5,120,14,44.0,64.0,1.0,10.0,-0.017126382628288583
KRBN.K,KraneShares Global Carbon Strategy ETF,37,5,120,14,44.0,64.0,1.0,10.0,-0.026109964396325736
SPAX.K,Robinson Alternative Yield Pre-Merger SPAC ETF,101,5,120,14,44.0,64.0,1.0,10.0,-0.027914878179578162
TUA,Simplify Short Term Treasury Futures Strategy ETF,113,5,120,14,44.0,74.0,1.0,10.0,0.5020904752240536
BBIP.K,JPMorgan BetaBuilders US TIPS 0-5 Year ETF,100,5,120,14,44.0,64.0,1.0,10.0,-0.08251878166009574
TAIL.K,Cambria Tail Risk ETF,123,5,120,14,34.0,64.0,1.0,10.0,-0.08774017218764907
DUG,ProShares UltraShort Energy,134,5,120,14,34.0,74.0,1.0,10.0,-0.07452165727202431
FAIL.K,Cambria Global Tail Risk ETF,120,5,120,14,34.0,74.0,1.0,10.0,-0.11724294134421809
IVOL.K,Quadratic Interest Rate Vltly and Infltn Hdg ETF,113,5,120,14,44.0,74.0,1.0,10.0,-0.12952219964225464
SH,ProShares Short S&P500 ETF,129,5,120,14,34.0,64.0,1.0,10.0,-0.1416783430226033
VIXM.K,ProShares VIX Mid-Term Futures ETF,132,5,120,14,34.0,74.0,1.0,10.0,-0.16028480304636794
RZG,Invesco S&P SmallCap 600 Pure Growth ETF,64,5,120,14,44.0,64.0,1.0,10.0,-0.26263166670811566
SDS,ProShares UltraShort S&P500,138,5,120,14,44.0,64.0,1.0,10.0,-0.2860040358384456
SDOW.K,ProShares UltraPro Short Dow30,144,5,120,14,34.0,64.0,1.0,10.0,-0.3804606272926715
HIBS.K,Direxion Daily S&P 500 High Beta Bear 3X Shares,151,5,120,14,34.0,64.0,1.0,10.0,-0.40978610974913043
PSCH.O,Invesco S&P SmallCap Health Care ETF,64,5,120,14,44.0,64.0,1.0,10.0,-0.4515370743092165
SQQQ.O,ProShares UltraPro Short QQQ,150,5,120,14,34.0,64.0,1.0,10.0,-0.5328492261766067
TECS.K,Direxion Daily Technology Bear 3x Shares,150,5,120,14,34.0,64.0,1.0,10.0,-0.5498738631137521
BITI.K,ProShares Short Bitcoin Strategy ETF,150,5,120,14,34.0,64.0,1.0,10.0,-0.6563576227599237
UVXY.K,ProShares Ultra VIX Short-Term Futures ETF,148,5,120,14,44.0,64.0,1.0,10.0,-0.7475012460855639
