ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
NXL.O,넥살린 테크놀로지,25,5,120,14,49.0,59.0,1.0,10.0,4307.568853438499
APCX.O,앱테크 페이먼츠,63,5,60,14,44.0,54.0,1.0,10.0,371.20241214014027
WGS.O,진디엑스 홀딩스,145,5,120,14,29.0,54.0,1.0,10.0,48.91704245533034
ARGX.O,아겐스 ADR,74,5,120,14,49.0,69.0,1.0,10.0,14.632065643526895
NVCR.O,노보큐어,94,5,120,14,39.0,54.0,1.0,10.0,1.3690787037056813
GCTK.O,글루코 트랙,62,5,120,14,34.0,54.0,1.0,10.0,1.3197233568718927
PSHG.O,퍼포먼스 쉬핑,152,5,120,14,29.0,79.0,1.0,10.0,1.109324029898835
GLLIR.O,Globalink Investment Rights Exp 6th Dec 2026,5,5,60,14,49.0,54.0,1.0,10.0,1.0220145450138416
EUDA.O,8i 애퀴지션 2,101,5,60,14,44.0,59.0,1.0,10.0,0.9187658455146304
AUID.O,오스아이디,131,5,120,14,44.0,54.0,1.0,10.0,0.8742108153898926
AVAH.O,애비애나 헬스케어 홀딩스,146,5,120,14,49.0,54.0,1.0,10.0,0.8526163394007762
DSP.O,바이안트 테크놀로지,146,5,120,14,49.0,54.0,1.0,10.0,0.7462397257692535
SNGX.O,솔리제닉스,53,5,60,14,34.0,54.0,1.0,10.0,0.6067986959445708
PODD.O,인슐릿,93,5,60,14,44.0,54.0,1.0,10.0,0.37223137729441436
SANG.O,샌고마 테크놀로지스,146,5,120,14,49.0,54.0,1.0,10.0,0.3105123883819021
TSLA.O,테슬라,74,5,120,14,49.0,69.0,1.0,10.0,0.3029449659419845
MIRM.O,미럼 파마슈티컬스,73,5,120,14,49.0,59.0,1.0,10.0,0.2978952392095946
WINVR.O,WinVest Acquisition Right,10,5,120,14,49.0,54.0,1.0,10.0,0.0949188184285834
TBRG.O,트루브리지,128,5,120,14,34.0,54.0,1.0,10.0,0.050074879441030395
MOLN.O,몰레큘러 파트너스 ADR,127,5,120,14,39.0,54.0,1.0,10.0,0.025605061126469986
EGRX.O,이글 파마슈티컬스,120,5,120,14,29.0,54.0,1.0,10.0,0.0
