,Return,Std Dev,Symbol(Name)
247540,89.73,60.68,247540 (에코프로비엠)
196170,103.66,68.92,196170 (알테오젠)
086520,60.56,58.46,086520 (에코프로)
028300,70.53,74.03,028300 (HLB)
348370,81.54,77.9,348370 (엔켐)
000250,55.92,56.62,000250 (삼천당제약)
145020,35.4,49.67,145020 (휴젤)
141080,47.03,59.6,141080 (리가켐바이오)
058470,33.39,35.62,058470 (리노공업)
068760,34.49,55.27,068760 (셀트리온제약)
214150,45.97,49.24,214150 (클래시스)
263750,27.96,50.12,263750 (펄어비스)
277810,100.51,69.21,277810 (레인보우로보틱스)
257720,198.27,85.72,257720 (실리콘투)
403870,100.75,68.07,403870 (HPSP)
039030,32.55,50.66,039030 (이오테크닉스)
078600,41.38,55.05,078600 (대주전자재료)
357780,7.32,40.95,357780 (솔브레인)
214450,17.51,46.62,214450 (파마리서치)
240810,21.97,45.13,240810 (원익IPS)
035900,38.16,51.85,035900 (JYP Ent.)
237690,25.15,55.29,237690 (에스티팜)
005290,27.53,47.57,005290 (동진쎄미켐)
035760,2.08,35.87,035760 (CJ ENM)
089030,34.19,47.41,089030 (테크윙)
178320,31.22,47.69,178320 (서진시스템)
041510,37.56,51.01,041510 (에스엠)
039200,48.3,64.77,039200 (오스코텍)
225570,31.54,62.73,225570 (넥슨게임즈)
293490,-18.79,48.91,293490 (카카오게임즈)
298380,41.97,66.15,298380 (에이비엘바이오)
096530,33.66,56.69,096530 (씨젠)
137400,41.02,52.65,137400 (피엔티)
086900,36.02,54.24,086900 (메디톡스)
065350,39.22,59.62,065350 (신성델타테크)
036930,16.86,48.95,036930 (주성엔지니어링)
232140,47.43,55.62,232140 (와이씨)
140860,59.13,45.71,140860 (파크시스템스)
067630,53.92,75.93,067630 (HLB생명과학)
950160,-11.89,49.46,950160 (코오롱티슈진)
087010,42.72,68.3,087010 (펩트론)
064760,32.95,47.94,064760 (티씨케이)
310210,124.21,79.9,310210 (보로노이)
095340,41.1,52.96,095340 (ISC)
067160,37.2,55.66,067160 (SOOP)
195940,-7.52,44.3,195940 (HK이노엔)
417200,-14.6,87.5,417200 (LS머트리얼즈)
281740,64.4,56.29,281740 (레이크머티리얼즈)
051980,38.46,81.32,051980 (중앙첨단소재)
204270,35.46,57.75,204270 (제이앤티씨)
