ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
GMUN.K,Goldman Sachs Community Municipal Bond ETF,103,5,120,14,49.0,54.0,1.0,10.0,2.1731367752087936
TSL.O,GraniteShares 1.25x Long TSLA Daily ETF,132,5,60,14,44.0,54.0,1.0,10.0,0.8300331784623747
BBLB.K,JPMorgan BetaBuilders US Treasury Bond 20+ Yr ETF,114,5,120,14,49.0,54.0,1.0,10.0,0.4503198299167701
UTHY.O,US Treasury 30 Year Bond ETF,114,5,120,14,49.0,54.0,1.0,10.0,0.4476395128391151
UTWY.O,US Treasury 20 Year Bond ETF,114,5,120,14,49.0,54.0,1.0,10.0,0.3176655053597708
RSPU.K,Invesco S&P 500 Eql Wght Utilities ETF,83,5,60,14,44.0,54.0,1.0,10.0,0.2773559263179117
PRF,Invesco FTSE RAFI US 1000 ETF,86,5,60,14,29.0,54.0,1.0,10.0,0.24603916085214084
PSCC.O,Invesco S&P SmallCap Consumer Staples ETF,70,5,60,14,49.0,54.0,1.0,10.0,0.23872642684414425
APLY.K,YieldMax AAPL Option Income Strategy ETF,119,5,60,14,44.0,54.0,1.0,10.0,2.032616896344909
RSPH.K,Invesco S&P 500 Eql Wght Health Care ETF,71,5,60,14,29.0,54.0,1.0,10.0,0.20987779103491921
DRN,Direxion Daily Real Estate Bull 3X Shares,35,5,60,14,49.0,59.0,1.0,10.0,0.18326784494609094
RSPT.K,Invesco S&P 500 Eql Wght Technology ETF,64,5,120,14,34.0,54.0,1.0,10.0,0.16922295041092905
BBSB.K,JPMorgan BetaBuilders US Treasury Bond 1-3 Yr ETF,103,5,120,14,49.0,54.0,1.0,10.0,0.15323107050408247
PTH.O,Invesco Dorsey Wright Healthcare Momentum ETF,64,5,120,14,34.0,54.0,1.0,10.0,0.1359682219264664
WPS,iShares International Developed Property ETF,104,5,120,14,49.0,54.0,1.0,10.0,0.12750232391277816
KMLM.K,KraneShares Mount Lucas Managed Futures Ix Str ETF,82,5,60,14,49.0,54.0,1.0,10.0,0.1100687792140429
HAUZ.K,Xtrackers International Real Estate ETF,104,5,120,14,49.0,54.0,1.0,10.0,0.09692193916850078
VTES.K,Vanguard Short-Term Tax-Exempt Bond ETF,103,5,120,14,49.0,54.0,1.0,10.0,0.08701441782012576
RSPM.K,Invesco S&P 500 Eql Wght Materials ETF,84,5,120,14,39.0,54.0,1.0,10.0,0.08315893169000454
PRFZ.O,Invesco FTSE RAFI US 1500 Small Mid ETF,84,5,120,14,39.0,54.0,1.0,10.0,0.08068514019192397
RWX,SPDR Dow Jones International Real Estate ETF,104,5,120,14,49.0,54.0,1.0,10.0,0.0643597501147124
RSPS.K,Invesco S&P 500 Eql Wght Con Staples ETF,86,5,60,14,29.0,54.0,1.0,10.0,0.0600341914365794
SPXV.K,ProShares S&P 500 Ex-Health Care ETF,70,5,60,14,49.0,54.0,1.0,10.0,0.05874486720641525
SPXE.K,ProShares S&P 500 Ex-Energy ETF,70,5,60,14,49.0,54.0,1.0,10.0,0.05532062770034929
FTXG.O,First Trust Nasdaq Food & Beverage ETF,90,5,120,14,49.0,54.0,1.0,10.0,0.042829296300262776
IFGL.O,iShares International Developed Real Estate ETF,104,5,120,14,49.0,54.0,1.0,10.0,0.04173755639880383
FBND.K,Fidelity Total Bond ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.029781071707629225
IDX,VanEck Indonesia Index ETF,98,5,120,14,44.0,54.0,1.0,10.0,0.027610536881075287
LQD,iShares iBoxx $ Inv Grade Corporate Bond ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.027137188180611282
XONE.K,BondBloxx Bloomberg 1 Yr Tgt Duration US Trsy ETF,103,5,120,14,49.0,54.0,1.0,10.0,0.030776638218965147
GTO,Invesco Total Return Bond ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.02231562392591413
MMIN.K,IQ MacKay Municipal Insured ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.018571730860337032
QLTA.K,iShares Aaa - A Rated Corporate Bond ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.017354119456372663
SPBO.K,SPDR Portfolio Corporate Bond ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.01703429833922021
TLT.O,iShares 20+ Year Treasury Bond ETF,104,5,120,14,49.0,54.0,1.0,10.0,0.01350295529490575
UTWO.O,US Treasury 2 Year Note ETF,103,5,120,14,49.0,54.0,1.0,10.0,0.011333593168020073
SCHP.K,Schwab US TIPS ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.010184644902975215
IEF.O,iShares 7-10 Year Treasury Bond ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.005447981315564121
TIP,iShares TIPS Bond ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.005083126508948377
TIPZ.K,PIMCO Broad US TIPS Index Exchange-Traded Fund,102,5,120,14,49.0,59.0,1.0,10.0,0.0025252252799405905
EAGG.K,iShares ESG Aware US Aggregate Bond ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.0023966323916024823
SPIP.K,SPDR Portfolio TIPS ETF,102,5,120,14,49.0,59.0,1.0,10.0,0.0005376869558124664
