,Return,Std Dev,Symbol(Name)
AAPL.O,52.34,87.37,AAPL.O (애플)
AMZN.O,35.16,32.57,AMZN.O (아마존닷컴)
MSFT.O,27.14,25.71,MSFT.O (마이크로소프트)
UNH,26.21,25.03,UNH (유나이티드헬스 그룹)
NKE,15.33,27.88,NKE (나이키)
MRK,11.43,20.49,MRK (머크 앤 코)
V,24.11,24.78,V (비자)
CRM,26.72,36.16,CRM (세일즈포스)
JPM,16.77,27.48,JPM (제이피모간체이스)
CAT,17.06,28.62,CAT (캐터필러)
MCD,11.63,18.64,MCD (맥도날드)
HD,22.74,23.21,HD (홈디포)
DIS,11.71,26.12,DIS (월트 디즈니)
CVX,9.66,27.08,CVX (셰브론)
GS,13.19,28.11,GS (골드만삭스)
JNJ,7.99,16.83,JNJ (존슨앤드존슨)
PG,8.83,17.21,PG (프록터 & 갬블)
INTC.O,8.01,30.53,INTC.O (인텔)
WMT,7.36,26.15,WMT (월마트)
VZ,4.94,18.54,VZ (버라이존 커뮤니케이션스)
CSCO.O,9.03,25.97,CSCO.O (시스코 시스템즈)
KO,8.08,17.07,KO (코카콜라)
AMGN.O,16.84,24.1,AMGN.O (암젠)
BA,14.79,35.84,BA (보잉)
HON.O,-0.19,20.22,HON.O (허니웰 인터내셔널)
AXP,17.46,28.61,AXP (아메리칸 익스프레스)
IBM,4.77,22.37,IBM (인터내셔날 비지니스 머신)
DOW,8.29,36.64,DOW (다우)
MMM,4.32,23.03,MMM (쓰리엠 (3M))
TRV,13.09,22.17,TRV (트래블러스 컴퍼니스)
