ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
570073,한투 인버스 2X 구리 선물 ETN,7,5,60,14,44.0,54.0,1.0,10.0,4.287925345478933
610027,메리츠 인버스 구리 선물 ETN(H),11,5,60,14,39.0,54.0,1.0,10.0,3.720081330697578
530096,삼성 인버스 구리 선물 ETN(H),11,5,60,14,39.0,54.0,1.0,10.0,3.3975530281735367
580019,KB 인버스 2X 항셍테크 선물 ETN,4,5,60,14,49.0,54.0,1.0,10.0,0.682434400263725
530111,삼성 레버리지 천연가스 선물 ETN C,16,5,60,14,34.0,54.0,1.0,10.0,0.0
500008,신한 인버스 구리 선물 ETN(H),11,5,60,14,39.0,54.0,1.0,10.0,-0.021763217460469497
570056,한투 인버스 금 선물 ETN,9,5,60,14,49.0,54.0,1.0,10.0,-0.02653716153850383
550063,N2 인버스 레버리지 금 선물 ETN(H),11,5,60,14,39.0,54.0,1.0,10.0,-0.09140056573325206
580023,KB 인버스 2X 금 선물 ETN(H),11,5,60,14,39.0,54.0,1.0,10.0,-0.26373370625108816
550074,N2 블룸버그 2X 천연가스 선물 ETN(H),19,5,60,14,24.0,54.0,1.0,10.0,-0.7506833163954698
