Cluster,Symbol,Name,Return,Std Dev
0,AMZN.O,아마존닷컴,34.5,32.54
0,CRM,세일즈포스,26.27,36.11
1,UNH,유나이티드헬스 그룹,27.06,25.1
1,V,비자,24.11,24.75
1,HD,홈디포,23.12,23.22
2,JPM,제이피모간체이스,17.01,27.47
2,AXP,아메리칸 익스프레스,17.78,28.58
2,CAT,캐터필러,17.36,28.61
2,CVX,셰브론,9.76,27.04
2,GS,골드만삭스,13.7,28.1
2,DIS,월트 디즈니,11.38,26.08
2,WMT,월마트,7.67,26.12
2,NKE,나이키,14.98,27.87
2,AMGN.O,암젠,17.26,24.07
2,TRV,트래블러스 컴퍼니스,13.08,22.25
3,INTC.O,인텔,8.5,30.59
3,BA,보잉,14.63,35.8
3,DOW,다우,8.55,36.51
4,PG,프록터 & 갬블,8.94,17.2
4,JNJ,존슨앤드존슨,8.4,16.84
4,KO,코카콜라,8.25,17.05
4,MCD,맥도날드,11.66,18.64
4,MRK,머크 앤 코,11.51,20.49
4,VZ,버라이존 커뮤니케이션스,4.99,18.52
4,IBM,인터내셔날 비지니스 머신,5.18,22.35
4,HON.O,허니웰 인터내셔널,-0.01,20.14
4,MMM,쓰리엠 (3M),4.43,23.01
