Cluster,Symbol,Name,Return,Std Dev
0,AAPL.O,애플,52.14,87.04
1,MSFT.O,마이크로소프트,26.07,25.7
1,AMZN.O,아마존닷컴,34.76,32.67
1,V,비자,23.83,24.76
1,UNH,유나이티드헬스 그룹,26.84,25.09
1,HD,홈디포,22.67,23.23
1,CRM,세일즈포스,26.35,36.1
2,JPM,제이피모간체이스,16.79,27.48
2,GS,골드만삭스,13.76,28.13
2,BA,보잉,14.07,35.85
2,AMGN.O,암젠,16.98,24.1
2,CAT,캐터필러,17.08,28.64
2,NKE,나이키,15.11,27.87
2,AXP,아메리칸 익스프레스,17.58,28.62
2,TRV,트래블러스 컴퍼니스,13.38,22.26
3,INTC.O,인텔,4.98,31.53
3,DIS,월트 디즈니,10.54,26.12
3,CVX,셰브론,9.02,27.06
3,CSCO.O,시스코 시스템즈,8.64,25.93
3,WMT,월마트,7.34,26.08
3,MMM,쓰리엠 (3M),5.91,23.78
3,DOW,다우,8.02,36.39
4,PG,프록터 & 갬블,9.04,17.26
4,KO,코카콜라,8.61,17.06
4,JNJ,존슨앤드존슨,8.66,16.88
4,MCD,맥도날드,11.95,18.69
4,MRK,머크 앤 코,10.78,20.65
4,IBM,인터내셔날 비지니스 머신,5.5,22.38
4,VZ,버라이존 커뮤니케이션스,4.83,18.59
4,HON.O,허니웰 인터내셔널,-2.35,20.25
