ticker,name,cluster,ma_short_window,ma_long_window,rsi_window,rsi_buy_threshold,rsi_sell_threshold,stop_loss_percent,take_profit_percent,Best Annual Returns
BHRB.O,버크 & 허버트 뱅크 & 트러스트,128,5,60,14,34.0,54.0,1.0,10.0,1460.7979721455147
SLRN.O,엑세러린,152,5,60,14,29.0,64.0,1.0,10.0,1199.180720939071
EMBC.O,엠백타,132,5,120,14,34.0,54.0,1.0,10.0,1116.0823779224206
SHMD.O,슈미드 그룹,139,5,60,14,29.0,54.0,1.0,10.0,358.2183386835138
MGRM.O,모노그램 테크놀로지스,158,5,120,14,34.0,54.0,1.0,10.0,319.81710670933774
GNTA.O,제넨타 사이언스 ADR,134,5,60,14,34.0,54.0,1.0,10.0,152.838184393659
IRBT.O,아이로봇,116,5,120,14,34.0,54.0,1.0,10.0,120.123972548798
FWRD.O,포워드 에어,119,5,60,14,34.0,54.0,1.0,10.0,109.36007118518334
DCGO.O,독고,140,5,120,14,49.0,54.0,1.0,10.0,42.99356042565054
LEGN.O,레전드 바이오테크 ADR,95,5,60,14,44.0,54.0,1.0,10.0,31.92824333316547
RGC.O,리젠셀 바이오사이언스 홀딩스,6,5,60,14,34.0,54.0,1.0,10.0,26.10280275890366
MOND.O,몬디 홀딩스,141,5,120,14,34.0,54.0,1.0,10.0,8.493429478524732
BROG.O,브루지 에너지,145,5,60,14,29.0,59.0,1.0,10.0,8.275788590972589
RGP.O,리소스 커넥션,119,5,60,14,34.0,54.0,1.0,10.0,6.759183381817188
ZAPP.O,잽 일렉트릭 비이클스 그룹,92,5,120,14,29.0,59.0,1.0,10.0,5.200675677109406
NTLA.O,인텔리아 테라퓨틱스,90,5,120,14,39.0,54.0,1.0,10.0,-0.6841129447775627
BCOV.O,브라이트코브,132,5,120,14,34.0,54.0,1.0,10.0,2.4176332225072747
SSRM.O,SSR 마이닝,116,5,120,14,34.0,54.0,1.0,10.0,2.2497272402477497
ACRS.O,애클래리스 테라퓨틱스,87,5,120,14,39.0,54.0,1.0,10.0,1.970070680771363
NVCR.O,노보큐어,90,5,120,14,39.0,54.0,1.0,10.0,1.4625773761578271
SILO.O,사일로 파마,102,5,120,14,34.0,59.0,1.0,10.0,1.4453982972503638
XPEL.O,엑스펠,28,5,60,14,39.0,54.0,1.0,10.0,1.3505220740652608
LPSN.O,라이브퍼슨,109,5,120,14,29.0,54.0,1.0,10.0,1.2944482872470746
INCR.O,인터큐어,140,5,120,14,49.0,54.0,1.0,10.0,1.2295171576573205
AEHR.O,에흐르 테스트 시스템즈,70,5,120,14,44.0,54.0,1.0,10.0,1.1371363313610932
HEPS.O,디 마켓 일렉트로시티 ADR,140,5,120,14,49.0,54.0,1.0,10.0,1.1293931106185817
PSHG.O,퍼포먼스 쉬핑,146,5,120,14,29.0,59.0,1.0,10.0,1.0366863910439057
MSEX.O,미들섹스 워터,106,5,120,14,44.0,54.0,1.0,10.0,1.0255709132608795
VFF.O,빌리지 팜스 인터내셔널,97,5,120,14,39.0,54.0,1.0,10.0,0.9805876048937026
