Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
122,FWRD.O,포워드 에어,23.62,2.655025007448779e+17,26.39,20.48,19.15,5,60,14,29,54,1.0,10.0,4.85,34.39
144,LCID.O,루시드 그룹,4.25,55468136823829.41,31.34,3.41,2.89,5,120,14,34,69,1.0,10.0,-23.86,84.56
115,MLYS.O,미네랄리스 테라퓨틱스,14.48,1944825693754.16,43.92,13.32,12.9,5,120,14,44,54,1.0,10.0,1.9,61.81
95,LEGN.O,레전드 바이오테크 ADR,54.37,434852.79,43.6,48.86,44.62,5,60,14,44,54,1.0,10.0,26.19,52.98
79,ATXS.O,아스트리아 테라퓨틱스,11.46,49722.12,48.95,10.53,9.41,5,60,14,49,54,1.0,10.0,48.53,76.6
163,MGRM.O,모노그램 테크놀로지스,2.26,13472.22,30.55,2.18,2.11,5,60,14,34,69,1.0,10.0,-50.03,127.59
70,LGVN.O,롱에버론,4.39,6322.62,36.63,3.55,1.76,5,60,14,39,64,1.0,10.0,86.67,207.7
126,CSLR.O,컴플리트 솔라리아,1.75,1500.19,22.16,1.56,1.04,5,120,14,44,54,1.0,10.0,1.09,110.07
111,EGRX.O,이글 파마슈티컬스,6.02,558.97,29.1,6.03,4.99,5,120,14,34,54,1.0,10.0,10.94,59.31
144,ORGN.O,오리진 머터리얼즈,0.9969,450.1,32.16,0.91,0.75,5,120,14,34,69,1.0,10.0,-26.65,86.32
144,MOND.O,몬디 홀딩스,2.52,404.78,30.53,2.35,2.27,5,120,14,34,69,1.0,10.0,-21.52,89.27
77,LICN.O,리첸 차이나,1.6744,221.35,48.47,1.68,1.29,5,120,14,49,54,1.0,10.0,66.86,146.12
88,ACRS.O,애클래리스 테라퓨틱스,1.32,194.69,31.11,1.28,1.2,5,120,14,39,54,1.0,10.0,35.32,110.3
92,NVCR.O,노보큐어,17.98,140.74,36.66,17.07,16.5,5,120,14,39,54,1.0,10.0,28.79,72.11
130,ZENV.O,젠비아,2.28,115.26,47.76,2.43,2.28,5,120,14,49,54,1.0,10.0,-3.99,99.97
129,CCLDP.O,케어 클라우드 우선주 시리즈 A 11%,8.9799,109.57,32.7,8.57,7.37,5,120,14,39,54,1.0,10.0,3.46,50.57
77,PETZ.O,TDH 홀딩스,1.66,91.37,39.99,1.41,1.18,5,120,14,49,54,1.0,10.0,55.31,150.07
126,AUID.O,오스아이디,9.78,74.13,38.29,9.4,8.79,5,120,14,44,54,1.0,10.0,2.28,114.86
91,ON.O,온 세미콘덕터,76.87,66.39,48.76,75.24,73.07,5,120,14,49,54,1.0,10.0,31.24,44.48
126,PROK.O,프로키드니,2.35,62.63,36.98,2.39,2.17,5,120,14,44,54,1.0,10.0,7.77,120.54
86,TREE.O,렌딩트리,46.63,57.62,43.36,43.34,39.93,5,120,14,44,64,1.0,10.0,35.45,58.05
91,PODD.O,인슐릿,201.98,41.82,47.26,199.42,182.35,5,120,14,49,54,1.0,10.0,30.52,41.03
71,AEHR.O,에흐르 테스트 시스템즈,15.75,41.35,41.68,14.29,13.39,5,120,14,49,59,1.0,10.0,78.71,90.61
130,UCL.O,유클라우드링크 그룹 ADR,1.57,39.7,42.75,1.61,1.57,5,120,14,49,54,1.0,10.0,-7.2,101.73
79,ACAD.O,아카디아 파마슈티컬스,17.77,26.3,42.54,17.2,15.89,5,60,14,49,54,1.0,10.0,59.21,77.68
73,TSLA.O,테슬라,248.23,26.03,47.83,253.56,184.65,5,120,14,49,74,1.0,10.0,71.23,56.32
116,NFBK.O,노스필드 뱅코프,10.47,25.08,41.87,9.83,9.57,5,120,14,44,54,1.0,10.0,4.94,28.28
108,MSEX.O,미들섹스 워터,59.41,24.0,36.36,55.63,52.84,5,120,14,44,54,1.0,10.0,14.17,28.4
147,SANG.O,샌고마 테크놀로지스,4.7857,23.78,41.94,4.76,4.48,5,120,14,44,54,1.0,10.0,-25.6,73.12
79,CYCCP.O,사이클라셀 파마슈티컬스 우선주 6.000%,9.29,20.31,46.34,8.79,8.33,5,60,14,49,54,1.0,10.0,48.04,81.64
65,KZIA.O,카지아 테라퓨틱스 ADR,0.8958,15.86,31.49,0.64,0.3,5,120,14,44,54,1.0,10.0,85.13,148.01
79,HQI.O,하이어퀘스트,14.1,13.42,39.66,12.83,12.59,5,60,14,49,54,1.0,10.0,48.87,78.71
