Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
22,KVUE.K,켄뷰,21.67,649.54,35.89,21.37,19.41,5,120,14,44,64,1.0,10.0,-12.12,27.88
13,GL,글로브 라이프,96.89,22.16,43.53,94.3,91.89,5,120,14,44,64,1.0,10.0,15.94,28.61
21,PFE,화이자,28.3,12.1,41.89,28.64,27.98,5,120,14,44,64,1.0,10.0,7.2,21.8
11,SBUX.O,스타벅스,94.81,6.27,38.28,91.3,82.34,5,120,14,44,64,1.0,10.0,19.61,27.37
21,BMY,브리스톨-마이어스 스큅,49.36,3.96,39.7,48.6,46.19,5,120,14,44,64,1.0,10.0,7.61,23.16
21,CLX,크로락스,145.4,-6.23,42.51,144.25,140.94,5,120,14,44,64,1.0,10.0,8.38,21.33
7,MKTX.O,마켓액세스 홀딩스,234.0,-10.27,43.82,236.97,212.5,5,120,14,44,64,1.0,10.0,28.15,33.01
14,PYPL.O,페이팔 홀딩스,67.96,-16.03,41.7,66.12,62.77,5,120,14,44,64,1.0,10.0,15.08,38.17
11,HUM,휴마나,350.36,-19.42,41.7,353.82,349.4,5,120,14,44,64,1.0,10.0,20.53,29.66
10,MTCH.O,매치 그룹,35.19,-20.72,41.64,34.67,32.82,5,120,14,44,64,1.0,10.0,24.46,47.89
