Cluster,Symbol,Name,Current_Price,Expected_Annual_Return,Current_RSI,Current_MA_Short,Current_MA_Long,MA_Short_Window,MA_Long_Window,RSI_Window,RSI_Buy_Threshold,RSI_Sell_Threshold,Stop_Loss_Percent,Take_Profit_Percent,Return,Std Dev
63,419530,SAMG엔터,13100.0,427583.04,29.76,12858.0,12408.75,5,120,14,34,64,1.0,10.0,-13.13,65.74
19,030960,양지사,10390.0,171.64,41.53,10774.0,10304.25,5,120,14,44,64,1.0,10.0,35.47,61.96
13,221800,유투바이오,4455.0,81.36,32.59,4517.0,4098.5,5,120,14,34,64,1.0,10.0,47.58,95.48
12,060260,뉴보텍,2025.0,8.1,30.16,2150.0,703.65,5,120,14,44,74,1.0,10.0,62.53,151.08
32,083550,케이엠,5270.0,6.56,33.33,4570.0,4147.12,5,120,14,34,64,1.0,10.0,19.35,50.24
35,065420,에스아이리소스,269.0,2.0,27.7,275.6,232.47,5,120,14,34,64,1.0,10.0,16.79,64.91
43,039860,나노엔텍,3660.0,0.86,37.61,3651.0,3510.04,5,120,14,44,64,1.0,10.0,11.91,53.4
51,182400,엔케이맥스,2020.0,0.0,33.74,2020.0,2005.47,5,120,14,34,64,1.0,10.0,5.46,61.23
52,215380,우정바이오,2125.0,-1.12,31.05,1702.6,1569.16,5,120,14,34,64,1.0,10.0,3.34,56.56
43,016600,큐캐피탈,321.0,-3.48,37.77,322.8,319.78,5,120,14,44,64,1.0,10.0,9.44,53.36
51,053950,경남제약,1102.0,-7.73,28.44,1177.0,1164.83,5,120,14,34,64,1.0,10.0,6.28,62.07
57,950200,소마젠,4790.0,-15.67,36.87,4775.0,4700.21,5,120,14,44,64,1.0,10.0,-8.5,64.67
43,137940,넥스트아이,415.0,-16.52,39.1,398.8,377.68,5,120,14,44,64,1.0,10.0,8.18,55.87
30,084990,헬릭스미스,4360.0,-20.34,32.6,4312.0,4042.46,5,120,14,34,74,1.0,10.0,19.51,61.46
57,331920,셀레믹스,8110.0,-25.3,33.36,6570.0,3943.75,5,120,14,44,64,1.0,10.0,-9.38,64.62
57,288330,브릿지바이오테라퓨틱스,3055.0,-29.16,39.43,2819.0,2320.39,5,120,14,44,64,1.0,10.0,-7.32,69.93
57,263050,유틸렉스,3270.0,-32.62,37.5,3328.0,2420.21,5,120,14,44,64,1.0,10.0,-11.87,69.13
53,049180,셀루메드,1859.0,-34.5,31.53,1753.2,1655.7,5,120,14,34,74,1.0,10.0,6.51,72.44
58,054220,비츠로시스,507.0,-52.6,18.21,500.6,499.02,5,120,14,34,64,1.0,10.0,-10.81,54.63
55,260660,알리코제약,5250.0,-99.95,32.79,5348.0,5021.58,5,120,14,34,64,1.0,10.0,-3.82,51.09
