,Return,Std Dev,Symbol(Name)
247540,92.72,60.37,247540 (에코프로비엠)
196170,102.89,68.79,196170 (알테오젠)
086520,62.02,58.35,086520 (에코프로)
028300,70.9,74.2,028300 (HLB)
000250,59.14,56.55,000250 (삼천당제약)
348370,89.63,77.71,348370 (엔켐)
068760,36.55,55.14,068760 (셀트리온제약)
058470,34.77,35.32,058470 (리노공업)
403870,148.63,66.69,403870 (HPSP)
214150,46.9,49.04,214150 (클래시스)
277810,114.12,69.2,277810 (레인보우로보틱스)
263750,28.89,50.07,263750 (펄어비스)
141080,45.45,59.37,141080 (리가켐바이오)
145020,32.89,49.25,145020 (휴젤)
257720,209.88,85.24,257720 (실리콘투)
039030,34.57,50.32,039030 (이오테크닉스)
089030,38.54,46.77,089030 (테크윙)
357780,11.13,40.52,357780 (솔브레인)
035900,39.58,51.78,035900 (JYP Ent.)
005290,28.86,47.48,005290 (동진쎄미켐)
078600,41.4,54.89,078600 (대주전자재료)
237690,26.04,55.04,237690 (에스티팜)
041510,39.48,51.02,041510 (에스엠)
240810,21.55,44.76,240810 (원익IPS)
178320,33.78,47.3,178320 (서진시스템)
035760,2.24,35.83,035760 (CJ ENM)
036930,18.52,48.7,036930 (주성엔지니어링)
065350,41.24,59.35,065350 (신성델타테크)
039200,49.35,64.8,039200 (오스코텍)
417200,42.21,88.86,417200 (LS머트리얼즈)
293490,-17.56,48.92,293490 (카카오게임즈)
067160,40.15,55.5,067160 (SOOP)
214450,14.35,46.0,214450 (파마리서치)
064760,34.73,47.87,064760 (티씨케이)
087010,44.63,67.38,087010 (펩트론)
033100,51.31,58.92,033100 (제룡전기)
204270,45.62,57.63,204270 (제이앤티씨)
036830,29.09,50.24,036830 (솔브레인홀딩스)
112040,31.88,63.79,112040 (위메이드)
310210,144.55,78.53,310210 (보로노이)
950160,-10.87,49.16,950160 (코오롱티슈진)
137400,41.33,52.56,137400 (피엔티)
067630,54.98,76.13,067630 (HLB생명과학)
328130,116.44,79.57,328130 (루닛)
031980,32.57,48.87,031980 (피에스케이홀딩스)
298380,40.28,65.98,298380 (에이비엘바이오)
121600,41.15,57.85,121600 (나노신소재)
095340,41.66,52.73,095340 (ISC)
214370,17.23,49.57,214370 (케어젠)
281740,67.48,55.82,281740 (레이크머티리얼즈)
253450,-1.16,38.6,253450 (스튜디오드래곤)
140860,58.39,45.37,140860 (파크시스템스)
225570,27.6,62.09,225570 (넥슨게임즈)
352480,86.09,56.06,352480 (씨앤씨인터내셔널)
232140,44.97,54.45,232140 (와이씨)
086900,34.51,54.05,086900 (메디톡스)
195940,-8.01,44.2,195940 (HK이노엔)
140410,33.17,59.35,140410 (메지온)
166090,51.87,52.85,166090 (하나머티리얼즈)
018290,35.08,61.86,018290 (브이티)
084370,31.37,47.61,084370 (유진테크)
051980,39.26,81.32,051980 (중앙첨단소재)
096530,31.12,56.35,096530 (씨젠)
222800,28.43,49.5,222800 (심텍)
319660,48.01,51.55,319660 (피에스케이)
317330,54.68,63.92,317330 (덕산테코피아)
067310,24.67,51.94,067310 (하나마이크론)
393890,-3.37,55.8,393890 (더블유씨피)
287410,39.18,41.65,287410 (제이시스메디칼)
213420,27.8,49.84,213420 (덕산네오룩스)
056190,15.21,36.46,056190 (에스에프에이)
025320,24.73,60.97,025320 (시노펙스)
440110,-5.62,84.2,440110 (파두)
064550,43.83,69.06,064550 (바이오니아)
383310,53.95,80.16,383310 (에코프로에이치엔)
085660,17.73,51.6,085660 (차바이오텍)
074600,38.31,45.82,074600 (원익QnC)
078130,30.85,61.06,078130 (국일제지)
047920,48.32,71.47,047920 (HLB제약)
365340,2.01,49.36,365340 (성일하이텍)
241710,29.81,52.25,241710 (코스메카코리아)
009520,38.67,57.09,009520 (포스코엠텍)
098460,31.02,43.26,098460 (고영)
183300,34.55,47.61,183300 (코미코)
036540,13.55,50.97,036540 (SFA반도체)
086450,21.53,36.09,086450 (동국제약)
119860,14.17,44.14,119860 (커넥트웨이브)
042000,19.16,67.23,042000 (카페24)
101490,28.71,50.81,101490 (에스앤에스텍)
399720,110.24,81.74,399720 (가온칩스)
278280,23.97,51.22,278280 (천보)
036810,43.7,56.2,036810 (에프에스티)
222080,35.44,53.67,222080 (씨아이에스)
122870,13.65,46.33,122870 (와이지엔터테인먼트)
048410,36.1,75.85,048410 (현대바이오)
131970,35.26,50.81,131970 (두산테스나)
115450,24.96,67.71,115450 (HLB테라퓨틱스)
418550,30.31,72.94,418550 (제이오)
272290,11.71,46.5,272290 (이녹스첨단소재)
420770,-13.68,65.22,420770 (기가비스)
058970,81.64,74.17,058970 (엠로)
003380,-8.06,40.34,003380 (하림지주)
136510,43.67,66.37,136510 (스마트솔루션즈)
025900,23.81,47.82,025900 (동화기업)
237880,13.18,50.07,237880 (클리오)
015750,13.26,46.21,015750 (성우하이텍)
348210,45.14,46.72,348210 (넥스틴)
060370,29.61,49.46,060370 (LS마린솔루션)
376300,-13.78,62.2,376300 (디어유)
053030,28.65,62.87,053030 (바이넥스)
215200,19.19,40.24,215200 (메가스터디교육)
041190,55.06,69.12,041190 (우리기술투자)
007390,72.59,84.97,007390 (네이처셀)
194480,19.14,63.26,194480 (데브시스터즈)
335890,55.63,45.81,335890 (비올)
189300,34.17,50.93,189300 (인텔리안테크)
058610,19.38,43.89,058610 (에스피지)
336570,34.73,43.48,336570 (원텍)
080220,41.27,60.5,080220 (제주반도체)
053800,24.39,57.79,053800 (안랩)
199800,83.8,73.2,199800 (툴젠)
099190,17.36,40.95,099190 (아이센스)
253590,60.2,58.99,253590 (네오셈)
069080,18.05,54.0,069080 (웹젠)
251970,27.05,46.27,251970 (펌텍코리아)
099320,20.27,46.22,099320 (쎄트렉아이)
358570,51.19,69.85,358570 (지아이이노베이션)
228760,26.11,65.02,228760 (지노믹트리)
131290,22.14,54.01,131290 (티에스이)
046890,-2.94,41.27,046890 (서울반도체)
039440,49.58,55.79,039440 (에스티아이)
101360,112.25,100.68,101360 (에코앤드림)
114840,117.5,60.4,114840 (아이패밀리에스씨)
372170,72.99,71.31,372170 (윤성에프앤씨)
079370,35.74,48.39,079370 (제우스)
144510,12.7,59.13,144510 (지씨셀)
340570,43.9,50.15,340570 (티앤엘)
445090,245.67,106.73,445090 (에이직랜드)
179900,53.26,61.53,179900 (유티아이)
460930,-69.58,88.12,460930 (현대힘스)
030520,21.86,47.19,030520 (한글과컴퓨터)
290650,34.49,52.48,290650 (엘앤씨바이오)
304360,235.43,102.54,304360 (에스바이오메딕스)
078340,22.93,52.02,078340 (컴투스)
200130,15.2,44.4,200130 (콜마비앤에이치)
215000,10.2,36.93,215000 (골프존)
025980,38.54,62.56,025980 (아난티)
161580,18.8,55.79,161580 (필옵틱스)
032500,25.72,50.87,032500 (케이엠더블유)
455900,-88.06,69.1,455900 (엔젤로보틱스)
091120,31.2,49.64,091120 (이엠텍)
084850,9.7,51.73,084850 (아이티엠반도체)
082270,28.84,60.3,082270 (젬백스)
171090,44.92,70.04,171090 (선익시스템)
095610,29.17,51.83,095610 (테스)
095660,8.47,51.3,095660 (네오위즈)
059090,36.05,58.14,059090 (미코)
372320,164.04,88.11,372320 (큐로셀)
094360,66.72,63.6,094360 (칩스앤미디어)
091700,12.82,43.12,091700 (파트론)
082920,19.18,38.66,082920 (비츠로셀)
032820,23.07,64.93,032820 (우리기술)
397030,78.16,70.82,397030 (에이프릴바이오)
006730,5.42,36.15,006730 (서부T&D)
220100,31.59,67.01,220100 (퓨쳐켐)
338220,26.46,70.01,338220 (뷰노)
394280,105.99,83.09,394280 (오픈엣지테크놀로지)
297890,29.71,66.07,297890 (HB솔루션)
206640,10.02,58.25,206640 (바디텍메드)
215600,9.15,66.38,215600 (신라젠)
095500,18.25,55.57,095500 (미래나노텍)
068240,18.36,47.22,068240 (다원시스)
032190,20.12,44.97,032190 (다우데이타)
378340,-52.47,80.94,378340 (필에너지)
314930,39.45,61.57,314930 (바이오다인)
950140,33.96,55.64,950140 (잉글우드랩)
089980,25.91,49.65,089980 (상아프론테크)
110990,33.46,57.54,110990 (디아이티)
060280,14.32,51.68,060280 (큐렉소)
104830,12.44,38.7,104830 (원익머트리얼즈)
122640,53.44,65.35,122640 (예스티)
206650,37.08,64.29,206650 (유바이오로직스)
439090,-16.19,78.4,439090 (마녀공장)
107640,132.53,109.9,107640 (한중엔시에스)
166480,4.82,61.27,166480 (코아스템켐온)
049070,17.49,44.22,049070 (인탑스)
102710,19.68,47.36,102710 (이엔에프테크놀로지)
360070,57.47,76.83,360070 (탑머티리얼)
256840,46.47,70.24,256840 (한국비엔씨)
089010,26.36,52.07,089010 (켐트로닉스)
043150,17.98,44.18,043150 (바텍)
243070,3.25,42.18,243070 (휴온스)
114190,22.39,52.51,114190 (강원에너지)
034950,13.55,16.67,034950 (한국기업평가)
265520,2.21,43.14,265520 (AP시스템)
094170,40.92,62.36,094170 (동운아나텍)
093320,35.44,49.48,093320 (케이아이엔엑스)
389020,97.78,93.47,389020 (자람테크놀로지)
064800,26.09,57.29,064800 (포니링크)
101160,27.42,50.75,101160 (월덱스)
060250,33.25,49.4,060250 (NHN KCP)
230360,12.81,49.75,230360 (에코마케팅)
252990,5.7,52.99,252990 (샘씨엔에스)
323990,78.41,92.52,323990 (박셀바이오)
200670,14.81,49.36,200670 (휴메딕스)
108860,24.48,57.64,108860 (셀바스AI)
151860,19.46,52.41,151860 (KG에코솔루션)
218410,14.43,43.94,218410 (RFHIC)
148150,31.47,54.86,148150 (세경하이테크)
347850,23.28,94.54,347850 (디앤디파마텍)
005160,11.55,41.28,005160 (동국산업)
294090,49.03,82.35,294090 (이오플로우)
041020,17.63,66.98,041020 (폴라리스오피스)
033500,19.1,43.49,033500 (동성화인텍)
027360,35.87,52.9,027360 (아주IB투자)
290690,57.62,92.7,290690 (소룩스)
416180,66.44,102.1,416180 (신성에스티)
036620,31.45,64.79,036620 (감성코퍼레이션)
319400,14.96,48.31,319400 (현대무벡스)
023160,2.27,40.78,023160 (태광)
044490,1.92,47.47,044490 (태웅)
136480,3.66,41.83,136480 (하림)
029960,26.01,46.6,029960 (코엔텍)
099430,0.15,46.7,099430 (바이오플러스)
126700,25.69,49.83,126700 (하이비젼시스템)
051370,22.64,56.89,051370 (인터플렉스)
031330,25.52,50.01,031330 (에스에이엠티)
045100,17.47,42.98,045100 (한양이엔지)
041830,31.51,50.81,041830 (인바디)
051360,20.54,42.85,051360 (토비스)
441270,4.72,55.63,441270 (파인엠텍)
038500,12.2,53.96,038500 (삼표시멘트)
013030,14.76,40.29,013030 (하이록코리아)
123860,14.08,47.17,123860 (아나패스)
425040,85.27,110.5,425040 (티이엠씨)
036200,36.12,52.15,036200 (유니셈)
078150,24.26,54.55,078150 (HB테크놀러지)
200710,38.73,61.72,200710 (에이디테크놀로지)
160190,-99.94,73.88,160190 (하이젠알앤엠)
101730,19.72,67.78,101730 (위메이드맥스)
089970,24.16,50.0,089970 (브이엠)
014620,2.71,42.41,014620 (성광벤드)
119610,21.12,34.82,119610 (인터로조)
060150,10.47,40.18,060150 (인선이엔티)
054950,10.96,40.73,054950 (제이브이엠)
243840,24.73,48.36,243840 (신흥에스이씨)
267980,-6.3,27.65,267980 (매일유업)
033640,14.19,51.74,033640 (네패스)
348340,65.94,75.92,348340 (뉴로메카)
293780,22.73,73.81,293780 (압타바이오)
078350,25.62,50.56,078350 (한양디지텍)
138580,28.12,54.14,138580 (비즈니스온)
102940,17.4,56.49,102940 (코오롱생명과학)
025770,30.68,55.06,025770 (한국정보통신)
263720,37.38,59.36,263720 (디앤씨미디어)
299900,42.12,63.22,299900 (위지윅스튜디오)
