Cluster,Symbol,Name,Return,Std Dev
0,457190,이수스페셜티케미컬,257.28,113.4
1,480020,ACE 미국빅테크7+ 15%프리미엄분배(합성),252.56,21.72
1,481190,SOL 미국테크TOP10,243.14,15.89
1,480040,ACE 미국반도체15%프리미엄분배(합성),251.6,24.76
2,483280,KODEX 미국AI테크TOP10+15%프리미엄,215.34,16.31
2,483330,ACE 마이크로소프트밸류체인액티브,228.2,19.59
3,700023,하나 Solactive 2X US Tech Top 10 ETN(H),214.13,43.33
3,465610,ACE 미국빅테크TOP7 Plus레버리지(합성),223.42,45.59
4,473490,KOSEF 글로벌AI반도체,170.84,33.24
4,550088,N2 월간 레버리지 선진국 1등주 ETN,169.7,28.37
4,461910,ARIRANG 미국테크10레버리지iSelect(합성),168.81,38.17
5,486290,TIGER 미국나스닥100+15%프리미엄초단기,148.2,10.77
5,483570,KCGI 미국S&P500 TOP10,168.69,13.11
5,530120,삼성 나스닥 100 ETN,154.05,12.17
5,482870,HANARO 주주가치성장코리아액티브,160.5,11.78
6,530115,삼성 레버리지 나스닥 100 ETN,152.04,28.41
7,610044,메리츠 인버스 천연가스 선물 ETN(H),135.63,61.02
7,520053,미래에셋 인버스 천연가스 선물 ETN(H),134.19,60.28
8,469150,ACE AI반도체포커스,136.64,33.92
8,479620,SOL 미국AI반도체칩메이커,124.92,30.92
8,469060,KBSTAR 미국반도체NYSE,129.02,27.06
8,475310,SOL 반도체후공정,133.47,37.78
8,479850,HANARO K-뷰티,136.87,27.62
9,454910,두산로보틱스,125.16,76.29
10,456600,TIMEFOLIO 글로벌AI인공지능액티브,107.55,26.41
10,480310,TIGER 글로벌온디바이스AI,119.74,25.58
10,469050,KBSTAR 미국반도체NYSE(H),116.67,29.23
10,481180,SOL 미국AI소프트웨어,112.87,18.65
10,550089,N2 월간 레버리지 코스피 200 선물 ETN,111.62,29.75
10,473590,ACE 미국주식베스트셀러,120.7,23.46
10,473460,KODEX 미국서학개미,105.65,20.76
11,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,95.29,25.91
11,474220,TIGER 미국테크TOP10+10%프리미엄,97.76,15.6
11,760005,키움 INDXX 미국테크탑10 ETN,91.81,20.32
11,466950,TIGER 글로벌AI액티브,93.97,25.12
11,472160,TIGER 미국테크TOP10 INDXX(H),94.02,20.23
11,471040,KoAct 글로벌AI&로봇액티브,89.56,22.67
11,464060,HANARO 글로벌반도체TOP10 SOLACTIVE,101.68,28.62
11,477490,에셋플러스 글로벌일등기업포커스10액티브,95.04,14.84
12,336370,솔루스첨단소재,92.75,67.76
12,423920,TIGER 미국필라델피아반도체레버리지(합성),96.07,57.65
12,580034,KB 레버리지 FANG 플러스 ETN(H),91.61,59.33
13,453820,KODEX 인도Nifty50레버리지(합성),84.37,47.14
13,610078,메리츠 3X 레버리지 미국채30년 ETN,94.84,37.6
13,530122,삼성 인버스 2X 항셍테크 ETN(H) B,97.56,44.08
14,465580,ACE 미국빅테크TOP7 Plus,82.11,20.47
